()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1><BGM>GF_Memorial</BGM>:时间继续流动，M950A先和负责牵制的妖精们进行了短暂的通讯。+之后，她将雷电安置在了临时据点的修复槽。
Thunder50(0)<Speaker>雷电</Speaker>||<黑屏2>:……950……你要走了吗？
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:嗯。那支军方小队，他们的行军速度比我们想得要快得多。+要救出指挥官，就必须先击溃他们。
Thunder50(0)<Speaker>雷电</Speaker>;M950A(8)||:你一个人？
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:嗯。
Thunder50(0)<Speaker>雷电</Speaker>;M950A(8)||:……
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:你不阻止我吗？
Thunder50(0)<Speaker>雷电</Speaker>;M950A(8)||:不阻止，因为我知道这是你现在最想做的事情。+……你要平安回来。
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:嗯。
Thunder50(0)<Speaker>雷电</Speaker>;M950A(8)||:……
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:怎、怎么了……一直盯着我。
Thunder50(0)<Speaker>雷电</Speaker>;M950A(8)||:……你的新装束，很帅。
Thunder50(0);M950A(8)<Speaker>M950A</Speaker>||:欸？+谢、谢谢……
Thunder50(0);M950A(8)<Speaker></Speaker>||:M950A赶忙把目光从雷电的脸上移开。
M950A(8)<Speaker>M950A</Speaker>||:那，我出发了。
Thunder50(0)<Speaker>雷电</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:加油。
()<Speaker></Speaker>||<BIN>99</BIN><黑屏2><BGM>10256</BGM>:……+不久后，M950A发现之前的军方突击队正在搜索自己。
M950A(8)<Speaker>M950A</Speaker>||:<color=#A9A9A9>布置完成。</color>
()<Speaker></Speaker>||:M950A特意在路上的战壕留下了补给的痕迹，现在她将自己藏到了离战壕20米左右的同伴的尸体堆中。+一支军方小队进入了M950A的视野。
()<Speaker>M950A</Speaker>||:<color=#A9A9A9>这支队伍……是人类士兵跟军方人形的混编。</color>+<color=#A9A9A9>人类四人、军方人形六架。</color>
NPC-Soldier(0)<Speaker>突击队长</Speaker>||:扫射一遍这里的残骸。
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:砰砰砰、砰砰砰。+M950A一边忍受着子弹的冲击，一边观察着军方小队。
NPC-Yegor(3)<Speaker>突击队员</Speaker>||:报告，前卫发现了格里芬人形的补给装备。
NPC-Soldier(0)<Speaker>突击队长</Speaker>;NPC-Yegor(3)||:让人形跟我们的队伍纵向排列，侦查时保持警戒。
NPC-Yegor(3)<Speaker>突击队员</Speaker>||:是。
()<Speaker></Speaker>||:M950A悄悄接近军方队伍的最尾。
M950A(8)<Speaker></Speaker>||:随即她掏出抢夺来的EMP手雷，掷向队尾的军方人形。
()<Speaker></Speaker>||<SE1>AVG_whitenoise</SE1>:哔——哔——+两架军方人形发出了停止机能的声响，突击小队立刻注意到了异常。
NPC-Soldier(0)<Speaker>突击队长</Speaker>||:是那个该死的人形！
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:砰砰砰。+四个人类士兵以军方人形的身体为盾，一边开枪一边向M950A移动。
M950A(8)<Speaker>M950A</Speaker>||<黑点1>:<color=#A9A9A9>上钩了。</color>
()<Speaker></Speaker>||<黑点2><BIN>167</BIN>:M950A飞身跳入战壕，军方小队也迫不得已进入了狭窄的隧道。
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:砰砰砰。
M950A(8)<Speaker></Speaker>||<SE1>RunStep</SE1>:M950A虽然没有被子弹直接命中，但是却被子弹打散的石块持续敲击着素体。
M950A(8)<Speaker>M950A</Speaker>||:<color=#A9A9A9>一、二、三……只有三个人类，军方人形倒是全部进来了。</color>
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:军方人形和人类士兵丝毫不留空隙地向M950A开火。
M950A(8)<Speaker></Speaker>||<SE1>RunStep</SE1>:M950A忽左忽右奔跑前进着，她的目标很简单，将敌人引到这座战壕的地下室。
M950A(8)<Speaker>M950A</Speaker><Shake>||:咕……！
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:砰砰砰。+突击小队再次射击——M950A的后背中了三枪，多亏了重塑的素体，损伤并不是很严重，但是中弹的强烈冲击还是让她差点失去平衡。
M950A(9)<Speaker>M950A</Speaker>||<黑点1>:<color=#A9A9A9>绝对不能在这里失败……！</color>
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:战壕的深处地下室……M950A和军方几乎同时抵达。+整个地下室空旷又贫瘠，连一颗子弹都找不到。
M950A(8)<Speaker>M950A</Speaker>||:……
NPC-Soldier(0)<Speaker>突击队员</Speaker>||:哼，这里要是有爆炸物，我们就不会进来了。+格里芬的破铜烂铁，还想着和我们同归于尽？！+开火！
()<Speaker></Speaker>||:四名军方人形同时从正对面向M950A冲过来，人类士兵则在后方持续射击封锁她的行动。+毫无疑问，M950A即使拥有了更强的性能，也不可能在正面赢过军方人形……更不用说是四台军方人形同时夹击了。
M950A(8)<Speaker></Speaker>||<BGM>BGM_Empty</BGM><SE1>AVG_weapon_reload</SE1>:M950A抽出了自己的枪，没有瞄准敌人——+而是对地下室唯一一根支撑柱进行扫射。
