()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>357</BIN><BGM>GF_EV9_Story</BGM>:……柏林市区，临时指挥部。
()<Speaker>指挥官</Speaker>||:……爵士，我的汇报结束了。+以上就是我们刚刚从玛赫莲的虚识中获取的情报，您看还有什么问题吗？
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>……</color>
()||:格里芬正凝神浏览玛赫莲虚识中的部分录像。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>果然如此。</color>+<color=#00CCFF>他们料准了政府无力阻挠分散在多区域的小规模分次爆破。</color>+<color=#00CCFF>与其制造一场大规模恐怖袭击，这样要保险得多。</color>+<color=#00CCFF>计划的确很缜密。</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:看来您已经知道了这个情报。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>我只知道这个计划的存在，但具体会怎么实施，我还没有什么头绪。</color>+<color=#00CCFF>不过我想问一句，以你对玛赫莲的认识，从她身上获取的情报可信吗？</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:我明白您的顾虑。+顺利地将玛赫莲带走，顺利地从她身上获得了有关帕拉蒂斯重大计划的情报。+一切都太过顺利，以至于这种顺利看上去有些古怪。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>排除掉植入记忆的可能了吗？</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:已经仔细检查过了，确实不是外来数据植入。+但是有一点，我仍然毫无头绪。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>有关玛赫莲本身的吗？</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:我不知道玛赫莲在这个计划中到底扮演了什么样的角色。+她的记忆被人破坏过，完全混乱，无法判断她究竟经历过什么。+也无从得知，她究竟是诱饵，还是计划中的意外因素。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>无论是什么，都有调查的价值。</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:没错，不管是陷阱还是真实的计划，都会留下背后操纵者的信息。+我需要找到画面中的这些地方做进一步的调查。+我要弄清楚到底这些是已经发生过的但被隐藏掉的事件，还是仍在计划中的设想。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>资源不用担心，你尽管调用。</color>+<color=#00CCFF>但我需要更详细的报告，以及全部的记忆碎片画面。</color>+<color=#00CCFF>希望这一切的情报交流我们可以对彼此坦诚。</color>+<color=#00CCFF>毕竟，消弭灾难让这个世界变得更好，是我们共同的目标。</color>
NPC-Griffin(1)<Speaker>指挥官</Speaker><通讯框>||:我了解了。
NPC-Griffin(1)<Speaker>格里芬</Speaker><通讯框>||:<color=#00CCFF>那么，就等你的好消息了。</color>
()||<SE1>AVG_tele_disconnect</SE1>:通讯结束。
()<Speaker>指挥官</Speaker>||:RO，帕罗莎，立刻召集所有队员集合。
RO635Mod(0)<Speaker>RO635</Speaker>||:是！
VP1915(0)<Speaker>帕罗莎</Speaker>||:明白！
()<Speaker>指挥官</Speaker>||:丹德莱，你来挑选队员跟你一起进入玛赫莲的记忆，以最快的速度筛选出全部的灾难画面。
NytoIsomer(7)<Speaker>丹德莱</Speaker>||<黑点1>:好，提供给人形的通道已经建立。+随时可以开始。
