()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>72</BIN><黑屏2>:...
()<Speaker></Speaker>||:<color=#FFFF00>【 Loading "Confessing to the cute and handsome Commander" Battle Plan...】</color> +<color=#FFFF00>【Loading complete.】</color> +<color=#FFFF00>【Starting Simulation No.357.】</color>
4type(0)<Speaker>4 Shiki</Speaker>||<BGM>GF_Memorial</BGM>:Commander, art thou preparing for the upcoming mission? +Actually... +There's something... we wish to tell you...
()<Speaker></Speaker>||:...
4type(0)<Speaker>4 Shiki</Speaker>||:Our greatest apologies for this, Commander! +We... have lied to you. +The intel regarding this operation is completely false!!
4type(0)<Speaker>4 Shiki</Speaker>||:I hadn't meant to deceive thou, Commander! +We were threatened, and forced into this...
4type(0)<Speaker>4 Shiki</Speaker>||:Please, forgive our slight! +Waaah, please don't rip our fire-control core out of us!
4type(0)<Speaker>4 Shiki</Speaker>||:The coal mines?! No, not the dastardly coal mines!!! +Waah... please, we don't want to be sent there...
4type(0)<Speaker>4 Shiki</Speaker>||:<size=50>Commander! Commander!! Don't goooo!!!</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:<color=#FFFF00>【 Battle Simulation No.357 failed.】</color> +<color=#FFFF00>【Simulation result – Fire-control core dismantled; sent to the coal mines.】</color>
()<Speaker>Commander</Speaker>||<黑屏2><BIN>8</BIN><BGM>BGM_Hello</BGM>:Is something troubling you, 4 Shiki? Why are you spacing out here?
4type(0)<Speaker>4 Shiki</Speaker>||<立绘震动>:Ah! Commander...
4type(0)<Speaker>4 Shiki</Speaker>||:W-We're preparing for the upcoming operation! +It's our first time going on a mission near the sea... +It's oddly nerve-wracking, haha... <c>Don't worry, I've planned for everything. <c>Don't be nervous, I'm here.
4type(0)<Speaker>4 Shiki</Speaker>||<分支>1</分支>:Aye! I have only the greatest amount of faith in thee!
4type(0)<Speaker>4 Shiki</Speaker>||<分支>2</分支>:O-Oh, we understand! +(Our neural cloud seems to be overheating a bit...)
()<Speaker>Commander</Speaker>||<黑点1>:Carry on with your preparations. I'll go and check up on the others.
()<Speaker></Speaker>||<BIN>9</BIN><黑点2><BGM>BGM_Empty</BGM>:...
4type(0)<Speaker>4 Shiki</Speaker>||:Ugh... +Our Commander can't be this cute...
4type(0)<Speaker>4 Shiki</Speaker>||<震屏>:Oh, crud! +We...still couldn't tell the Commander the truth... +This shan't do! We've to come clean with our honored Commander!
4type(0)<Speaker>4 Shiki</Speaker>||<黑屏1>:But... +If this operation gets canceled, we won't have the inspiration to draw the next arc for our manga... +Our deadline is fast approaching. If we don't submit our manuscript soon, our editor will...
()<Speaker></Speaker>||<黑屏2><回忆><BIN>80</BIN><BGM>GF_Cafe</BGM>:...
()<Speaker>Hustling Editor</Speaker>||<震屏>:What?!! +No inspiration?! Is that your excuse for not making your deadline? +Good grief... At least give me a more convincing reason! +We editors have it hard too, you know...
4type(0)<Speaker>4 Shiki</Speaker>||:Our greatest apologies! +But we really haven't any inspiration at all... +We haven't had any opportunity to go on a mission within yesteryear...
()<Speaker>Hustling Editor</Speaker>||:If you don't have any inspiration, then create it yourself. +Rules are dead set in stone, but humans are alive and flexible! +Oh sorry, I forgot you're a Doll... +Right, here's what you can do!
()<Speaker></Speaker>||:...
()<Speaker></Speaker>||:......
4type(0)<Speaker>4 Shiki</Speaker>||<震屏>:What?!!! +You want us to deceive our Commander with a fabricated mission?! +Nay! We could never betray thy Commander!
()<Speaker>Hustling Editor</Speaker>||:Don't you guys have a Griffin forum? +Just post a thread anonymously and the Commander won't know it's your doing.
4type(0)<Speaker>4 Shiki</Speaker>||:Nay, no way! +We can't do that!
()<Speaker>Hustling Editor</Speaker>||:(Smiles deviously) +In that case, your cute Commander will find out tomorrow... +Who's behind the very popular shoujo manga with the Commander as the protagonist... +Oh right, this Commander actually left us a comment asking about the author's identity...
4type(0)<Speaker>4 Shiki</Speaker>||:Y-You! +You'd sworn you'd never expose us!
()<Speaker>Hustling Editor</Speaker>||<黑点1>:If you don't want your secret identity revealed, you'd better go and get some inspiration.♪ +Here, I've even written the forum post for you. +Make the topic "Viral Mermaid Sighting" or something, hahaha...
4type(0)<Speaker>4 Shiki</Speaker>||<关闭蒙版><BIN>9</BIN><黑点2><BGM>BGM_Empty</BGM>:Not only will our editor sell me out... +If we tell the truth, the furious Commander may even have our fire-control core dismantled on the spot... +Then send us to the coal mines...
4type(0)<Speaker>4 Shiki</Speaker>||<BGM>BGM_Wake</BGM>:And whilst we're within those dark mines... +We won't ever see the Commander again, nor will there ever be any new chapters for our manga thenceforth!
4type(0)<Speaker>4 Shiki</Speaker>||<黑屏1>:<size=50>NoooooooooOOOooooOOoo!!!</size>
()<Speaker>Commander</Speaker>||<BIN>8</BIN><黑屏2>:4 Shiki? Report to the rally point now! We're about to set off!
4type(0)<Speaker>4 Shiki</Speaker>||:Roger! We're coming, post-haste!
4type(0)<Speaker>4 Shiki</Speaker>||<黑屏1>:We... +We've wronged the Commander...
()<Speaker></Speaker>||<BIN>162</BIN><BGM>BGM_Empty</BGM><黑屏2>:...
()<Speaker>Commander</Speaker>||<BGM>m_avg_casual</BGM>:Alright, now split into your pre-arranged groups and carry out your respective missions! +It's a relatively easy operation this time – all you have to do is search for any clues about mermaids in this area of the sea. +Prioritize your own safety and head towards your designated locations. +Remember to report to me from time to time.
()<Speaker>Mermaid Operation Teams</Speaker>||:Understood!
4type(2)<Speaker>4 Shiki</Speaker>||<黑点1>:Yay! We get to observe the Commander from up close! +Our efforts have not been in vain!
()<Speaker></Speaker>||<黑点2>:Hiding behind a coconut tree nearby, 4 Shiki records the Commander's every move in great detail.
4type(2)<Speaker>4 Shiki</Speaker>||:So the Commander chose to check up on the investigation team first. +That team... seems to be made up of Lewis and R93... +Let us get a little closer...
Lewis(2)<Speaker>Lewis</Speaker>||:Yes, Commander! +R93 has already started her search in the designated area! +However, I have a tiny problem here...
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Lewis takes out a tub of sunscreen.
()<Speaker></Speaker>||:...
()<Speaker></Speaker>||:......
4type(2)<Speaker>4 Shiki</Speaker>||<BGM>BGM_Danger</BGM>:Lewis... +That knave's actually asking the Commander to put sunscreen on her!!! +<size=50>The sheer audacity!!!</size>
4type(2)<Speaker>4 Shiki</Speaker>||:<size=30>When...</size> +<size=30>...will we be subjected to such an honor...?</size>
4type(2)<Speaker>4 Shiki</Speaker>||:This isn't the time to think about such things! +Pull thyself together, 4 Shiki! +We must capture the Commander as much as we can! This is a precious source of inspiration!
()<Speaker></Speaker>||:Once the Commander finishes applying sunscreen on Lewis, the latter suddenly draws closer to the Commander with the sunscreen in hand.
()<Speaker></Speaker>||:...
()<Speaker></Speaker>||:......
4type(2)<Speaker>4 Shiki</Speaker>||:Now she wants to put sunscreen on the Commander?! +LEWIS! +W-We challenge you to a duel!
4type(2)<Speaker>4 Shiki</Speaker>||<Delay>:Hold on! +Phew...thank goodness we didn't run out... +Haha, the Commander rejected Lewis flatly.♪
4type(2)<Speaker>4 Shiki</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:Looks like the Commander is moving on to the next team. +We'd better keep up with thee!
4type(2)<Speaker>4 Shiki</Speaker>||<黑点2>:What is the Commander doing in such a remote corner? +Something seems to be moving there?
Type88(4)<Speaker>QJY-88</Speaker>||<BGM>BGM_Moon</BGM>:Commander... +I...
4type(2)<Speaker>4 Shiki</Speaker>||:Isn't that QJY-88 from the rescue team? +I hear that gal has a defective swimming module... +She's been working hard on developing some device for this mission. +Still, it must be really tough on her even if she does have such an accessory that improves her ability to swim.
()<Speaker></Speaker>||:...
()<Speaker></Speaker>||:......
4type(2)<Speaker>4 Shiki</Speaker>||:How gentle, our Commander is! +Consoling QJY-88 so patiently...
SPS(2)<Speaker>Serdyukov</Speaker>||:QJY-88, there you are.
4type(2)<Speaker>4 Shiki</Speaker>||:Even Serdyukov is here. +According to the database, Serdyukov has undergone professional training so she should be able to keep QJY-88 safe...
4type(2)<Speaker>4 Shiki</Speaker>||:Most Dolls are out on explorations these days and there aren't many of us left at the base. +I suppose the Commander really didn't have a choice but to pick QJY-88 for this mission.
