()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:Darkness. Crushing darkness.+...+"I heard the summons of Destiny from afar..."+"Aw, why so mean, we're both Griffin Dolls, right? Shouldn't we get along?"+"Hehe, relax, I simply want to take part in your antics for once."+...+"Good morning, O Chosen One."
KSVK(0)<Speaker>KSVK</Speaker>||<BIN>82</BIN><睁眼><BGM>BGM_Hello</BGM>:It seems my slumber has persisted too long. How far has the world turned?+I thought I had engraved the phantasms I just saw into my mind, but they faded and scattered with the opening of my eyes. Is this the nature of dreams, or are memories as ephemeral as smoke... +In that case, tell me, oh Chronicler. What time is it now?
FairyTaunt(0)<Speaker>Alarm Clock</Speaker><Position>0,200</Position>;KSVK(0)||:Ding dong— I have been summoned by the great Lady KSVK! The time now is 19:03 pm!
FairyTaunt(0)<Position>0,200</Position>;KSVK(0)<Speaker>KSVK</Speaker>||:...I have tarried far longer than I expected. I must move now for the sake of the destined gathering. +I will face the oncoming storm in perfect form.
FairyTaunt(0)<Speaker>Alarm Clock</Speaker><Position>0,200</Position>;KSVK(0)||:Go go, Lady KSVK, go!
FairyTaunt(0)<Speaker>QBU-88</Speaker><Position>0,200</Position>;KSVK(0)||<震屏>:Are you awake yet, KSVK?!+Hurry and open up if you are, I've been waiting a long time for you!
KSVK(0)<Speaker>KSVK</Speaker>||:The aperture never bars those who wish to enter. If you draw near with the purpose to visit, then...
QBU88(0)<Speaker>QBU-88</Speaker>||:It's not locked, right? Then I'm coming in.
KSVK(5)<Speaker>KSVK</Speaker>||:Uh, hold...
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:...What are you doing?
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:As you can see, I am preparing for tonight's festivities.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Tonight's festivities? Is something going on tonight?
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:Have you not heard? Tonight's main event is a feast that ignites the fears of all and serves them up for the enjoyment of the masses.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Ah, you mean the test of courage? That was last night, have you gone stupid from oversleeping?
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:...Last night?
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Yes, XM8's been hanging from the café entrance all day. +From what I heard, Gr G36 was really mad and wouldn't listen to anyone until the Commander pleaded with her to let XM8 down.
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:She was not a guest tonight... I mean, last night.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Who knows? Apparently she tricked Gr G36c into taking her clothes off.
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:So, o unexpected guest, would you care to explain the reason for your arrival?
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Ah, yes, you really pulled a fast one on me yesterday!
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:I do not recall encountering you, whether in the corridor, in the main hall, or in any location our feet could have taken us.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Cut the crap! I recorded what you told me! + "Those who never give anything will never receive anything. There is no escaping this principle during tonight's activities. Among the prizes which this year's organizers have furnished is a 20%-off discount coupon, valid at all supermarkets."
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:It did sound like something I would say, and it was indeed my voice. But I have no recollection of this... +And my internal clock states that today is Halloween.
FairyTaunt(0)<Speaker>Alarm Clock</Speaker><Position>0,200</Position>;KSVK(5)||:Lady KSVK! Lady KSVK! Halloween was yesterday!
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:See, even your...what is that, anyway? An abandoned Fairy?
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:It is a broken Fairy. At least when it is with me, it can still contribute its remaining vigor as an alarm clock.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Alright, then your Fairy alarm clock knows the date better than you do. +Honestly, how clueless can someone be...
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:Do you have a complete record of everything which transpired yesterday in your neural cloud?
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||:Of course. I know everything, from how you tricked me to how you stuffed M870 into a pumpkin.
QBU88(0);KSVK(5)<Speaker>KSVK</Speaker>||:From unclear transmission do errors spring, QBU-88.
QBU88(0)<Speaker>QBU-88</Speaker>;KSVK(5)||<黑点1>:...Fine, I'll explain everything to you, but you'd better listen! And let me get this out of the way first, I'm not sure about the rest.
()<Speaker></Speaker>||<BIN>82</BIN><黑点2>:KSVK listens to QBU-88's narration as she gets dressed.
KSVK(0)<Speaker>KSVK</Speaker>||:The "me" that you describe is like the half-moon, veiled in shadow.
