()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>80</BIN><Night><黑屏2><BGM>BGM_Hello</BGM>:某个周末的傍晚时分，格里芬基地内。+春田小姐的咖啡厅。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:……打扰了。
()<Speaker></Speaker>||:在大多数人都已经休息的现在，李·恩菲尔德独自一人走入了咖啡厅内。+幸运的是，这里的主人仍在擦拭她干净的玻璃杯。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:欢迎，李小姐。+任务结束了吗？
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:啊，是的，任务已经结束了。+我刚刚做完报道，指挥官说接下来让我先休息两天。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:随后就来了咖啡厅吗？真是荣幸呢。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:……请不要取笑我了，正是因为春田小姐的红茶能温暖人心，我才总是来寻求照顾。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:现在已经很少有人会把这样一本正经的话说出口来了呢。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:我只是说出心中所想而已。+况且这也是您应得的评价。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:您总是这么一本正经呢。
()<Speaker></Speaker>||:李平静地落座到吧台前，春田也未多作言语。+静谧的空间内，唯独红茶的清香在逐渐弥漫。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:不愧是您的手艺，这一杯就足够卸掉我全部的压力了。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:红茶是一种挑客人的饮料，没有好的舌头，也只会浪费而已。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:那么，您遇到了什么麻烦呢？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:……哎呀？
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:请不要尝试对我隐瞒，春田小姐。+我还不至愚钝至此，一直以来都是我在受您的照顾，如果有什么我能帮上忙的地方。+我义不容辞。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:真是败给您了呢，都不知道是要夸赞您的观察力，还是要批评您的不细腻才好了。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:这样算是不细腻吗？真是抱歉。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:不，我没有真的想指责您的意思。+不如说，您愿意这样直言不讳真是让人觉得很高兴。+嗯，我现在的确在为一点小事烦恼，不知道该怎么办才好。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:能够让您都觉得烦恼的事情。+想必不会是什么小事。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:过分的谦虚和奉承都不是明智的选择，李小姐。+的确只是一件小事而已，因为最近人手不够，所以遇到了些难题。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:是这样吗？但我是真心认为春田小姐是一位了不起的人形。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:真是的，您的性格真是老实。+嗯……啊，对了！
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:嗯？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:说的是呢，这刚好是李小姐你可以帮得上的忙。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:所以……是什么事？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:实际上，我想李小姐应该也有听说过吧。+每到周五的时候，咖啡厅都会比平时更早一些停业。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:是的，我有听过。+虽然因为您平日就总是营业到很晚，所以几乎没有任何影响。+但是还是有些人注意到了这一点。
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:那您知道理由吗？
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:……我应该要知道吗？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:哈哈，不用这样惶恐不安的，李小姐，真是可爱。+嗯，我正好也觉得是时候该邀请您了。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:邀请我？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:这件事跟我遇到的麻烦其实是同一件事。+我今晚有一个约会。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:约——+……和指挥官吗？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:能看到您吃惊的表情真是难得，但可能和您所想的约会略有不同。+因为卡尔卡诺姐妹有临时的外勤任务，所以参与约会的人数突然不够了。+我刚才就是在为这件事烦恼。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:参与约会的人数……原来如此，也就是聚会的意思吧。+换言之，您希望我来填补卡尔卡诺姐妹的空缺？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:您理解的很快，真是太好了。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||:原来如此，我明白了。+只是这样的事的话，就请让我帮忙吧。+不过，这个聚会的内容是什么？
M1903Cafe(0)<Speaker>春田</Speaker><Position>0,100</Position>||:您的红茶都快凉了，还是先喝茶吧。+不用着急……就容我稍微保持一点神秘感吧。+我猜您会喜欢的。
MLEMK1(0)<Speaker>李·恩菲尔德</Speaker>||<黑屏1>:……？
