()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑点2><BIN>83</BIN><SE1>AVG_amb_wilderness</SE1>:マカロフは中庭の中に立ち、我を忘れて周囲の景色を見まわしていた。+空が次第に明るくなり、太陽が基地の床や武器のみならず//n人形一人一人をも照らしている。+風の音、笑い声、号令する声……その一切が聞きなれたものにも関わらず、//n彼女は奇妙な違和感を感じていた。
PM(4)<Speaker>マカロフ</Speaker>||:私……どうしてこんなところに……？
PM(4)<Speaker>マカロフ</Speaker>||<黑屏1>:落ち着くのよマカロフ……ここまでの流れを思い返しなさい……
()<Speaker>マカロフ</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:私は……真実を追っていた。
()<Speaker></Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Dorm</BGM>:数日前。
PM(0)<Speaker>マカロフ</Speaker>||:ふぅ……酒さえあれば、パーティーはてんやわんやの大騒ぎに早変わり。+M950Aはまだ歌ってるの？まあいいわ……私はもう休みにいこう。
PM(0)<Speaker></Speaker>||:宿舎は静寂に包まれていた。意気軒高な歌声が遠くから聞こえてくるも、//nその殺傷力は失われている。+マカロフは独り言を呟きながらベッドに倒れ込み、仰向けになって自分のデータの整理を始めた。+40分後、彼女は目をつむった。
PM(0)<Speaker>システム</Speaker>||:<color=#00CCFF>マカロフ、本日はもうお休みになりますか？</color>+<color=#00CCFF>グリフィンフォーラムから新しいサジェストが来ています。</color>
PM(0)<Speaker>マカロフ</Speaker>||:今日はもう寝るから、黙ってちょうだい。
PM(0)<Speaker>システム</Speaker>||:<color=#00CCFF>「ホットトピック、指揮官の部屋の写真が流出……」</color>
PM(0)<Speaker>マカロフ</Speaker>||:興味ない。
PM(0)<Speaker>システム</Speaker>||:<color=#00CCFF>「部屋にいた謎の人影は一体誰なのか？」</color>
PM(0)<Speaker>マカロフ</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:……なんですって？
()<Speaker></Speaker>||<黑屏2><BIN>8</BIN>:司令室。
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:ふあぁ……よし、やるべきことは全て終えました！//nここからはお待ちかねのおやすみタイム……
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1><BGM>BGM_Room</BGM>:<color=#00CCFF>失礼します、カリーナさんいますか？</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:いますよ！どうかしたのですか、マカロフさん？
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>カリーナさんがフォーラムを既に読んだかは分かりませんが。</color>+<color=#00CCFF>今日モニタールームに当たっていたスチェッキンが、指揮官の部屋に見知らぬ女性の人影があったと言い出し、その画像をフォーラムに投稿してたんです。</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:ええ、そんなことが！？
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>事は重大です。画像を削除して、解決方法を考えたほうがいいかと……</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:教えていただきありがとうございます、マカロフさん。//n画像の方はすぐに消しておきますね。+ですが、かなり広まってしまったとなると少々……
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>そこはなるべく他言無用にしてもらうよう要求しましょう。</color>+<color=#00CCFF>あいにく全員の口が堅いわけではないので、さすがに明日には知れ渡っているかもしれませんが……</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:たしかに。
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>カリーナさん、すごく疲れてるように見えますね。</color>+<color=#00CCFF>先に休んでください、この件は私が請け負います。</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:えっ？マカロフさんが請け負うんですか？+正直、そこまで調査する必要があるとは……
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>いいえ、これは深刻な問題です。誰なのかをハッキリさせる必要があります。</color>+<color=#00CCFF>指揮官の部屋が出入り自由と思われては、基地に混乱を招くかもしれません。</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||:わ……わかりました。ではマカロフさんにお任せします。ですが無茶だけはしないと約束してください。+調べられないのならそれで構いません。//n監視システムはバージョンアップされていますし、安全システムも//nもうすぐアップデートされてセキュリティがより強固になりますので。
NPC-Kalin(0);PM(0)<Speaker>マカロフ</Speaker>||:<color=#00CCFF>わかってます。心配してくれてありがとうございます。</color>
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;PM(0)||<黑屏1><SE1>AVG_tele_disconnect</SE1>:本当に無茶だけはやめてくださいね？+ふわぁあ……それでは、おやすみなさい。
()<Speaker>マカロフ</Speaker>||<BIN>9</BIN><黑屏2><黑屏1><BGM>BGM_Empty</BGM>:今のところは問題無し……私たちで問題を起こしそうな人形たちに//nそれぞれ当たってみたものの、全員シロだった。指揮官は……+そういえば、Karに容疑者を知ってるって指摘されてたわね……最終的に誰かは聞き出せなかったけど。+でもあの後……あの後は何が起きたんだっけ？
()<Speaker>マカロフ</Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Dorm</BGM>:あの後……
Carcano1891(0)<Speaker>カルカノ M1891</Speaker>||<BGM>BGM_Sunshine</BGM>:よし！背に腹は代えられません、善後処置の準備をしましょうか皆さん！
Carcano1891(0);PM(0)<Speaker>マカロフ</Speaker>||:何が「背に腹は代えられません」よ……テキトーにことわざを使わないで。+それに善後処置ってなに？どうして探偵役の私まで参加までさせられるわけ？
Carcano1891(0)<Speaker>カルカノ M1891</Speaker>;PM(0)||:もちろん、この歴史的瞬間を見届ける必要があるからですよ。+名付けて、「指揮官カップリング大作戦」！
Carcano1891(0);ZastavaM21(0)<Speaker>ZasM21</Speaker>||:……もう帰りたい。
Carcano1891(0);PM(0)<Speaker>マカロフ</Speaker>||:それにしても、どうしてウェディングドレスがこんなに？
