()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>89</BIN><黑屏2>:……
SPS(0)<Speaker>谢尔久科夫</Speaker>||<BGM>BGM_Hello</BGM>:……指挥官？+突然叫我到这里来开会是因为？
()<Speaker>指挥官</Speaker>||:我有一个棘手的任务交给你。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:指挥官，请您详细说明。
()<Speaker>指挥官</Speaker>||:半个小时后，我将召开一个会议——关于寻找美人鱼行动的说明会。+你将和88式一起组成后勤救援组。+任务本身比较轻松，以大家的安全为首要目标。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:感谢您的信任，我会全力完成任务！
()<Speaker>指挥官</Speaker>||:88式的情况比较特殊。+她并不具备海上作战的能力。+因为游泳能力的缺失，加上对未知事物都会感到恐惧……
SPS(0)<Speaker>谢尔久科夫</Speaker>||:我明白了。
()<Speaker>指挥官</Speaker>||:考虑到你的专业能力，所以我就把她交给你了。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:请放心交给我吧！
()<Speaker>指挥官</Speaker>||<黑点1>:你好好考虑下怎么做吧。+我先去安排其他工作了。
SPS(0)<Speaker>谢尔久科夫</Speaker>||<黑点2><BIN>9</BIN>:指挥官对我委以重任，我不能辜负这份信赖。+这些天需要抓紧时间好好设计下针对88式的急救培训……
SPS(0)<Speaker>谢尔久科夫</Speaker>||<黑屏1>:对未知的事物感到恐惧吗？+嗯……就从大海初体验训练开始设计吧……
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<BGM>BGM_Moon</BGM>:当晚凌晨四点。+初步设计完急救培训计划的谢尔久科夫路过工厂，发现灯还亮着，以为是谁忘记关上了。+谢尔久科夫走进工厂，本来准备关上灯，却发现了困得浑浑噩噩却还强撑着的88式。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:（88式？）+（这么晚了还在这里研究什么吗？）
()<Speaker></Speaker>||:谢尔久科夫悄悄走到88式的身后，看见了88式桌面上密密麻麻的设计图纸和演算草稿。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:（看来这次任务，她也很努力啊。）+（我也不会拖后腿的哦，88式。）
()<Speaker></Speaker>||<黑点1>:谢尔久科夫放轻脚步退了出去。
()<Speaker></Speaker>||<黑点2>:翌日凌晨两点。+谢尔久科夫来到工厂门口，灯果然还是亮着的。+谢尔久科夫走进去，发现88式用手撑着脑袋睡着了。
()<Speaker></Speaker>||<黑点1>:谢尔久科夫轻轻放下点心就走了。
()<Speaker></Speaker>||<黑点2>:第三日早上六点。+谢尔久科夫来到工厂。
()<Speaker></Speaker>||<黑屏1>:88式躺在桌子上睡得正香，怀里紧紧抱着不知道是什么的配件。+谢尔久科夫轻轻叹了口气，看了看时间之后，转身回去准备行李了。
()<Speaker></Speaker>||<BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||:六小时后。+寻找美人鱼小分队成功抵达目标海滩。
()<Speaker></Speaker>||:一个小时后。+谢尔久科夫将躲在偏僻角落的箱子里的88式拉到海边，面朝碧蓝的大海，头顶灿烂的阳光。+谢尔久科夫侧头看了看紧闭眼睛瑟瑟发抖的88式。
SPS(2)<Speaker>谢尔久科夫</Speaker>||<黑屏1>:（我第一次执行海上任务的时候，也是和88式一样的害怕吗？）
()<Speaker></Speaker>||<回忆><BIN>163</BIN><黑屏2><BGM>BGM_Sneak</BGM>:……
SPS(0)<Speaker>谢尔久科夫</Speaker>||:深呼吸，放松一些。+不过是海上任务，和陆地任务也没什么区别的。+你可是接受过专业训练的职业人形，怎么能表现得像个新人一样……
SPS(0)<Speaker>谢尔久科夫</Speaker>||:好了，谢尔久科夫。+我现在从5开始倒数，数到1的时候，我就自信优雅地走过去执行任务。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:5……4……3……+2……+1.9……1.8……1.7……
SPS(0)<Speaker>谢尔久科夫</Speaker>||:……+我在干什么……+真是……太愚蠢了……
ADS(0)<Speaker>ADS</Speaker>||:各位应该已经都准备好了吧？+请过来集合！+接下来由我来说明任务的情况。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:不要慌张，自信，优雅！+谢尔久科夫，你没问题的！
()<Speaker></Speaker>||:……
ADS(0)<Speaker>ADS</Speaker>||:……任务情况就是这样。+大家还有什么疑问吗？
()<Speaker>小队全体</Speaker>||:没有！
ADS(0)<Speaker>ADS</Speaker>||:好的，大家自行散开进行热身运动准备吧。+谢尔久科夫，你留一下。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:ADS是有什么其他任务交给我吗？
ADS(0)<Speaker>ADS</Speaker>||:不是哦。+我只是感觉你很紧张的样子。+所以来问问你的情况。
SPS(0)<Speaker>谢尔久科夫</Speaker>||:谢谢关心。+不过如果是指我四下张望的事情的话，其实我只是在保持警惕。
