mission_targettrain_enemy-10000101,ターゲット調整
mission_targettrain_enemy-20000101,ターゲット調整
mission_targettrain_enemy-30000101,ターゲット調整
mission_targettrain_enemy-10000102,ターゲット調整
mission_targettrain_enemy-20000102,ターゲット調整
mission_targettrain_enemy-30000102,ターゲット調整
mission_targettrain_enemy-10000103,ターゲット調整
mission_targettrain_enemy-20000103,ターゲット調整
mission_targettrain_enemy-30000103,ターゲット調整
mission_targettrain_enemy-10000104,ターゲット調整
mission_targettrain_enemy-20000104,ターゲット調整
mission_targettrain_enemy-30000104,ターゲット調整
mission_targettrain_enemy-10000105,ターゲット調整
mission_targettrain_enemy-20000105,ターゲット調整
mission_targettrain_enemy-30000105,ターゲット調整
mission_targettrain_enemy-10020101,一匹狼
mission_targettrain_enemy-20020101,作戦能力さえ基準に到達していれば楽に対処できる。
mission_targettrain_enemy-30020101,通常敵グループ(低装甲/中HP)
mission_targettrain_enemy-10020102,密集の悪夢
mission_targettrain_enemy-20020102,悪夢は必然的に様々な怖い要素の詰め合わせとなる。抜け出したいのであれば、当然一気に全てを破壊せねばならない。(範囲ダメージを与えることができる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020102,密集型敵グループ(高HP)
mission_targettrain_enemy-10020103,盾の裏からの奇襲
mission_targettrain_enemy-20020103,盾は厄介な存在だが、その裏にある剣を失ってしまえば、盾もまた存在意義を失う。(敵後衛を優先して攻撃できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020103,ガン&シールド
mission_targettrain_enemy-10020104,屈折信仰
mission_targettrain_enemy-20020104,固い信仰を持つ敵に勝てないのであれば、まずはその信仰の根底――偏向障壁から壊してみては？(HPが高い敵に対処でき、一定の破砕効果を持つ部隊がおすすめです)
mission_targettrain_enemy-30020104,白い敵グループ
mission_targettrain_enemy-10020105,移動爆弾
mission_targettrain_enemy-20020105,悪い夢から覚める最良の手段とはすぐに目を覚ますこと。もしくはそうなる前に元凶を絞め殺すこと。(戦闘開始直後に爆破能力を発動できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020105,クイック爆破
mission_targettrain_enemy-10020106,金城鉄壁
mission_targettrain_enemy-20020106,正面からの突破が難しくても、厄介な装甲持ちさえ片付ければ道は開けるかもしれない。(高HPの敵に対抗できる能力、もしくは比較的高い生存力を持ち、偏向障壁に破砕攻撃ができる部隊がおすすめです)
mission_targettrain_enemy-30020106,エリート肉壁
mission_targettrain_enemy-10020107,破壊の嵐
mission_targettrain_enemy-20020107,群れを成したマンティコアに向かっていくのは賢いとは言えないな。君が歴戦の兵であるか、やつらの弱点を知り尽くしている場合は話が別だがね。
mission_targettrain_enemy-30020107,無敵のペア
mission_targettrain_enemy-10020108,天眼の狩人
mission_targettrain_enemy-20020108,廃棄されたパトローラたちが自身に再利用の余地があることを証明したがっている。君がまだ新米ならば、避けて通るのが賢明だ。
mission_targettrain_enemy-30020108,巨像来たる
mission_targettrain_enemy-10020109,コイオス！
mission_targettrain_enemy-20020109,計略で彼を制圧しようとしてはいけない。なぜなら彼自身が戦術による制圧を具現化させたような存在だからだ。
mission_targettrain_enemy-30020109,コイオス！
mission_targettrain_enemy-10020201,一匹狼
mission_targettrain_enemy-20020201,作戦能力さえ基準に到達していれば楽に対処できる。
mission_targettrain_enemy-30020201,通常敵グループ(低装甲/中HP)
mission_targettrain_enemy-10020202,密集の悪夢
mission_targettrain_enemy-20020202,悪夢は必然的に様々な怖い要素の詰め合わせとなる。抜け出したいのであれば、当然一気に全てを破壊せねばならない。(範囲ダメージを与えることができる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020202,密集型敵グループ(高HP)
mission_targettrain_enemy-10020203,盾の裏からの奇襲
mission_targettrain_enemy-20020203,盾は厄介な存在だが、その裏にある剣を失ってしまえば、盾もまた存在意義を失う。(敵後衛を優先して攻撃できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020203,ガン&シールド
mission_targettrain_enemy-10020204,屈折信仰
mission_targettrain_enemy-20020204,固い信仰を持つ敵に勝てないのであれば、まずはその信仰の根底――偏向障壁から壊してみては？(HPが高い敵に対処でき、一定の破砕効果を持つ部隊がおすすめです)
mission_targettrain_enemy-30020204,白い敵グループ
mission_targettrain_enemy-10020205,移動爆弾
mission_targettrain_enemy-20020205,悪い夢から覚める最良の手段とはすぐに目を覚ますこと。もしくはそうなる前に元凶を絞め殺すこと。(戦闘開始直後に爆破能力を発動できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020205,クイック爆破
mission_targettrain_enemy-10020206,金城鉄壁
mission_targettrain_enemy-20020206,正面からの突破が難しくても、厄介な装甲持ちさえ片付ければ道は開けるかもしれない。(高HPの敵に対抗できる能力、もしくは比較的高い生存力を持ち、偏向障壁に破砕攻撃ができる部隊がおすすめです)
mission_targettrain_enemy-30020206,エリート肉壁
mission_targettrain_enemy-10020207,破壊の嵐
mission_targettrain_enemy-20020207,群れを成したマンティコアに向かっていくのは賢いとは言えないな。君が歴戦の兵であるか、やつらの弱点を知り尽くしている場合は話が別だがね。
mission_targettrain_enemy-30020207,無敵のペア
mission_targettrain_enemy-10020208,天眼の狩人
mission_targettrain_enemy-20020208,廃棄されたパトローラたちが自身に再利用の余地があることを証明したがっている。君がまだ新米ならば、避けて通るのが賢明だ。
mission_targettrain_enemy-30020208,巨像来たる
mission_targettrain_enemy-10020209,コイオス！
mission_targettrain_enemy-20020209,計略で彼を制圧しようとしてはいけない。なぜなら彼自身が戦術による制圧を具現化させたような存在だからだ。
mission_targettrain_enemy-30020209,コイオス！
mission_targettrain_enemy-10020301,一匹狼
mission_targettrain_enemy-20020301,作戦能力さえ基準に到達していれば楽に対処できる。
mission_targettrain_enemy-30020301,通常敵グループ(低装甲/中HP)
mission_targettrain_enemy-10020302,密集の悪夢
mission_targettrain_enemy-20020302,悪夢は必然的に様々な怖い要素の詰め合わせとなる。抜け出したいのであれば、当然一気に全てを破壊せねばならない。(範囲ダメージを与えることができる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020302,密集型敵グループ(高HP)
mission_targettrain_enemy-10020303,盾の裏からの奇襲
mission_targettrain_enemy-20020303,盾は厄介な存在だが、その裏にある剣を失ってしまえば、盾もまた存在意義を失う。(敵後衛を優先して攻撃できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020303,ガン&シールド
mission_targettrain_enemy-10020304,屈折信仰
mission_targettrain_enemy-20020304,固い信仰を持つ敵に勝てないのであれば、まずはその信仰の根底――偏向障壁から壊してみては？(HPが高い敵に対処でき、一定の破砕効果を持つ部隊がおすすめです)
mission_targettrain_enemy-30020304,白い敵グループ
mission_targettrain_enemy-10020305,移動爆弾
mission_targettrain_enemy-20020305,悪い夢から覚める最良の手段とはすぐに目を覚ますこと。もしくはそうなる前に元凶を絞め殺すこと。(戦闘開始直後に爆破能力を発動できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020305,クイック爆破
mission_targettrain_enemy-10020306,金城鉄壁
mission_targettrain_enemy-20020306,正面からの突破が難しくても、厄介な装甲持ちさえ片付ければ道は開けるかもしれない。(高HPの敵に対抗できる能力、もしくは比較的高い生存力を持ち、偏向障壁に破砕攻撃ができる部隊がおすすめです)
mission_targettrain_enemy-30020306,エリート肉壁
mission_targettrain_enemy-10020307,破壊の嵐
mission_targettrain_enemy-20020307,群れを成したマンティコアに向かっていくのは賢いとは言えないな。君が歴戦の兵であるか、やつらの弱点を知り尽くしている場合は話が別だがね。
mission_targettrain_enemy-30020307,無敵のペア
mission_targettrain_enemy-10020308,天眼の狩人
mission_targettrain_enemy-20020308,廃棄されたパトローラたちが自身に再利用の余地があることを証明したがっている。君がまだ新米ならば、避けて通るのが賢明だ。
mission_targettrain_enemy-30020308,巨像来たる
mission_targettrain_enemy-10020309,コイオス！
mission_targettrain_enemy-20020309,計略で彼を制圧しようとしてはいけない。なぜなら彼自身が戦術による制圧を具現化させたような存在だからだ。
mission_targettrain_enemy-30020309,コイオス！
mission_targettrain_enemy-10020401,一匹狼
mission_targettrain_enemy-20020401,愚か者や臆病者を揶揄うのに必要なのは機動的な戦略だけではない、機動力に長けた人形もまた必要だ。
mission_targettrain_enemy-30020401,通常敵グループ(低装甲/中HP)
mission_targettrain_enemy-10020402,密集の悪夢
mission_targettrain_enemy-20020402,悪夢は必然的に様々な怖い要素の詰め合わせとなる。抜け出したいのであれば、当然一気に全てを破壊せねばならない。(範囲ダメージを与えることができる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020402,密集型敵グループ(高HP)
mission_targettrain_enemy-10020403,重装行軍
mission_targettrain_enemy-20020403,彼らの甲冑を貫けないというのであれば、いくら兵力を注いだところでただの徒労に過ぎない。(後衛を優先して攻撃する、破甲能力を持つ部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020403,ガン&シールド
mission_targettrain_enemy-10020404,屈折信仰
mission_targettrain_enemy-20020404,固い信仰を持つ敵に勝てないのであれば、まずはその信仰の根底――偏向障壁から壊してみては？(HPが高い敵に対処でき、一定の破砕効果を持つ部隊がおすすめです)
mission_targettrain_enemy-30020404,白い敵グループ
mission_targettrain_enemy-10020405,移動爆弾
mission_targettrain_enemy-20020405,悪い夢から覚める最良の手段とはすぐに目を覚ますこと。もしくはそうなる前に元凶を絞め殺すこと。(戦闘開始直後に爆破能力を発動できる部隊で対処するのがおすすめです)
mission_targettrain_enemy-30020405,クイック爆破
mission_targettrain_enemy-10020406,金城鉄壁
mission_targettrain_enemy-20020406,正面からの突破が難しくても、厄介な装甲持ちさえ片付ければ道は開けるかもしれない。(高HPの敵に対抗できる能力、もしくは比較的高い生存力を持ち、偏向障壁に破砕攻撃ができる部隊がおすすめです)
mission_targettrain_enemy-30020406,エリート肉壁
mission_targettrain_enemy-10020407,破壊の嵐
mission_targettrain_enemy-20020407,群れを成したヒドラに向かっていくのは賢いとは言えないな。君が歴戦の兵であるか、やつらの弱点を知り尽くしている場合は話が別だがね。
mission_targettrain_enemy-30020407,無敵のペア
mission_targettrain_enemy-10020408,天眼の狩人
mission_targettrain_enemy-20020408,廃棄されたパトローラたちが自身に再利用の余地があることを証明したがっている。君がまだ新米ならば、避けて通るのが賢明だ。
mission_targettrain_enemy-30020408,巨像来たる
mission_targettrain_enemy-10020409,コイオス！
mission_targettrain_enemy-20020409,計略で彼を制圧しようとしてはいけない。なぜなら彼自身が戦術による制圧を具現化させたような存在だからだ。
mission_targettrain_enemy-30020409,コイオス！
mission_targettrain_enemy-10020501,一匹狼
mission_targettrain_enemy-20020501,愚か者や臆病者を揶揄うのに必要なのは機動的な戦略だけではない、機動力に長けた人形もまた必要だ。
mission_targettrain_enemy-30020501,通常敵グループ(低装甲/中HP)
mission_targettrain_enemy-10020502,密集の悪夢
