()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BGM>BGM_Brain</BGM><BIN>159</BIN><黑屏2>:... +Inside Tallinn, on the opposite side of the city. +Squad 404 is currently searching through the ruins.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:I've found the source of the interference.
UMP45Mod(0)<Speaker></Speaker>||:UMP45 waves to the others, telling them to gather round.
HK416Mod(0)<Speaker>416</Speaker><Shake>;UMP45Mod(0)||<白屏1>:Are you kidding me? +Isn't this...
HK416()<Speaker>416</Speaker>||<BIN>198</BIN><白屏2>:A human corpse?!
()<Speaker>UMP45</Speaker>||:But she IS the source of the disruption — well, one of them. +Hm...her lower body is mechanical. Her life signs are all gone. +Looks like it hasn't been long since she died, but what are these petals?
()<Speaker>416</Speaker>||:Are you planning to conduct an autopsy here?
()<Speaker>UMP45</Speaker>||:Well, we've already done just about everything else, and besides, we'll be billing for it.+Did she die from radiation? 9, help me raise her arm. +...
()<Speaker>UMP45</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:...9?
()<Speaker></Speaker>||<黑屏2><BIN>199</BIN><SE1>AVG_whitenoise</SE1><BGM>m_avg_labyrinth</BGM>:The weather has changed at some point. +A thin fog coils around UMP45, and there is nobody else here except for the corpse of the dead girl in her arms. +There is a quiet rustle of fabric, and it seems as though many people around her are mumbling something. The voice sounds familiar to UMP45, but she can't quite place it. +Then, the girl's cold and soft hand tightens its grip around hers. 
悠远的声音()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1>:The first walked into the night with the inferior articles for Father. The black of night dyed the hems of her dress, and the flower blossoms withered within the cage of the fallen. +The second was incomplete, and fell before she went out. The colors of evening froze her time, and the flower blossoms ceased to grow amidst eternal suffering. +The third held her sisters' hands, and together they charged into the day. The sunlight shattered upon her black sleeves, and the flowers fell into the steely water without blooming. +The fourth lost her friend, and lost her way within the fog. Her time has not yet come, and she merely lives by imitating her kin. +...Does the fifth stand before me?
UMP45()<Speaker>UMP45</Speaker>||:M4? Nyto?
悠远的声音()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1>:Are you one of us? +Are you the chosen one? +Or perhaps, are you willing to accept us?
UMP45()<Speaker>UMP45</Speaker>||:Is this some kind of code? +No, this is a forced connection... Something's reading my neural cloud... It feels like it's going to explode...
悠远的声音()<Speaker>Distant Voice</Speaker>||<黑屏1><SE1>AVG_Bell</SE1>:Ah, she can hear us. +Ah, she knows where our friend is. +Although the Chosen One has not yet appeared, the one willing to accept us has finally come. +Wonderful. +Wonderful.
悠远的声音()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1><BIN>9</BIN><黑屏2>:Wonderful.
NytoIsomer(0)<Speaker>Distant Voice</Speaker>||<黑屏1><SE1>AVG_Bell</SE1>:Wonderful.
急迫的声音()<Speaker>Panicked Voice</Speaker>||<黑屏2><黑屏1>:...Big Sis! 45, wake up!
()<Speaker></Speaker>||<BIN>159</BIN><黑屏2><SE1>AVG_tele_disconnect</SE1><BGM>BGM_Empty</BGM>:The scenery around her suddenly lights up. +UMP45 looks around. All the members of Squad 404 are by her side. +The girl's corpse lies quietly in her arms. Her face is serene, as though she was sleeping.
UMP9Mod(4)<Speaker>UMP9</Speaker>||<SE1>Heartbeat</SE1>:Are you awake? +Can you see me, 45? Answer me—
UMP9Mod(4);UMP45Mod(0)<Speaker>UMP45</Speaker>||<BGM>BGM_Truth</BGM>:Alright, stop smacking my face, I'm fine.
UMP9Mod(5)<Speaker>UMP9</Speaker>;UMP45Mod(0)||:Honestly, you scared me to death. +You should save all this pretend stuff for Halloween.
UMP9Mod(5);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Did you see it too?
UMP9Mod(0)<Speaker>UMP9</Speaker>;UMP45Mod(0)||:Huh? See what?
UMP9Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:No...it's nothing, just some weird scenes.
UMP9Mod(5)<Speaker>UMP9</Speaker>;UMP45Mod(0)||:45, remember to get your neural cloud checked. +There's no telling what was inside that data packet just now.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:Of course. +(Something connected with me just now... It felt like how it was back with 40.) +(It was a direct hack into my Level III base layer. Was it the same kind of technology? Have we finally found a clue?)+...Oh no! 
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:What?
