()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>7</BIN><黑屏2><Night>:... At an obscure corner near the Griffin base.
BOSS-6(0)<Speaker>Destroyer</Speaker>||:Hehe, you think you can beat me like this? +You Griffin Dolls really are naive. You followed the routes I mapped out and gave my Dinergate room to escape.
BOSS-7(0)<Speaker>Gager</Speaker><通讯框>||:<color=#00CCFF>Sounds like things are going well on your end.</color>
BOSS-6(0)<Speaker>Destroyer</Speaker>||<黑点1>:Of course! I came up with this plan, after all! +Now, all I need to do is have it run into the pile of gifts and those stupid Griffin T-Dolls won't be able to catch me any more! +My present delivery is about to arrive, hahaha...
()<Speaker></Speaker>||<BIN>81</BIN><黑点2><BGM>BGM_Sneak</BGM>:... At the site of the pandemonium in the Griffin base. +The Dinergate tiredly squirms through a gap in the T-Dolls' encirclement and as ordered, it makes one last sprint towards the pile of gifts...
M1903(2)<Speaker>Springfield</Speaker>||:From the way it's moving... Looks like it's planning to escape into the present heap...
WA2000(2)<Speaker>WA2000</Speaker>||:CZ75! It's headed your way!
CZ75(2)<Speaker>CZ75</Speaker>||:Leave it to me, I'll chop you to—
()<Speaker></Speaker>||:CZ75 calculates the position where the Dinergate will be, and then she pulls her axe back before bringing it down in a cleaving strike. However, she misses. +OTs-44 gently tugs on CZ75's sleeve.
OC44(2)<Speaker>OTs-44</Speaker><Position>0,-150</Position>||:Look... the Dinergate suddenly stopped moving...
()<Speaker></Speaker>||<黑点1>:Only then does CZ75 notice that the frantically scampering Dinergate has suddenly come to a complete stop, holding its just-about-to-jump-into-the-pile-of-presents pose...
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:Destroyer watches the proceedings through her viewscreen in confusion.
BOSS-6(0)<Speaker>Destroyer</Speaker>||<黑点1>:What's going on... ? Why isn't it responding to my orders any more? +Its internal temperature is spiking... +But I didn't install any kind of self-destruct mode into it...
()<Speaker></Speaker>||<BIN>81</BIN><黑点2>:Curious, the Griffin T-Dolls lean closer.
KP31(2)<Speaker>Suomi</Speaker>||:Maybe it crashed because it overheated from using too much power?
MG5(2)<Speaker>Gr MG5</Speaker>||:You mean it overheated from just that bit of moving around?
