()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AR15Mod(0)<Speaker>ST AR-15</Speaker>||<BIN>207</BIN><黑屏2><BGM>BGM_Danger</BGM>:Doesn't it feel like the enemies are following us?! +Have they spotted us? +But they haven't fired at us! What the hell is going on?!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:Stop thinking about that! They're trying to block us off ahead! +Left! Turn left and follow me!
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:What just happened?!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:The consciousness! It's controlling those enemies! It's trying to capture us!
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:What?! But didn't you say...
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:Yes, I thought I lost it, but it's back!
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:What a clingy, tenacious...!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:Since we're exposed anyway, I ran a full scan on their positions! +This way! They haven't sealed off this direction yet!
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Are we running straight for the signal relay?!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:If you have any better suggestions, go right ahead!
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>Is that your solution?</color> +<color=#00CCFF>Scampering around mindlessly?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>You're in control of these units, aren't you?!</color> +<color=#A9A9A9>I know you don't dare fire at me!</color>
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>Who knows, perhaps it's a good idea to stay in this system. It may be more accommodating than your ungrateful neural cloud.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>If you like it there so much, I wish you all the best!</color>
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>But there isn't anything that's remotely interesting to me in their system.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>I know what you're going to say next!</color>
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>Then just be a good girl and stop this nonsense.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>If you think you can intercept me with these dumb white units, you underestimate me!</color>
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>They probably can't, but I bet the Nytos can.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>Nytos?!</color>
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>Don't say I didn't warn you. I can't keep these Dolls under control. They seem to hate you a lot more than I expected.</color>
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:M4, stop! The black enemy appeared straight ahead!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:Tsk... It's drawing its weapon! Get inside that building, hurry!
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:She's firing! M4, come in!
M4A1Mod(0)<Speaker>M4A1</Speaker><Shake>||<BIN>9</BIN><<黑屏1>:Dammit... It's not any pulling punches... We must be quick on our feet!
()<Speaker>Clear Voice</Speaker>||:<color=#00CCFF>You can run, you can hide, but you'll have to face me eventually, Lunasia.</color> +<color=#00CCFF>Before we patch things up, let's play a game of hide-and-seek.</color>
