()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>214</BIN><黑屏2><BGM>BGM_Moon</BGM>:...In the Griffin base, outside Architect's room. +A Dinergate rushes in and jumps onto the desk before pushing the present it's been entrusted with through the supply port. +It runs off right after that, as though it has sensed the angry cries in the distance. +Architect curiously picks up the gift and examines it...
()<Speaker>Architect</Speaker>||<黑点1>:Haha, you really do have a gift for me every year, my dear Lady Knight. +Unfortunately, I won't be able to give you a present in return this year either... +Still, Merry Christmas...
()<Speaker></Speaker>||<BIN>7</BIN><黑点2><Night>:...Behind a shady corner near the Griffin base.
BOSS-7(0)<Speaker>Gager</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>My plan succeeded, I'm heading over to the rendezvous point to wait for you.</color> +<color=#00CCFF>You've got 10 minutes to show up.</color>
BOSS-6(0)<Speaker>Destroyer</Speaker>;BOSS-7(0)<通讯框>||:What? Your plan succeeded?! +Wait a minute, I've lost contact with all my Dinergates...
BOSS-6(0);BOSS-7(0)<Speaker>Gager</Speaker><通讯框>||:<color=#00CCFF>An expected outcome.</color>
BOSS-7(0)<Speaker>Gager</Speaker><通讯框>||:<color=#00CCFF>Hurry up and fall back. Griffin will find you if you stay there, and I trust you don't want to end up keeping that idiot company.</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:...The transmission ends.
BOSS-6(0)<Speaker>Destroyer</Speaker>||:B-but...
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Destroyer glances back and forth between the jet-black screen of her radar sensor and her chronometer.
BOSS-6(0)<Speaker>Destroyer</Speaker>||<BGM>GF_Memorial</BGM>:Ughhh... What should I do? +I'm out of time, and I don't have anything to show for a day's worth of hard work... 
()<Speaker></Speaker>||:Destroyer flops down on the ground and starts crying loudly.
()<Speaker>Commander</Speaker>||:Is someone crying?
()<Speaker></Speaker>||<黑点1>:Destroyer hurriedly shushes herself and burrows into the nearest patch of vegetation.
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:She can hear the Commander's footsteps slowly approaching...
BOSS-6(0)<Speaker>Destroyer</Speaker>||:Oh no... Is Griffin going to capture me too...? +I don't want to humiliate myself like Architect... +If Dreamer finds out, she'll make fun of me for years... +I might as well just blow myself up...
()<Speaker></Speaker>||:The Commander's footsteps stop in front of a trembling bush that bulges in a strange way before smiling tiredly.
()<Speaker>Commander</Speaker>||:Ahem. While I don't know where you're from, you sound like you haven't gotten a present. +As it happens, I have an extra one on me, so I'll leave it here. +Merry Christmas.
()<Speaker></Speaker>||<黑点1>:Destroyer's eyes seem to blaze in the darkness, and she charges at the voice's source with a speed she's never shown before...
()<Speaker></Speaker>||<黑点2><Night><BIN>7</BIN>:"Bonk—" +Destroyer's hard forehead collides with the Commander's chin, as the latter is kneeling in front of the bush...
BOSS-6(0)<Speaker>Destroyer</Speaker>||:M-Merry Christmas!
()<Speaker></Speaker>||<黑屏1>:While the Commander is still dazed from the collision, Destroyer takes advantage of this and speeds off with present in hand.
()<Speaker></Speaker>||<BIN>161</BIN><黑屏2><Night>:...At the rendezvous point.
BOSS-7(0)<Speaker>Gager</Speaker>||:And here I was thinking I wouldn't see you until after we captured the Griffin base.
BOSS-6(0)<Speaker>Destroyer</Speaker>;BOSS-7(0)||:You should save your vivid imagination for making up an excuse to give to Agent.
BOSS-6(0);BOSS-7(0)<Speaker>Gager</Speaker>||:... +So you managed to get that present you wanted so badly in the end? +Let's go. 
BOSS-6(0)<Speaker>Destroyer</Speaker>;BOSS-7(0)||:Yeah, but if we go back empty-handed after expending all these resources, won't Agent...
BOSS-6(0);BOSS-7(0)<Speaker>Gager</Speaker>||:Don't worry.
BOSS-7(0)<Speaker>Gager</Speaker>||:Besides, you won't remember anything once you wake up.
