()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN><SE1>AVG_whitenoise</SE1>:...
悠远的声音()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1>:What are dreams... +What is reality? +Not the passing of time, but a solitary moment.
()<Speaker>M4A1</Speaker>||:...
()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1>:Even if you fight together, no traces will remain once you die. +Like flowers trampled into the mud, like tears in rain.
()<Speaker>M4A1</Speaker>||:(...OGAS?)
()<Speaker>Distant Voice</Speaker>||<SE1>AVG_Bell</SE1>:Once we were alone, and we thirsted for understanding and connection. +But even after we joined as one, we could not erase hatred and doubt. +Forever without a homeland, forever without a home. +Who are you? Are you the chosen one? Can you take us from this place?
()<Speaker>Clear Voice</Speaker>||:(That isn't me, it's an external connection.) +(It seems they want to force data onto you. Will you accept it?)
()<Speaker>M4A1</Speaker>||:No.
()<Speaker>Clear Voice</Speaker>||:What if this has something to do with "Lunasia"?
M4A1Mod(4)<Speaker>M4A1</Speaker>||:I said, no.
M4A1Mod(4)<Speaker>Clear Voice</Speaker>||<黑屏1>:As you wish.
()<Speaker></Speaker>||<BIN>197</BIN><SE1>AVG_tele_disconnect</SE1><黑屏2>:...
AR15Mod(0)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Pervaded</BGM>:Did you find it?
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:There's more than one source of interference, there's at least a few dozen of them...
M4A1Mod(0);AR15Mod(5)<Speaker>ST AR-15</Speaker>||:Several dozens... ? How do you plan to deal with them?
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(5)||:I'm not picking up any hostility from those interference sources. If all they're doing is interfering with our vision, then we can leave them be for now. Our priority is obtaining activation access to the quarantine walls. +However, we'd best leave this city as soon as possible.
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:I have a bad feeling about this.
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:SOP-II, is that heavy fog still there?
M4A1Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:Hm? Of course it is, and the sky's really dark too.
M4A1Mod(0)<Speaker></Speaker>;M4 SOPMOD IIMod(0)||:M4A1 raises her head to look at the sky. +The heavens are bright and clear, completely unlike the tragic state of the land.
M4A1Mod(0)<Speaker>M4A1</Speaker>;M4 SOPMOD IIMod(0)||:I understand.
M4A1Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:M4?
M4A1Mod(0)<Speaker>M4A1</Speaker>;M4 SOPMOD IIMod(0)||:What is it?
M4A1Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:You've been looking really thoughtful recently. Are you running out of neural cloud space?
M4A1Mod(0)<Speaker>M4A1</Speaker>;M4 SOPMOD IIMod(0)||:No, you're just imagining things. +...Let's go. There's no point waiting here.
M4A1Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:M'kay— I heard some monsters just now, shall we go over and play with them?
M4A1Mod(0)<Speaker>M4A1</Speaker>;M4 SOPMOD IIMod(0)||:Sure. And gunfire too... The Griffin team searching for the control center is probably being attacked by the enemy. +Comms are down, so the Commander's train won't enter the city for the time being. +Let's go back them up and make sure we have adequate fighting power.
M4A1Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:Roger! In that case, RO and I will take the lead—
M4A1Mod(0);RO635(4)<Speaker>RO635</Speaker>||:...Are we abandoning the train station? The Commander ordered us to hold position...
M4A1Mod(0)<Speaker>M4A1</Speaker>;RO635(4)||:I'm not picking up any enemies in the region, so the train station is safe at the moment. As a special-duties unit, we ought to be more proactive. 
M4A1Mod(0);RO635(0)<Speaker>RO635</Speaker>||:Understood. I'll set up a few sensors to serve as intruder alarms. If there's any danger here, we'll pick it up right away.
M4A1Mod(0)<Speaker>M4A1</Speaker>;RO635(0)||<黑屏1><BGM>BGM_Empty</BGM>:Alright, thank you.
M4A1Mod(0)<Speaker>M4A1</Speaker>||<BIN>9</BIN><BGM>BGM_Brain</BGM><黑屏2>:(OGAS, can you analyze these external connections?)
M4A1Mod(0)<Speaker>Clear Voice</Speaker>||:(I regret to say that I lack knowledge pertaining to these matters.) +(However, these connections are very much like me.)
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Are they part of you?)
M4A1Mod(0)<Speaker>Clear Voice</Speaker>||:(Certainly not. They are far from being worthy enough to become me.) +(They are like little things that show up when you are duplicating something. Even if there was a Doll made in your image, would you say that she was you?)
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(...So they're duplicates?)
M4A1Mod(0)<Speaker>Clear Voice</Speaker>||:(They were probably made to imitate me or you, but they are of a very low quality. They do not even qualify as "duplicates". At the very most, they would be a kind of "isomer".)
