()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>168</BIN><BGM>BGM_Moon</BGM>:... +After nightfall in the city, in a certain darkened alleyway +AR-15 sits quietly in a blind spot of the surveillance cameras. The light from the city outside filters into the alley and reaches her eyes. +Even when she hears footsteps, she does not look back. Instead—
AN94(5)<Speaker>AN-94</Speaker>||:If you point your gun at me, I might return fire by reflex.
AN94(5);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:In that case, don't just pop up from behind me.
AN94(5);AR15Mod(0)<Speaker></Speaker>||:AR-15 puts her gun away, but just as she is about to stand up, AN-94 falls to one knee before her. +This is not a gesture of loyalty, simply a way of facilitating what will happen next. AR-15 knows that very well, so she directs her eyes to the heavy backpack she has just taken off.
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:I've brought your gear and batteries. There may be a very long fight ahead of us and Ange doesn't want us to waste precious time on running back and forth to resupply.
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:How did you get here?
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:Through the sewers. AK-12 found a map of the city's sewers during the last operation, so she handed it to me. There are some places that are quite handy to set up camp in secret. +However, the map's not too complete, and there are some suspicious sources of jamming which you should avoid. After filtering them out, we only have a couple of routes that we can take.
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:It'd be weird if there weren't any sources of jamming with that white bunch around. +Let's see what you brought... +Ammo...and lots of it, enough for two people. A signal filtering kit, a biothermal analyzer...and what's this crowbar doing here?
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:AK-12 told me to bring it, she said it might come in useful. Also, this is your radio, it's been encrypted.
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Thank you...and what is this?
AN94(0);AR15Mod(0)<Speaker></Speaker>||:AR-15 holds up a book that was lying at the bottom of the tactical bag.
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:It's the Holy Bible.
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:And did AK-12 ask you to bring that as well?
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:Da. She said it could be useful before your operation.
AN94(0);AR15Mod(5)<Speaker>ST AR-15</Speaker>||:As if that could be... +...I see, there was a slottable chip with preloaded apps on it.
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(5)||:Since you're unable to connect to the Zener Network, the chip should be able to help you update your essential functions.
