()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BGM>BGM_Sunshine</BGM><黑屏2><SE1>Gunfight</SE1><SE2>MachineGunBurst</SE2>:在密集的枪炮声中，墨丘萝丝站在舞台的中央，无视了身边的喧嚣高声歌唱。
NPC-Mercurows(0)<Speaker>墨丘萝丝</Speaker>||<SE1>Explode</SE1>:“越过高山河谷，穿过山洞和深井；钻进露珠和云层，风暴和黑夜！”+“上天下地，涉过沼泽”——
AR15Mod(0)<Speaker>AR15</Speaker>;NPC-Mercurows(0)||<SE1>Gunkill</SE1>:我的弹药不够了，AN94！
AR15Mod(0);AN94(2)<Speaker>AN94</Speaker>||:我还有一点库存，靠近一点！
AR15Mod(5)<Speaker>AR15</Speaker>;AN94(2)||:等一下，我看不到你在哪里！+该死……我的运算不够了……+墨丘萝丝应该是使用了干扰！+这是耍弄我吗……？！+接下来向哪边……仅仅凭借视觉系统……不行……
AR15Mod(5);AN94(2)<Speaker>AN94</Speaker>||:小心！AR15，侧面！
AR15Mod(1)<Speaker>AR15</Speaker>;AN94(2)||<SE1>Explode</SE1><SE2>Alarm</SE2>:……唔！
AR15Mod(1);NPC-Mercurows(0)<Speaker>墨丘萝丝</Speaker>||:请你们打开吧，“啊，天堂的大门！永恒的天国之门——”
AR15Mod(1)<Speaker>AR15</Speaker>;NPC-Mercurows(0)||:不行，躲不过去了！
()<Speaker></Speaker>||<BIN>9</BIN><BGM>BGM_Empty</BGM>:啪。+剧场忽然陷入黑暗。
？？？()<Speaker>？？？</Speaker>||<SE1>Heartbeat</SE1>:就一个复制品而已，你的废话真是够多的了。
AR15Mod(1)<Speaker>AR15</Speaker>||<黑屏1>:……+这个声音……
()<Speaker></Speaker>||<BIN>96</BIN><黑屏2><火花>:灯光再次亮起。不同于之前的聚光灯，边缘处的灯光全部被点亮，柔和的光线充满整个剧场。+AR15向着声音发出的方向、二楼的其中一个观众区看去。
()<Speaker>AR15</Speaker>||<SE1>Heartbeat</SE1>:……果然是……！
铁血人形()<Speaker>铁血人形</Speaker>||<BIN>171</BIN><闪屏><duration>5</duration></闪屏>:哎呀哎呀，是可爱的格里芬小垃圾们呢！+M16你看，那个粉色头发的是你的旧部吗？+看起来有了新的伙伴，过的真不错——
M16()<Speaker>M16A1</Speaker>||<BGM>bossbattle_loop</BGM>:进攻。
铁血人形()<Speaker>铁血人形</Speaker>||<黑点1>:还是老样子一点情面也不留……这样也很招人喜欢哦！+在场的所有白色玩意儿，一个不剩，全部砸碎！
NPC-Mercurows(0)<Speaker>墨丘萝丝</Speaker>||<BIN>96</BIN><黑点2>:“难道注定我堕落进深渊，任凭偶然来决定我命运？”+“然而黑暗势力已迫近我的眉头。”+防御！然后……干掉这群无趣的蠢货！
AN94(0)<Speaker>AN94</Speaker>;NPC-Mercurows(0)||:是M16A1。+她们的目标也是白色势力，好机会。+AR15，我把你拖过来了。+似乎铁血破坏了白色势力的干扰，现在又可以通讯了。+我帮你做最简单的维修，然后你通过信息黑域来联系安洁。
AN94(0);AR15Mod(3)<Speaker>AR15</Speaker>||:谢谢……已经跟你连接了。+<color=#00CCFF>安洁！听得到吗？</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker><通讯框>;AR15Mod(3)||:<color=#00CCFF>收到。成功了吗，AR15？</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>AR15</Speaker>||:<color=#00CCFF>抱歉安洁，我查到了位置，但是并不顺利！</color>+<color=#00CCFF>现在的情况很紧急，我们的位置已经发送给你，现在M16带着铁血和白色势力在交战，我们之后恐怕也会和胜出的一方战斗……</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>墨丘萝丝</Speaker>||:“无人能把你在堕落中拉住，无人能把你从深渊中救出。”+你们也不过是黑暗中游荡的鬼魂……谁也不能阻拦我！+我一定会成功……然后拿走我应得的奖赏！
NPC-AngeStreet(0);AR15Mod(0)<Speaker>陌生的铁血人形</Speaker>||:哈哈哈哈！在说什么啊那个奇怪的人类！喂，你们加把劲，快点撕碎她！
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker>;AR15Mod(0)||:<color=#00CCFF>M16……？铁血……？</color>+<color=#00CCFF>真是混乱的局面啊。我明白了，虽然这边也很紧迫，但我们会尽快派出增援的。</color>+<color=#00CCFF>坚持住。</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>AR15</Speaker>||:<color=#00CCFF>希望你们不是过来给我们收尸……拜托了！</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>;AR15Mod(0)||<黑屏1><关闭火花>:AR15……AN94。墨丘萝丝。M4不在这里。+必须要快点了……+<color=#A9A9A9>赶在“那个东西”之前！</color>
