()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BGM>BGM_NightOPS</BGM><BIN>167</BIN>:3个小时过去，太阳彻底沉入地平线下。+军营外，某块看起来毫无问题的下水道井盖下。
AN94(0)<Speaker>AN94</Speaker>||:<color=#00CCFF>AR15，我到达指定位置了。</color>
AN94(0);AR15Mod(0)<Speaker>AR15</Speaker><通讯框>||:<color=#00CCFF>你怎么花了那么长时间……</color>
AN94(0)<Speaker>AN94</Speaker>;AR15Mod(0)||:<color=#00CCFF>我可能……不，没什么，为了不被跟踪所以绕了下路。</color>
AN94(0);AR15Mod(0)<Speaker>AR15</Speaker>||:<color=#00CCFF>嗯？</color>+<color=#00CCFF>算了，你来了就好。</color>+<color=#00CCFF>……我观察了三个小时，里面的信号源和这边的军方都没有异动。</color>
AN94(0)<Speaker>AN94</Speaker>;AR15Mod(0)||:<color=#00CCFF>可能这边只是后备的单位，如果能黑入这边的系统进行电子侦查就好了……</color>+<color=#00CCFF>抱歉，如果是AK12在这里，应该能做得更好。</color>
AN94(0);AR15Mod(0)<Speaker>AR15</Speaker>||:<color=#00CCFF>这种话就不要说了。</color>+<color=#00CCFF>……等到天黑了我会再摸进去一次，你替我盯紧这个基地的人员进出。</color>
AN94(2)<Speaker>AN94</Speaker>;AR15Mod(0)||<BGM>BGM_Empty</BGM>:<color=#00CCFF>明白。</color>+<color=#00CCFF>等等……！</color>
AN94(2);AR15Mod(2)<Speaker>AR15</Speaker>||<BGM>BGM_Danger</BGM>:<color=#00CCFF>嗯？怎么了？</color>
AN94(4)<Speaker>AN94</Speaker>;AR15Mod(2)||:<color=#00CCFF>有种不对劲的感觉……</color>
AN94(4);AR15Mod(2)<Speaker>AR15</Speaker>||:<color=#00CCFF>不对劲的感觉？我扫描一下……是载具启动了，是一辆吉普车，但是没有白色势力特征的信号从那里传出来。</color>
AN94(2)<Speaker>AN94</Speaker><Shake>;AR15Mod(2)||<SE1>RunStep</SE1>:<color=#00CCFF>不对……一定不对，这辆车有问题，我们得马上跟上去！</color>
AR15Mod(5)<Speaker>AR15</Speaker>||<黑屏1>:<color=#00CCFF>等……等等，不和安洁先商量下么！</color>+<color=#00CCFF>94！AN94！竟然自己擅自跑出去了！</color>
()<Speaker></Speaker>||<BIN>9</BIN><黑点2><SE1>RunStep</SE1><黑屏1>:AR15不得不离开藏身处追赶AN94。
AR15Mod(5)<Speaker>AR15</Speaker>||<BIN>168</BIN><黑点2>:该死！+<color=#00CCFF>安洁……听得到吗？</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker><通讯框>;AR15Mod(5)<通讯框>||:<color=#00CCFF>收到，怎么了，你怎么用明码通讯？</color>
NPC-AngeStreet(0);AR15Mod(5)<Speaker>AR15</Speaker>||:<color=#00CCFF>AN94自己跑了出去追赶一辆军方的载具，我没法自己建立信息黑域！</color>+<color=#00CCFF>她的状态不是很对劲，我现在也在尽力赶上她以免出现什么意外！</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker>;AR15Mod(5)||:<color=#00CCFF>终于抓到大鱼的尾巴了吗。</color>
NPC-AngeStreet(0);AR15Mod(5)<Speaker>AR15</Speaker>||:<color=#00CCFF>大鱼？</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker>;AR15Mod(5)||:<color=#00CCFF>94的直觉一直都非常精确，那辆载具上一定有什么重要的线索。</color>+<color=#00CCFF>她这么急切地追上去，很有可能这辆车是直接开向保存“节点”基地的位置。</color>
NPC-AngeStreet(0);AR15Mod(5)<Speaker>AR15</Speaker>||:<color=#00CCFF>那也没必要自己冲出去……我会追上她和她一起跟踪这辆载具的。</color>+<color=#00CCFF>如果真的能找到“节点”，接下来是直接将它毁掉吗？</color>+<color=#00CCFF>那到底是什么东西……？</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker>;AR15Mod(5)||:<color=#00CCFF>你不需要知道那是什么，一旦发现疑似的物体，收到我的命令后就立即摧毁。</color>
NPC-AngeStreet(0);AR15Mod(5)<Speaker>AR15</Speaker>||:<color=#00CCFF>……明白了。</color>+<color=#00CCFF>这个频道不安全，我追上AN94后再想办法和你联系。</color>
NPC-AngeStreet(0)<Speaker>安洁莉卡</Speaker>;AR15Mod(5)||:<color=#00CCFF>收到。</color>+<color=#00CCFF>我等着你们下一次联络，AR15。</color>
