()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
RO635(0)<Speaker>RO635</Speaker>||<黑屏2><BGM>BGM_Sneak</BGM><BIN>167</BIN>:比我预想的还要简单得多……敌人没来得及设下太多防御么……+要不顺便把控制权也一起夺取过来……
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:RO！RO！！快醒醒！
RO635(0)<Speaker>RO635</Speaker>||:怎么了……我还没完全搞完……
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:白色的家伙！他们在朝我们的位置靠近过来！+难道是发现我们这里在入侵……？
？？()||:<color=#00CCFF>真是的，你们的守护天使都已经告诉你们了，不要碰那个控制台。</color>+<color=#00CCFF>那边愚蠢的家伙设了个无可救药的陷阱，结果跳进了不是他们想要的兔子……多么有趣的一天。</color>
RO635(4)<Speaker>RO635</Speaker>||:这是……强制通讯？！+你是谁——！
RO635(4)<Speaker>？？</Speaker>||:<color=#00CCFF>如果再不离开这里，兔子就要被抓起来烤熟了。</color>+<color=#00CCFF>虽然我从不会提供免费的情报，不过这次就破一次例让你们延迟支付吧。</color>
RO635(0)<Speaker>RO635</Speaker>||:这个信息……是下水道的隐藏道路？
RO635(0)<Speaker>？？</Speaker>||:<color=#00CCFF>从这里走你们之前还有活下去的希望，要是你们就在这边完蛋，以后我也挺难办的。</color>
RO635(4)<Speaker>RO635</Speaker>||:你就是线人么？你现在在哪里！？+该死，信号已经消失了……
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:现在该怎么办？这就是那个线人吧？就这么离开我们今天不就前功尽弃了么？
RO635(0)<Speaker>RO635</Speaker>||:但不管怎么说，先得活着从这个位置离开……+要是真的被白色敌人包围在这个房间里就全完了。
RO635(0)<Speaker>RO635</Speaker>||:指挥官您还在么？非常抱歉我们现在需要支援！+这边有一个特殊的道路，可以避开敌人进入下水道，请您协助我们撤离吧！+然后SOP2，把你的狗交出来！
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:狗？你指“香蕉”么？
RO635(0)<Speaker>RO635</Speaker>||<黑屏1>:不管它叫啥……我需要用借助它的性能反向追踪那个线人信号最终的位置。+如果他可以强行连线我们，那一定就在不远的地方。+在指挥官的梯队移动过来之前还有一段时间，我们今天一定不会前功尽弃的！
