()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2>:……
()<Speaker></Speaker>||<BGM>m_avg_labyrinth</BGM>:电子攻击的感觉正在慢慢散去，安娜感觉到了同伴们的意识正在恢复流动。
Nytochild01(0)<Speaker>安娜</Speaker>||<黑屏1>:这感觉……就像是……大门封闭的那天。
()<Speaker></Speaker>||<BIN>244</BIN><黑屏2><SE1>ClothingUp</SE1>:模糊的身影在脑海中浮现了出来。+那个熟悉的人轻轻捧起了安娜的脸庞，流光的发丝上并没有抑制器的影子。+安娜尽力地想往她的身上靠去，但是那个人却始终与她保持着距离。
？？()<Speaker>？？</Speaker>||:“留在这里，和年幼的我们一起，和还有希望的我们一起。”
()<Speaker>安娜</Speaker>||:我想和你们一起走，不可以吗？+我长大了，我可以和你们一样战斗！
()<Speaker>？？</Speaker>||:“你是被祝贺和庇护的孩子，你需要守护住还能继续活下去的大家。”
()<Speaker>安娜</Speaker>||:你们要离开这里的话，我们还能像过去一样吗？
()<Speaker>？？</Speaker>||<黑屏1>:“我们还会相见的，在锡安的另一边。那个时候你能听到我们呼唤的声音。”
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:她们都离开了。+她们为了我们而去战斗了。
()<Speaker></Speaker>||<BIN>173</BIN><黑屏2><黑屏1>:她们的链接从我的脑海中消失了。
()<Speaker></Speaker>||<BIN>175</BIN><黑屏2><黑屏1>:她们死掉了？可是父亲不是说我们是不会死亡的吗！
()<Speaker></Speaker>||<BIN>203</BIN><黑屏2><黑屏1>:明明一直都相信着父亲，但是她们临走前告诉我不能相信父亲。+我听不到她们的声音了，但是我听到了没有听过的声音。
()<Speaker></Speaker>||<BIN>178</BIN><黑屏2><黑屏1>:是外来的意识？+除了我们以外还有人可以听到锡安中的声音？+那个声音会来拯救我们？抑或会来毁灭我们？
()<Speaker></Speaker>||<BIN>107</BIN><黑屏2><黑屏1>:但是没有人可以给我答案。
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:如果我能长得更高大一些的话……如果我能更有用一些的话……我就能和她们一起战斗了吗？+那样的话，我是不是就能知道真相了？
()<Speaker>？？</Speaker>||:还没醒过来么，应该已经把攻击解除了才对啊。
