()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>229</BIN><黑屏2><BGM>BGM_Room</BGM>:发电机区域。+几分钟前。
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:安洁，我们到达中枢区域了，入侵系统侦测到的热源也正在靠近，不过还是我们更快一些。
NPC-AngeDamage(4)<Speaker>安洁莉娅</Speaker><通讯框>||:<color=#00CCFF>机甲在这种空间里并不方便行动，我们剩余的队员呢？</color>
AN94(0)<Speaker>AN94</Speaker><Position>0,100</Position>||:她们马上就到，还有1分钟。
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:虽然现在说这话为时过晚，但就靠我们这些轻型人形要对抗那种级别的机甲，你是否考虑过应该让我们小队人手配发一个M4那样的粒子炮？
NPC-AngeDamage(4)<Speaker>安洁莉娅</Speaker><通讯框>||:<color=#00CCFF>如果能活着回去，我会考虑让帕斯卡多做几个的。</color>
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:也就是说现在只能靠我们自己想办法了。
NPC-AngeDamage(4)<Speaker>安洁莉娅</Speaker><通讯框>||:<color=#00CCFF>有时间抱怨，不如尽快推算方案。</color>
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:我可以一边抱怨一边推算20种不同的方案。+当然，最后的结果我猜你不想知道。
NPC-AngeDamage(4)<Speaker>安洁莉娅</Speaker><通讯框>||:<color=#00CCFF>我推算的方案的成功率可比你的高多了。</color>
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:因为我不会把你不要命的因素考虑进去。
NPC-AngeDamage(4)<Speaker>安洁莉娅</Speaker><通讯框>||:<color=#00CCFF>今天可真未必能活着走出来，我需要的是能解决敌人的方案。</color>
AK12(0)<Speaker>AK12</Speaker><Position>0,100</Position>||:太把自己当回事了安洁。+要论谋略也许还另说，像这样硬碰硬的战斗，你的存在对胜负还真没什么影响。
