()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>232</BIN><黑屏2><BGM>BGM_Room</BGM>:……
()<Speaker>安洁</Speaker>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>M4，能听到么？</color>+<color=#00CCFF>我正在往升降梯的位置赶去，你们现在的指挥权限已经指向我了，忤逆的另外两名队员也在你那么？</color>
()<Speaker>M4A1</Speaker>||:安洁？太好了！指挥官已经和我们同步过了，所有的精锐人形现在都往这边派了。+还有丹德莱也跟着我们一起来了。
()<Speaker>安洁</Speaker>||:<color=#00CCFF>丹德莱？</color>
()<Speaker>M4A1</Speaker>||:她是OGAS素体，你可以理解成我们这边的伊莱莎。+她能够控制铁血的单位为我们提供协助。
()<Speaker>丹德莱</Speaker>||:<color=#00CCFF>安洁小姐，现在没时间解释太多，你只要知道我会为你们提供帮助即可。</color>+<color=#00CCFF>还有那些孩子，我能听到她们的声音了，我向你表示感谢。</color>
()<Speaker>安洁</Speaker>||<黑屏1>:<color=#00CCFF>我从来没想过一个涅托会这么礼貌地跟我说话……今天应该不会再有更多让我惊讶的事了。</color>+<color=#00CCFF>不管这么多了，边移动边想策略吧，现在我们手头的力量说不定还有胜算。</color>+<color=#00CCFF>M4，报告你们小队的位置。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||<黑屏2><BIN>9</BIN>:<color=#00CCFF>我们在升降梯侧面，坐标已经同步过来了。军方已经在朝你们的位置下沉，我们也会想办法尽快下来。</color>+<color=#00CCFF>另外请小心，这里不只我们和军方。</color>
NPC-AngeDamage(4)<Speaker>安洁</Speaker>||:怎么回事？
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>我感觉得到伊莱莎，她离这里不远了。</color>+<color=#00CCFF>铁血剩余的力量应该会和军方的机甲撞上，我们可以利用他们之间的冲突寻找机会。</color>
NPC-AngeDamage(4)<Speaker>安洁</Speaker>||:铁血来这个基地也是瞄准海星，小心M16，404已经多次和她交手了，她一定也在基地的深处。
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>……我明白，我们都已经做好觉悟了。</color>+<color=#00CCFF>而且她在做的事我也能隐约感觉到，虽然说不清那种感觉，但我能够感受到有什么模糊的东西正在连接起来。</color>
NytoIsomer(3)<Speaker>丹德莱</Speaker><通讯框>||:<color=#00CCFF>我也感觉到了，这应该是伊莱莎和海星正在尝试连接的感觉，我们的时间不多了。</color>
NPC-AngeDamage(4)<Speaker>安洁</Speaker>||:一个个都不能让人省心。+先解决我们眼前的问题吧，如果能控制住叶戈尔这边的局面，M4你就想办法快速进入底层去解决铁血的麻烦。
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||:<color=#00CCFF>明白，我会做好准备。</color>
AK12(2)<Speaker>AK12</Speaker>||:安洁，安静，军方到了。
NPC-AngeDamage(4)<Speaker>安洁</Speaker>;AK12(2)||:客人来得真快。
NPC-AngeDamage(4);AK12(2)<Speaker>AK12</Speaker>||:AR小队也将铁血的信息同步过来了，似乎是那个丹德莱侦查到的。
NPC-AngeDamage(4)<Speaker>安洁</Speaker>;AK12(2)||:真是好用的家伙，铁血也赶来了么？
NPC-AngeDamage(4);AK12(2)<Speaker>AK12</Speaker>||:没错，她们把全家老小都带来了。
NPC-AngeDamage(4)<Speaker>安洁</Speaker>;AK12(2)||<黑屏1><BGM>BGM_Empty</BGM>:我们就先等着好戏开场吧。
()<Speaker></Speaker>||<BIN>232</BIN><黑屏2>:咚。
()<Speaker></Speaker>||:升降机发出巨大的声音，老旧的金属结构发出刺耳的声音。+然后老式的机械指示器停在了1的位置上。
()<Speaker>叶戈尔</Speaker>||:琥珀各机，打起精神来。看来我们是不能直接坐到底了。
()<Speaker>副官</Speaker>||<黑屏1>:是，上尉！
()<Speaker></Speaker>||<BIN>222</BIN><黑屏2>:闸门缓缓打开。+当然早就有人在这里静候客人的光临了。
()<Speaker>？？？</Speaker>||<BGM>BGM_War</BGM>:欢迎光临，人类们。
()<Speaker></Speaker>||:在队伍的正中，有两个身影正注视着面前的巨大机甲。
BOSS-8(0)<Speaker>代理人</Speaker>||:我把你们的死亡送到了。
BossJustice(0)<Speaker>法官</Speaker>||:好好拿着吧！
()<Speaker></Speaker>||:铁血人形随着命令将火力向着军方的机甲投射了上去。
NPC-Soldier(0)<Speaker>副官</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>上尉！</color>
NPC-Yegor(4)<Speaker>叶戈尔</Speaker><通讯框>||:<color=#00CCFF>琥珀各机，掩护，我来突破他们！</color> 
NPC-Soldier(0)<Speaker>副官</Speaker><通讯框>||<黑屏1>:<color=#00CCFF>是！</color>
