()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>9</BIN><BGM>BGM_Room</BGM>:……
()<Speaker></Speaker>||<黑屏1>:……会议当日。+早上0600。
()<Speaker>警卫</Speaker>||<黑屏2><BIN>182</BIN>:往前，请出示证件。
()<Speaker></Speaker>||:……
()<Speaker>警卫</Speaker>||:记者请走专用通道，直接往前面。
()<Speaker></Speaker>||:……+……我穿越一层又一层的铁丝网与拒马。+……穿越外围戒备森严的警察和宪兵的队伍，最后踏上了议会厅的阶梯。
()<Speaker></Speaker>||:“我们不需要罗克萨特和他的走狗！”+“滚离我们的城市，极权主义的刽子手们！”+各种巨大的标语投影在议会厅外抗议的群众中间。+在会议开始前，已经有大批的抗议群众聚集在此地，与贝莱格莱德的举着盾牌的军警形成强烈的对峙。
()<Speaker>指挥官</Speaker>||:糟糕的天气，糟糕的人群，真是足够糟糕的一天。
()<Speaker></Speaker>||<黑屏1>:我看着阴云密布的天空，想起了预报中今天有雷风暴会光临这座城市，希望这座城市的净化塔能够好好工作吧。+……在望了最后一眼外头喧杂的对抗之后，我走进了大厅。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||<BIN>97</BIN><黑屏2>:指挥官！这里！
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:其他人呢？
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:（小声）渗透小组的人形都成功用K给的伪装证件进来了。+RO和SOP2带领其他人形小组根据您的要求停留在议会厅周围的监视据点中。
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:在这边，我们不知道身边的人是不是敌人，所以白色势力我们用“潜在威胁”来代替。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:啊，好的。+大家已经都到了K要求的指定位置了，现在都在等候你的命令。内部看起来很安全，反而是外面那一大堆人……
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:别担心，这个城市的军警会维持好外面的秩序的，我们只需要监视在这个议会厅内部有没有潜在威胁潜入进来就好。+等到会议开始时，警方就会强制驱离那些人。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:可是一旦开始驱离，就一定会爆发冲突吧……+我担心敌人会趁乱对议会厅发动攻击……
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:守备力量应该应该不用担心，这边的军警有足够的火力来防御。+如果发生动乱，就让监视小组去瓦解潜在威胁在外侧的组织力量。+让各队队长保持警惕，扮演好自己的角色，不要让别人生疑。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:……早上时间0700。+……随着时间，会议中心的人很快地多了起来。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:指挥官，你看门口。+那边好像有异状……
()<Speaker></Speaker>||:……不远处，议会厅的警卫似乎正在严厉审查另一批进入议会厅的队伍。+显而易见的是，来者对警卫的行为相当不满。
()<Speaker>安保士兵</Speaker>||:会议大厅内所有人都不允许携带武器！要么把武器交出来，要么就滚开不要挡路！
()<Speaker>特工</Speaker>||:你在说些什么鬼话，A级通行证允许我们携带武器入场，协议里写得清清楚楚！
()<Speaker>安保士兵</Speaker>||:我从没看到过什么协议，命令就是如此！
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:虽然不是不能理解……但那个关口对入场的盘查也太过头了。+该不会是发现了什么新的威胁了吧……
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:不……看起来并没有什么威胁，那些门口的警卫只是在刻意刁难安全局的特工。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:是我搞错了什么吗？双方不都是为了保障会议安全而在工作么？+会议都要开始了，为什么两边都还在扯皮……
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:这个家的主人似乎不喜欢它某些客人，这也是无可厚非的。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:唔……你是指那些恶劣的历史关系造成的么……+这样的和平会议就算不管外面的骚动，本身真的能“和平”地进行吗？
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:这不是我们该在乎的事。+我只希望安全局特工的注意力，别都被那些友善的安保士兵带走了。+议会厅里有些不对劲。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:咦？
()<Speaker>指挥官</Speaker>||:X95，能听到么。
X95(0)<Speaker>X95</Speaker><通讯框>||:<color=#00CCFF>有何指示，指挥官。</color>
X95(0)<Speaker>指挥官</Speaker>||:现在状况如何？
X95(0)<Speaker>X95</Speaker>||:<color=#00CCFF>一切都按照计划进行，除了要假装服务人形让我有些难受……</color>
X95(0)<Speaker>指挥官</Speaker>||:忍耐一些吧。+议会厅内的通道都确认清楚了么。
X95(0)<Speaker>X95</Speaker>||:<color=#00CCFF>是的，通道和路线我已经发送过来了。除了有警卫的正常通道外，有九成的紧急出口被锁死，其中一半是金属防火门，目测800克以下的炸药无法破坏。虽然可能是为了安全考虑，但是这种封闭方式，一旦发生内部问题，人员无法快速疏散。</color>
X95(0)<Speaker>指挥官</Speaker>||:收到，继续收集信息。
X95(0)<Speaker>X95</Speaker>||:<color=#00CCFF>是。</color>
()<Speaker>指挥官</Speaker>||:除了通道被控制之外，保安在这建筑里的人员部属不合理，+内部的安保人员总体太少，而且集中在安检门口，另外也看不到我们安全局的特工。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:人不够也可能是原本的人员被临时赋予其他任务，搞不好待会就回来了？+封闭出口的事也能解释成为避免外人入侵……会不会是指挥官你太紧张了？
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:我不知道。+但至少我现在想不出做出这些安排的合理动机。
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:那……我们要跟K报告这些事吗？
NPC-KalinReporter(0)<Speaker>指挥官</Speaker>||:……他不可能会忽略这些细节。+他怎么想我们就没法知道了，但我们自己得给最坏的情况留份保险。+X95，你们原本的责任区现在由刘易斯的小组分出人手替补上，你们的位置转移到楼下，随时做好控制室内突发状况的准备。
X95(0)<Speaker>X95</Speaker><通讯框>||:好的，我了解了。
Lewis(0)<Speaker>刘易斯式机枪</Speaker><通讯框>||:<color=#00CCFF>指挥官，国联的车队已经抵达，VIP正在进入议会厅。</color>
Lewis(0)<Speaker>指挥官</Speaker>||:可以确认身份么。
Lewis(0)<Speaker>刘易斯式机枪</Speaker><通讯框>||:<color=#00CCFF>可以确认是吉尔达•乌尔利赫泛欧联盟执行委员会主席……我来看下她的资料。</color>+<color=#00CCFF>2029年西德人。在52年几乎酿成暴力冲突的边境圣诞集市事件上发挥重要作用，有效阻止了民众与苏军的对峙演变为流血冲突。</color>+<color=#00CCFF>作为执委名单中的少数女性，吉尔达以成熟，稳重的处事手段和高效、干练的工作效率，取得了其上司以及共事同僚们的信任。</color>+<color=#00CCFF>63年当时任执委主席的威尔登•库尔茨因心脏病不得不辞去职务时，这位年轻而能力优秀的执委在理事会的肯定下接过代理主席的重任。</color>+<color=#00CCFF>作为一个肩负协调整个欧洲的经济机构和拟定具备操作性的全欧重建方案的女性官员，此时的吉尔达•乌尔利赫年仅34岁。</color>+<color=#00CCFF>呜哇，这么年轻就当上了主席……</color>+<color=#00CCFF>和之前“K”先生给的资料一致……看起来是个很可靠的女性。</color>+<color=#00CCFF>啊……在议会厅外抗议的人群开始躁动起来了。</color>+<color=#00CCFF>从我这个位置看出他们打算要冲击护卫军警的封锁线……</color>
NPC-KalinReporter(0)<Speaker>格琳娜</Speaker>||:已经……开始了吗……
()<Speaker>指挥官</Speaker>||:潜在威胁极有可能会趁机行动，所有人提高警戒。+各监视哨回报。
Lewis(0)<Speaker>刘易斯式机枪</Speaker><通讯框>||:<color=#00CCFF>不好！有情况！</color>+<color=#00CCFF>有个戴着兜帽的人类正在从外围往人群里移动，手里疑似有爆炸物！</color>+<color=#00CCFF>那个，我可以开枪么？不行，他快挤到封锁线那了！</color>+<color=#00CCFF>他——</color>
