()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>160</BIN><BGM>BGM_Room</BGM>:今日早些时候。+迦拉提亚疗养院内。
()<Speaker></Speaker>||:雷奥妮房间的电视中正播放着关于昨日市郊某处，迦拉提亚的药品仓库遭暴徒袭击的新闻。+仓库本身化为乌有，其中保管的研究成果付之一炬……
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……+……你居然真的敢做到这种地步。+我应该已经警告过你了。
()<Speaker></Speaker>||:雷奥妮看着被安洁摆放在桌面上的试管，不安地用仍完好的手握着椅子的扶手。
NPC-Ange(7)<Speaker>安洁</Speaker>||:我只是希望你明白。+我不仅有资格跟格雷叫板。+我还的确这么做了，并且现在平安无事。+我有保护你安全的能力。
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……+……我应该已经说过，不希望再被卷进这些事里了。
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:这些话，你留给那些死在你的研究下的人听吧。+事到如今，才说“我不想被卷进漩涡里，请留给我一个清净。”+你以为这个世界真有那么简单吗？
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:你已经跳进来了，而且是你自己选的。+你现在没得选择，要么站边，要么被漩涡撕成碎片——或者更糟。+你想清楚吧。
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……那我为什么又要站在你这边呢？+别忘了，我现在落到这样的田地，全都是拜你所赐。
()<Speaker></Speaker>||:雷奥妮举了举还没卸掉石膏的胳膊，不知是嘲弄还是自嘲地冷笑了一下。
NPC-Ange(7)<Speaker>安洁</Speaker>||:还是同样的回答：因为你没得选择。+你真的以为，格雷是个好合作对象？
()<Speaker></Speaker>||:安洁敲了敲试管，露出上面的迦拉提亚集团的标识。
NPC-Ange(7)<Speaker>安洁</Speaker>||:能够保护你的人只有我们，如果你连这种事都想不明白。+就好好想想清楚！在不莱梅的时候，是谁把你当成马前卒，丢在最无关紧要的地方不管的？+你右手的伤——是我的下属造成的，但你还记不记得根本的原因是谁造成的？
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……
()<Speaker></Speaker>||:雷奥妮看着那个标志……RPK16那恶魔般的低语仿佛又在她的耳边响了起来。
NPC-Ange(7)<Speaker>安洁</Speaker>||:她故意让你落入到现在的窘境，然后逼迫你交出研究。+你自始至终都只是在被她利用！现在，你还指望她保全你的性命？+再怎么蠢也该拉闸了！
()<Speaker></Speaker>||:安洁抬起了手，又指向了电视，此时播报的新闻仍是仓库的事情。
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……+……你，你要怎么保护我？
NPC-Ange(7)<Speaker>安洁</Speaker>||:门外站着斯塔西，只要你点头。+我可以动用这个国家最优秀的武装力量给你提供保护。+……就连在不莱梅我都留了你一命，你知道我说话算话。
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……
()<Speaker></Speaker>||:雷奥妮的额头渗出了汗水，显而易见，她此时陷入了强烈的纠结当中。+过了半晌，她才终于像是下定决心一样抬起了头。
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:你想知道什么？
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:……你的研究，你到底在做什么研究？+格雷到底要什么？她在做什么？
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:我研究的内容很简单……坍塌粒子作为一种特殊的物质，它与植物却有一种奇妙的连通性。+“昙花”作为一种载体，它可以吸收坍缩粒子，并在一个周期之后爆发。+在此期间，经过加工后的昙花上无法被检测出坍缩反应，至少目前没有技术能够检测。+而我的工作，就是测试外部施加因素对昙花爆发周期的影响，换言之，就是将昙花爆发变得可控化。
NPC-Ange(7)<Speaker>安洁</Speaker>||:这样……这样你们就可以把塞满了坍塌粒子的昙花送到任何地方？
()<Speaker></Speaker>||:安洁感觉到一股寒意爬上了背脊。
NPC-Ange(7)<Speaker>安洁</Speaker>||:这就是格雷要做的事？她打算在什么地方让昙花爆发？+恐怖袭击，破坏城市，这对她有什么好处？
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:她当然不是单纯为了破坏！+她只是在小范围地释放这些辐射粒子，增加辐射病的病患数量。+然后，再配合集团推出的药品，抓住民众的心……让那些人更依赖她们。+我不知道她打算做什么，但她做得很成功。
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:原来如此……+紧跟着再借用一次大型袭击引起暴动，让罗克萨特在德国的计划付诸东流……+真有你的，威廉。
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:我不参与她具体的行动。+但我知道几个地点，她让我往这些地方送过成品。+都在柏林。+我什么都不知道，但我可以列一份清单给你，让你知道都有哪些地方在她的计划之中。
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:……+……不行，这样根本来不及。+格雷这么着急要处理我，肯定是因为她的计划快到关键时刻了。+她随时可能展开行动！
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:但我只知道这么多了！
NPC-Ange(7)<Speaker>安洁</Speaker>;NPC-Leone(0)||:没关系……我可以直接去找她。
NPC-Ange(7);NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:什……！+你疯了吗？
NPC-Ange(7)<Speaker>安洁</Speaker>||:值得一赌。
()<Speaker></Speaker>||<SE1>Rope</SE1>:安洁站了起来，双手握紧了拳。+她好像想起了什么，伸手进衣兜内摸索了一下，掏出了一张卡片。
NPC-Ange(7)<Speaker>安洁</Speaker>||:……而且，这可是她主动约我的。
NPC-Leone(0)<Speaker>雷奥妮</Speaker>||:……+……你真的会保证我的安全吧？
