()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<BIN>157</BIN><BGM>BGM_Sneak</BGM><黑屏2>:
()||:……忤逆小队最终放弃寻找救援小队留下的记号，但撤退行动仍在继续。
AN94(3)<Speaker>AN94</Speaker>||:这里的污染指数大幅降低，虽然无法完全脱险，但是暂时不会对安洁莉娅形成致命威胁。
AK12(4)<Speaker>AK12</Speaker>||:祝贺你，安洁，你可以多活一会儿了。
NPC-AngeDamage(2)<Speaker>安洁莉娅</Speaker>||:我的感觉没好到哪儿去，但是既然你们这么说了……
AN94(0)<Speaker>AN94</Speaker>||:找不到救援小队的记号，我们现在只能继续往污染更低的方向前进了。
AK12(0)<Speaker>AK12</Speaker>||:或者尽快找个机会，放出求救信号让救援小队联系到我们。
AN94(0)<Speaker>AN94</Speaker>||:现在放出信号太危险了，周围到处都是军方的部队。+还有那些有点风吹草动就会现身的感染者，如果支援不及时，光靠我们两个人形恐怕会很困难。
AK12(0)<Speaker>AK12</Speaker>||:（叹气）你总是太保守了，AN94。
AN94(0)<Speaker>AN94</Speaker>||:在不知道另一个终点有什么时，我倾向于当前的选择。
AK12(0)<Speaker>AK12</Speaker>||:选择不在于你，安洁，轮到你选了。
NPC-AngeDamage(2)<Speaker>安洁莉娅</Speaker>||:我……让我想想……
AN94(2)<Speaker>AN94</Speaker>||<SE1>Reload</SE1><BGM>BGM_Empty</BGM>:等等，有声音！
AK12(2)<Speaker>AK12</Speaker>||<BGM>BGM_Danger</BGM><SE1>Gunfight</SE1><SE2>MachineGunBurst</SE2>:是军方的人形！冲我们来的！
AN94(2)<Speaker>AN94</Speaker>||<黑屏1><SE1>RunStep</SE1>:前面有一条弃用的防线，带着安洁先躲进去！
()||<闪屏><duration>5</duration></闪屏>:
()||<BIN>9</BIN><SE1>Explode</SE1><SE2>Gunfight</SE2>:……轰！轰！
AK12(2)<Speaker>AK12</Speaker>||<黑屏1>:安洁，快点！我们到了！
()||<BIN>157</BIN><黑屏2>:……在军方的轰击下，忤逆小队仓皇躲进了掩体。
NPC-AngeDamage(3)<Speaker>安洁莉娅</Speaker>||:哈……哈……该死！+看来我们没选择了，AN94，快发射信号弹！
AN94(2)<Speaker>AN94</Speaker>||:收到！
AK12(2)<Speaker>AK12</Speaker>||:为什么会这么快！我们根本没留下什么痕迹才对！
NPC-AngeDamage(3)<Speaker>安洁莉娅</Speaker>||:这是有组织的……和之前不一样！
()||:<color=#00CCFF>……呲，呲。</color>
()<Speaker>？？</Speaker>||:<color=#00CCFF>安洁莉娅……</color>+<color=#00CCFF>你果然没让我失望。</color>
()||<SE2>Gunfight</SE2>:……枪声和干扰噪音的波折下，一个男人的声音渐渐清晰地浮现在通讯器的公共频道中。
NPC-YegorDamage(0)<Speaker>叶戈尔</Speaker><通讯框>||:<color=#00CCFF>你从那场爆炸中活了下来，只为了给我一个能亲手杀掉你的机会。</color>
NPC-AngeDamage(0)<Speaker>安洁莉娅</Speaker>;NPC-YegorDamage(0)||:叶戈尔……+看你的样子，也好不到哪去嘛……
NPC-AngeDamage(0);NPC-YegorDamage(0)<Speaker>叶戈尔</Speaker>||:<color=#00CCFF>我的心情很好，没想到我刚刚在这里完成部署，你就出现了。</color>
NPC-AngeDamage(0)<Speaker>安洁莉娅</Speaker>;NPC-YegorDamage(0)||:这一切，是你算好的？
NPC-AngeDamage(0);NPC-YegorDamage(0)<Speaker>叶戈尔</Speaker>||:<color=#00CCFF>通往绿区的路线没有多少，如果你活着，就一定会出现在这里。</color>+<color=#00CCFF>你体内的感染撑不了多久，要放弃抵抗吗？</color>
NPC-AngeDamage(0)<Speaker>安洁莉娅</Speaker>;NPC-YegorDamage(0)||:你会放弃为你的丧尸战友哀悼吗？
NPC-YegorDamage(0)<Speaker>叶戈尔</Speaker>||:<color=#00CCFF>很好，我会确保你不会死在炮火中。</color>+<color=#00CCFF>这样我就能亲手揪出你，为我的部下报仇！</color>
()||:……安洁关闭了通讯。
NPC-AngeDamage(3)<Speaker>安洁莉娅</Speaker>||:他要调用坦克了！撑到救援小队过来！
AK12(2)<Speaker>AK12</Speaker>||:你确定她们会过来吗？
NPC-AngeDamage(3)<Speaker>安洁莉娅</Speaker><Shake>||<黑屏1>:那我们就只能去死了！快点，咳咳！+利用一切能利用的东西，守住防线！
()||<黑点2><BIN>10</BIN>:
