()||<BIN>9</BIN><BGM>BGM_Empty</BGM><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>169</BIN><黑屏2>:
()||<BGM>BGM_Danger</BGM><SE2>Alarm</SE2>:隔离墙下的街道，已经化为人间地狱。
NPC-PasserbyM(0)<Speaker>民众</Speaker>||:哇啊啊啊啊啊啊！
NPC-PasserbyF(0)<Speaker>民众</Speaker>||:不、不要过来！救命啊！
()<Speaker>守军</Speaker>||<SE2>Gunfight</SE2>:市民，快疏散到最近的避难所！安全警报没有结束前绝对不要开门！+东4门守备队呼叫守备司令部！ELID侵入了市区！目前交火中！请求支援！
()<Speaker>守军</Speaker><黑屏1>||<SE2>Gunfight</SE2><黑点1>:请……这、这里也有吗！哇啊啊啊！！
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||<黑点2>:<color=#A9A9A9>M4，AK12，汇报状况！回答我！</color>
M4A1Mod(3)<Speaker>M4A1</Speaker>||:这……
AK12(2)<Speaker>AK12</Speaker>||:安洁，我们没能阻止叛军，他们引爆了炸弹。+爆炸的规模不是很大，只在隔离墙上炸开了一处缺口，但即使如此，缺口的尺寸也绝非能轻易堵上的。
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:<color=#00CCFF>……收到，我理解了。</color>
AK12(2)<Speaker>AK12</Speaker>||:你打算怎么做，安洁？
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:……
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:<color=#00CCFF>隔离墙被炸出缺口了。而且是在最糟糕的时候……</color>
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:<color=#00CCFF>只靠忤逆小队，而且剩半个小队，恐怕对局势无能为力。这种时候……</color>
()<Speaker>守军军官</Speaker><通讯框>||:<color=#00CCFF>这里是东区守备队代理指挥官德拉戈维奇少尉。</color>
()<Speaker>守军军官</Speaker><通讯框>||:<color=#00CCFF>守备队各单位注意，据通报隔离墙不久前遭到了叛军破坏。</color>
()<Speaker>守军军官</Speaker><通讯框>||:<color=#00CCFF>切勿惊慌，所有人听从我的指挥，坚守阵地！</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>这个声音是……刚刚受伤的那个军官。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:安洁，我有个想法。
AK12(0)<Speaker>AK12</Speaker>||:又想做多余的事了吗？
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:让她讲完吧。M4你想说什么？
M4A1Mod(0)<Speaker>M4A1</Speaker>||:我们在清理叛军时与当地守军的军官合作，取得了军方的识别信号跟通讯代码。+光凭我们无法阻止感染生物的入侵，但是如果能和那些士兵合作……
NPC-AngeStreet(0)<Speaker>安洁</Speaker><通讯框>||:原来如此，借用本地守军的力量也是种方法。+把通讯代码发过来，我来跟这家伙好好聊聊。
()||:稍微调整了一下通讯器设定后，安洁莉亚的声音透过变声器进入了通讯频道。
()<Speaker>安洁</Speaker>||:<color=#00CCFF>你好像有麻烦了，德拉戈维奇少尉。</color>
()<Speaker>守军军官</Speaker>||:你是谁？哪个单位的？为什么会知道这个频道？
()<Speaker>安洁</Speaker>||:<color=#00CCFF>我的部下之前与你打过照面，你应该还有印象。</color>
()<Speaker>守军军官</Speaker>||:……原来如此。+刚才如果不是你们，我们可能已经被那些混蛋直接击溃了。+不管你是什么单位的，我都欠你一份情。
()<Speaker>安洁</Speaker>||:<color=#00CCFF>这种事以后再说，你跟我都时间不多。</color>
()<Speaker>安洁</Speaker>||:<color=#00CCFF>现在情况如何？可以坚持多久？后备部队什么时候来？</color>
()<Speaker>守军军官</Speaker>||:太混乱了，我的部队正在死守城墙上部，但下部已经被ELID生物突破进城了……
