()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>214</BIN><黑屏2><BGM>BGM_Moon</BGM>:……格里芬基地，建筑师的房间外。+一只兵蚁急急地冲了进来，迅速跳上了桌面，将自己保管的小礼物推进了物资传输口。+紧接着，像是察觉到远处隐隐约约的喊杀声，兵蚁赶紧头也不回地跑掉了。+建筑师好奇地拿起了礼物……
()<Speaker>建筑师</Speaker>||<黑点1>:哈哈，我的骑士小姐，还真是每年都会为我准备礼物啊。+可惜今年也不能回赠了呢……+圣诞节快乐……
()<Speaker></Speaker>||<BIN>7</BIN><黑点2><Night>:……格里芬基地附近的隐蔽角落。
BOSS-7(0)<Speaker>计量官</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>我的计划成功了，我现在赶去汇合地点等你。</color>+<color=#00CCFF>你还有10分钟赶到。</color>
BOSS-6(0)<Speaker>破坏者</Speaker>;BOSS-7(0)<通讯框>||:什么？你的计划成功了？！+等等，我的兵蚁全部失去信号了……
BOSS-6(0);BOSS-7(0)<Speaker>计量官</Speaker><通讯框>||:<color=#00CCFF>意料之中的结果。</color>
BOSS-7(0)<Speaker>计量官</Speaker><通讯框>||:<color=#00CCFF>快撤退吧，再不走就要被格里芬发现了，如果你不想和那个笨蛋作伴的话。</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:……通讯结束。
BOSS-6(0)<Speaker>破坏者</Speaker>||:可、可是……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:破坏者的目光在一片漆黑的雷达侦测器和报时器上来回拉扯。
BOSS-6(0)<Speaker>破坏者</Speaker>||<BGM>GF_Memorial</BGM>:呜啊啊……我该怎么办？+没有时间了，可是我明明努力了一天却还什么也没得到……
()<Speaker></Speaker>||:破坏者瘫坐在地上嚎啕大哭。
()<Speaker>指挥官</Speaker>||:是谁在哭？
()<Speaker></Speaker>||<黑点1>:破坏者赶紧噤声，钻进了最近的灌木丛中。
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:破坏者听着指挥官逐渐逼近的脚步声……
BOSS-6(0)<Speaker>破坏者</Speaker>||:完了……我也要被格里芬捕获了吗……+我才不要跟建筑师一样丢人……+要是被梦想家知道了，肯定会被嘲笑到后年的……+我自爆算了……
()<Speaker></Speaker>||:指挥官的脚步停在了一团奇怪隆起还在发抖的灌木丛前，无奈地笑了笑。
()<Speaker>指挥官</Speaker>||:咳咳，虽然不知道是哪里的人形，不过，哭得这么伤心一定是没有拿到礼物吧。+正好我这里多了一份，就放在这里了。+圣诞节快乐。
()<Speaker></Speaker>||<黑点1>:破坏者的眼睛在黑暗中爆发出了光芒，她以从未有过的速度冲向声音的来源……
()<Speaker></Speaker>||<黑点2><Night><BIN>7</BIN>:“砰”——+破坏者坚硬的头颅结结实实撞上了蹲在灌木丛前的指挥官的下巴……
BOSS-6(0)<Speaker>破坏者</Speaker>||:圣、圣诞节快乐！
()<Speaker></Speaker>||<黑屏1>:趁着指挥官被撞得头晕目眩，破坏者迅速席卷了礼物跑掉了……
()<Speaker></Speaker>||<BIN>161</BIN><黑屏2><Night>:……汇合地点。
BOSS-7(0)<Speaker>计量官</Speaker>||:我还以为，下一次见你要等到攻破格里芬基地了。
BOSS-6(0)<Speaker>破坏者</Speaker>;BOSS-7(0)||:你丰富的想象力还是留着给代理人编造理由吧。
BOSS-6(0);BOSS-7(0)<Speaker>计量官</Speaker>||:……+所以最后你还是拿到了你心心念念的礼物？+我们走吧。
BOSS-6(0)<Speaker>破坏者</Speaker>;BOSS-7(0)||:嗯，不过折耗了这么多资源空手回去，代理人会不会把我们……
