()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<BIN>157</BIN><BGM>BGM_Sneak</BGM><黑屏2>:
()||:……反逆小隊は救援隊の信号を探すことを諦めた。しかし撤退行動はまだ続いている。
AN94(3)<Speaker>AN-94</Speaker>||:ここの汚染レベルは低い。完全に安全ではないとはいえ、アンジェの感染は暫く悪化しないでしょう。
AK12(4)<Speaker>AK-12</Speaker>||:おめでとう、アンジェ。もう少し長く生きられるわよ。
NPC-AngeDamage(2)<Speaker>アンジェリア</Speaker>||:正直全然気分がよくなった気がしないわ。でもあなたたちがそういうのなら……
AN94(0)<Speaker>AN-94</Speaker>||:救援隊の位置が分からない以上、このまま汚染度の低い方向へ進み続けるしかないです。
AK12(0)<Speaker>AK-12</Speaker>||:或いは信号弾を打ち上げて、救援隊に私たちの位置を知らせる。
AN94(0)<Speaker>AN-94</Speaker>||:しかし今信号弾を出すのは危険です。周りも軍の部隊だらけで。+それから少しの騒ぎでもあったらすぐ寄せ集まってくる感染者たちもいるし、もし救援隊が遅れたら、私たち二人だけではどうすることもできない。
AK12(0)<Speaker>AK-12</Speaker>||:AN94、あなたっていつも慎重すぎるのよね。
AN94(0)<Speaker>AN-94</Speaker>||:先に待っているものが分からない場合、私は目の前にあるものを選ぶだけ。
AK12(0)<Speaker>AK-12</Speaker>||:ただ、今選ぶのはあなたじゃないわ。アンジェ、どうする？
NPC-AngeDamage(2)<Speaker>アンジェリア</Speaker>||:そうね……
AN94(2)<Speaker>AN-94</Speaker>||<SE1>Reload</SE1><BGM>BGM_Empty</BGM>:待って、声がしました！
AK12(2)<Speaker>AK-12</Speaker>||<BGM>BGM_Danger</BGM><SE1>Gunfight</SE1><SE2>MachineGunBurst</SE2>:……軍の人形！目標は私たちか！
AN94(2)<Speaker>AN-94</Speaker>||<黑屏1><SE1>RunStep</SE1>:前方に身を隠せる場所がある、アンジェを連れて隠れて！
()||<闪屏><duration>5</duration></闪屏>:
()||<BIN>9</BIN><SE1>Explode</SE1><SE2>Gunfight</SE2>:……ドーン！ドーン！
AK12(2)<Speaker>AK-12</Speaker>||<黑屏1>:アンジェ、急いで！着いたわ！
()||<BIN>157</BIN><黑屏2>:……軍の攻撃を避けながら、反逆小隊は慌てて建物の残骸に隠れた。
NPC-AngeDamage(3)<Speaker>アンジェリア</Speaker>||:ハァ……ハァ……クソ！+もう他に方法はない、AN94、信号弾を撃て！
AN94(2)<Speaker>AN-94</Speaker>||:了解！
AK12(2)<Speaker>AK-12</Speaker>||:こんなに早く発見されるなんて！そんなに痕跡を残してないはずよ！
NPC-AngeDamage(3)<Speaker>アンジェリア</Speaker>||:いや違う……これは待ち伏せ！
()||:<color=#00CCFF>……ザァ――、ザッ。</color>
()<Speaker>？？</Speaker>||:<color=#00CCFF>アンジェリア……</color>+<color=#00CCFF>やはり予想通りだったな。</color>
()||<SE2>Gunfight</SE2>:……銃声とジャミングのノイズの中、一人の男の声がはっきりとオープンチャンネルに現れた。
NPC-YegorDamage(0)<Speaker>エゴール</Speaker><通讯框>||:<color=#00CCFF>貴様はあの爆発から生き残った。これで貴様をこの手で殺せる。</color>
NPC-AngeDamage(0)<Speaker>アンジェリア</Speaker>;NPC-YegorDamage(0)||:エゴール……+見たところ、お前もそんな余裕ないんじゃないのか……？
NPC-AngeDamage(0);NPC-YegorDamage(0)<Speaker>エゴール</Speaker>||:<color=#00CCFF>生憎だが今はとても気分がいい。ちょうど部隊を展開し終えたところで、貴様が現れてくれたからな。</color>
NPC-AngeDamage(0)<Speaker>アンジェリア</Speaker>;NPC-YegorDamage(0)||:……すべて予想通りだったというわけ？
NPC-AngeDamage(0);NPC-YegorDamage(0)<Speaker>エゴール</Speaker>||:<color=#00CCFF>グリーンエリアへのルートはそう多くない。もし生きているなら、必ずここに現れると踏んだ。</color>+<color=#00CCFF>感染症でそう長くはもたないだろう。抵抗を諦めるか？</color>
NPC-AngeDamage(0)<Speaker>アンジェリア</Speaker>;NPC-YegorDamage(0)||:お前はゾンビ仲間の弔いを諦めるのか？
NPC-YegorDamage(0)<Speaker>エゴール</Speaker>||:<color=#00CCFF>……いいだろ、貴様が砲弾の塵にならないことだけは保証する。</color>+<color=#00CCFF>直接この手で貴様を引きずり出して、私自ら部下の仇を取ってやる！</color>
()||:……アンジェが通信を切った。
NPC-AngeDamage(3)<Speaker>アンジェリア</Speaker>||:戦車が来るわ！救援隊が来るまで何とかしてちょうだい！
AK12(2)<Speaker>AK-12</Speaker>||:救援は本当に来るの？
NPC-AngeDamage(3)<Speaker>アンジェリア</Speaker><Shake>||<黑屏1>:来なければここで死ぬだけだ！急げ、コホッ！+使えるものを全て使って、ここを守り切れ！
()||<黑点2><BIN>10</BIN>:
