()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>167</BIN><SE1>Alarm</SE1><SE2>Gunfight</SE2>:……
AR15Mod(5)<Speaker>AR-15</Speaker>||<BGM>BGM_Danger</BGM>:敵の数が多すぎるわ！
AN94(4)<Speaker>AN-94</Speaker>;AR15Mod(5)||:データを算出中……+勝率は1％以下、ほぼゼロだ。
AN94(4);AR15Mod(5)<Speaker>AR-15</Speaker>||:逃げられるスキはなさそうね、こいつらだけでも片づけないと！
AN94(4)<Speaker>AN-94</Speaker>;AR15Mod(5)||:たった二人でこの数を相手にするのは厳しすぎる。//n先に行って、私が時間をかせぐから。
AN94(4);AR15Mod(5)<Speaker>AR-15</Speaker>||:そうはいかないわ、私たち仮にもパートナーなのよ、行くなら二人一緒に！
AN94(2)<Speaker>AN-94</Speaker>;AR15Mod(5)||:相手の電子戦能力は非常に高い、//n同時に動けば二人とも攻撃を受けることになる！+でも今のあなたにはツェナーの信号がないから、やつらに感知されないはず！//nだから私が援護をして、//nあなたはここを離れたらすぐアンジェに情報を伝えて！
AN94(2);AR15Mod(5)<Speaker>AR-15</Speaker>||:援護なんかいいから、二手に分かれて逃げるわよ！+ここは入り組んでるわ、全ての道をふさぐことなんて出来ないはずよ。
AN94(4)<Speaker>AN-94</Speaker>;AR15Mod(5)||:緊急時には私が盾となり、あなたを帰還させる。AK-12の命令だ。
AN94(4);AR15Mod(5)<Speaker>AR-15</Speaker>||:こんな時でもAK-12なの！？
AN94(2)<Speaker>AN-94</Speaker>;AR15Mod(5)||:私ならメンタルをバックアップできる、でもあなたはできない！+それに私もここで死ぬつもりはない、時間を稼げたらすぐ何とかして離脱する！+だから、急いで！
AN94(2);AR15Mod(4)<Speaker>AR-15</Speaker>||<SE1>RunStep</SE1>:チッ……必ず戻るわ、絶対死なないで、わかったわね、AN-94！
AN94(2)<Speaker></Speaker>||:言い終えるやいなや、AR-15は小道のひとつへと入り込んだ。+際限なしに増え続ける白い怪物を前に、//nAN-94はためらうことなくトリガーをひいた。
AN94(2);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:そうやって仲間を捨てますの？+でも無駄、無駄よ！+「耐えられぬほど闇にひしめく頑固な事柄に圧倒され、//n打ちのめされぬために。」+逃げられはしませんわ、//nあなた方は物言わぬ部品となって、地にばら撒かれるさだめなのですから。
AN94(0)<Speaker>AN-94</Speaker>;NPC-Mercurows(0)||<黑屏1><BGM>BGM_Empty</BGM>:いや。+私は任務を達成し……彼女のもとへ向かう。+必ず……この記憶と共に……生還してみせる！
AR15Mod(4)<Speaker>AR-15</Speaker>||<BIN>9</BIN><黑点2><黑屏1><SE1>RunStep</SE1>:しつこい……ほんと嫌な奴らね！+<color=#A9A9A9>落ち着いて、AR-15……メンタルに記録しておいた地図を呼び出すのよ。</color>+<color=#A9A9A9>どれなの……</color>+<color=#A9A9A9>最適ルートはどれなのよ……弾薬が尽きる前に、導き出さないと！</color>+あと数分、いえ、あと2分もあれば……
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||<BGM>BGM_Sad</BGM><黑屏2><BIN>41</BIN>:ご苦労さま。これだけ持ちこたえれば、//nAR-15もだいぶ遠くへ逃げられたでしょ？+新しい追走劇を始める前に、まずはここの幕を下ろすとしましょう。
AN94(4)<Speaker>AN-94</Speaker>;NPC-Mercurows(0)||:ハァ……ハァ……
AN94(4);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:機体の過熱を呼吸でごまかすだなんて、その気概には目を見張りますわ。+ガラクタ人形のように大人しく倒れていれば楽でしたのに。+「今宵、世界は忘却の拡がりと熱の精度を併せ持つ」。//nその体から解き放たれて、静かに眠りなさい。
AN94(4)<Speaker>AN-94</Speaker>;NPC-Mercurows(0)||<SE1>Select</SE1>:……
