()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>159</BIN><BGM>BGM_Sneak</BGM><黑屏2>:……戦闘終了。防衛拠点からすべての敵を撃退した。+……重火力による爆撃後、拠点の周辺は完全に静まり返った。空気中に漂う硝煙の中、人形たちは戦場の整理を始めた。
Mk12(0)<Speaker>Mk12</Speaker>||:まさか本当に生き残れるとはな。+さっきまで一方的に押し込まれてたのに、まるで夢みたいだ。
A91(0)<Speaker>A91</Speaker>||:指揮官の新しいおもちゃもすごかったわね。
Python(0)<Speaker>パイソン</Speaker>||:416、あんたが副官になってくれたおかげで、指揮官ともちゃんと連絡が取れたな。
HK416(0)<Speaker>416</Speaker>||:当たり前のことよ。というより、こんなのすらできなかったら副官として失格よ。
AK74U(0)<Speaker>AK74U</Speaker>||:重装部隊がいれば、基地のことも暫く心配ないでしょ。+次はどうする？早く他の拠点の救援に行った方がいいんじゃないの？
HK416(0)<Speaker>416</Speaker>||:せっかちね。
AK74U(0)<Speaker>AK74U</Speaker>||:友達が救援を待っているんだよ。といっても今じゃ……ちょっと遅いのかもしれない。
NPC-Kalin(4)<Speaker>カリーナ</Speaker><通讯框>||:<color=#00CCFF>安心してください。情報によりますと、敵は包囲を緩めてはいません。つまり、彼女たちもまだ無事であるということです。</color>
Python(0)<Speaker>パイソン</Speaker>;NPC-Kalin(4)||:カリン、撤退ポイントはもう安全か？
Python(0);NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:<color=#00CCFF>はい、皆さんが敵を退けてくれたおかげです！敵の注意がそっちに引き寄せられてる間、こっちで可能な限り人形を修復して、各自の防衛ポジションに配置いたしました！</color>+<color=#00CCFF>それと、一機目の輸送機がすでに到着しました！</color>
HK416(0)<Speaker>416</Speaker>;NPC-Kalin(4)||:やっと撤退できるってこと？
HK416(0);NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:<color=#00CCFF>そうです。ですが、負傷者と非戦闘員の輸送が最優先なので、皆さんにはもう少しの間残って、作戦を手伝ってもらう必要があります。</color>
AK74U(0)<Speaker>AK74U</Speaker>;NPC-Kalin(4)||:はぁ……アタシは行けって言われても行かないよ。まだ9A91が待っているし。+それに重装部隊の支援もあるから、もう思いっきりやっちゃってもいいんじゃない？
NPC-Kalin(4)<Speaker>カリーナ</Speaker><通讯框>||:<color=#00CCFF>416さん、あなたの小隊は特別で、しかも負傷者がいますので、先に撤退してもいいですよ？</color>
HK416(0)<Speaker>416</Speaker>;NPC-Kalin(4)||:私はここに残るわ。
HK416(0);NPC-Kalin(2)<Speaker>カリーナ</Speaker>||:<color=#00CCFF>え？</color>
HK416(0)<Speaker>416</Speaker>||:撤退はこちらのことを考慮しなくていいです。こっちにはこっちの手配がありますので。それに、なるべくたくさんの人形を救助した方が、私たち小隊の安全に繋がります。+あんたたちの基地にいるバカどもだけじゃ……まだ経験の多い私がいた方がマシよ。
A91(0)<Speaker>A91</Speaker>||:ちょっと、全部聞こえてるわよ。
Mk12(0)<Speaker>Mk12</Speaker>||:ひどいやつだな。まぁ、あんたが副官だし、言うことには従うさ！
NPC-Kalin(4)<Speaker>カリーナ</Speaker><通讯框>||:<color=#00CCFF>ありがとうございます、416さん！本当に、色々と助かりました！</color>
HK416(0)<Speaker>416</Speaker>;NPC-Kalin(4)||:ていうか、いままで一体何をして来たのやら……
HK416(0);NPC-Kalin(4)<Speaker>カリーナ</Speaker><通讯框>||:<color=#00CCFF>指揮官さまが要件を片付けたらまたすぐ作戦を開始します。休憩時間はあと五分ほどあると思いますので、皆さんゆっくり休んでくださいね。</color>
Python(0)<Speaker>パイソン</Speaker>;NPC-Kalin(4)||:カリン、問題がなければ、私も遊撃小隊に入れてくれないか？
Python(0);NPC-Kalin(2)<Speaker>カリーナ</Speaker>||:<color=#00CCFF>え？パイソンさんもですか？</color>
Python(0)<Speaker>パイソン</Speaker>;NPC-Kalin(2)||:基地が暫く安全なら、もっと他の必要なところで役に立ちたい。+外の方にいる人形たちも危険な状況にいるしな、戦力は多ければ多いほどいいだろ。
Mk12(0)<Speaker>Mk12</Speaker>;NPC-Kalin(2)||:あたしも行く！新入りに嘗められては困る！
AK74U(0)<Speaker>AK74U</Speaker>;NPC-Kalin(2)||:だから416は新入りじゃないし、あんたこそIOPから来たばかりでしょ……
A91(0)<Speaker>A91</Speaker>;NPC-Kalin(2)||:んじゃあたしのことも混ぜてね。この子がどこまですごいのか、この目で見てみたいわ。
NPC-Kalin(3)<Speaker>カリーナ</Speaker>||:<color=#00CCFF>416さん、この人形たちの引率を任せてもいいですか？</color>
HK416(0)<Speaker>416</Speaker>||:意気地なやつらね……+私の命令に従うのなら問題ないわ。
AK74U(0)<Speaker>AK74U</Speaker>||:はは……どっちかという、アタシらを頼るしかないんでしょ？+グリフィン特攻隊へようこそ、416！
HK416(0)<Speaker>416</Speaker>||:……なにその名前。+まだ「404」の方がマシよ……
()||<黑屏1>:
