()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<BIN>9</BIN><BGM>BGM_Room</BGM><黑屏2>:……ようやく、私はカリーナの傍に帰ることができた。+あの養護施設が一体地球のどこにあるのかは分からないが、今、彼女たちが私と一緒にいることはハッキリと分かっている。だから……
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:指揮官さま――！！
NPC-Kalin(9)<Speaker></Speaker>||<黑屏1>:<color=#A9A9A9>この思い切ったハグが、あの悪夢のような戦いの終わりを告げた。</color>+<color=#A9A9A9>私は、ようやく家に帰れる。</color>
()||<BIN>97</BIN><黑屏2>:……次の日、私はカリーナの同伴で輸送機に乗り、新しい基地に到着した。+そして当然のように、404の人形たちはまた夜にこっそりと消えて行った。+次会うのがいつになるかは分からないし、彼女たちも多分気にしないだろうけど、このことは絶対に忘れない。
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:指揮官さま、グリフィンの新しい基地へようこそ。+某匿名のスポンサーさんの援助により、私たちに新しい施設と仕事環境ができました！
NPC-Kalin(9)<Speaker>指揮官</Speaker>||:……<c>新しい衣装もカッコいいぞ、カリン！<c>ここまでしてくれるなんて、そのスポンサーは一体誰なんだい？<c>クルーガーさんとへリアンさんは？
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||<分支>1</分支>:そうですか？一応作戦のためですし、その間も色々と勉強させてもらいましたよ。+新しい基地にも慣れないといけませんし、指揮官さまもこれからもっと頑張らないとですね！
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||<分支>2</分支>:分かりません。ただペルシカさんもグリフィンの再建をたくさん手伝ってくれました。+他にもまだまだたくさん仕事がありますし、また忙しくなりますよ、指揮官さま。
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||<分支>3</分支>:それは……また後で詳しく話しましょう。この件はハーヴェルさんの方が詳しく知っていると思います。+多分……ニュースで言ってたことは本当じゃないと思いますので……
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>;NPC-Kalin(9)||:ああこれはこれは……グリフィンで一番頼れる指揮官さん。+そう驚くこともないかな。一時間前にカリーナさんから君が来ることを聞いていたよ、だからずっとここで待っていたのさ。
NPC-Havel(0);NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:ハーヴェルさん、指揮官さまは基地に来たばかりですので、まだ休憩が必要で……
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>;NPC-Kalin(9)||:なに、大したことではない、ほんの少しだけ時間を頂ければいいのだよ。ほんの数分だけでいい、「彼ら」にもそう伝えたのだからね。
NPC-Havel(0);NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:「彼ら」？
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||<黑点1>:グリフィンのお得意様だよ。この案件だけは絶対に取らないといけないのだからね。さぁさぁ、この指揮官さんを少しだけ貸してくれ。
()||<BIN>97</BIN><黑点2>:カリーナの反対に構わず、ハーヴェルは私を廊下のずっと奥まで連れて行き、とある会議室の前で止まった。
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||:まずは、生き残れておめでとう。+と言いたいところだが、君にはもう喜べる時間はないぞ。+ついでに、新しい基地は気に入ってるのかね？ここだけの話、例の匿名のスポンサーとは私のことだ。//nただこれも他の者に言う必要はない、なぜならこれから、我々はもっと多くの秘密と対面しなければならない。秘密は、知っている者が少ないほど都合がいいのだ。
NPC-Havel(0)<Speaker>指揮官</Speaker>||:……<c>新しい仕事ですか？<c>「彼ら」とは？<c>アンジェのことについてですか？
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||<分支>1</分支>:そう、新しい局面と、新しい敵、そして新しい仕事だ。+指揮官、ここから先はお互いのことを信頼し合っていかないと、君にもグリフィンにも明るい未来は訪れない。
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||<分支>2</分支>:保安局の者、つまりアンジェの上司だ。これであとの言いたいことも分かるな？
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||<分支>3</分支>:勘がいいな、さすがクルーガーが見定めた切り札だ。
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||:なので率直に教えよう、国家保安局の者が君に会いたいとな。+普通なら、保安局の者に呼ばれていいことなどない。+ただ、これから君が対面しなければならないことは……おそらくもっと酷いのかもしれない。+その理由は分かるかね、指揮官くん？
NPC-Havel(0)<Speaker></Speaker>||:しかし私が答えるまでもなく、ハーヴェルはドアを開いた。
NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||<黑屏1>:君に会いたいと言っているのは、保安局の局長だからだよ。
()||<BIN>8</BIN><黑屏2><BGM>BGM_Empty</BGM>:開いたドアから私とハーヴェルが入り、会議室の中にはあの人がいた……
NPC-Zielinski(0)<Speaker></Speaker>||<BGM>BGM_Truth</BGM>:国家保安局局長、ゼリンスキーだ。
NPC-Zielinski(0);NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||:どうも、ゼリンスキー局長！この方が例の指揮官だ、グリフィンと我がIOP社の希望ですぞ！
NPC-Zielinski(0);NPC-Havel(0)<Speaker></Speaker>||:……ゼリンスキーは一秒もかからず、私のことを上から下まで見回した。正直ネイトたちと比べてもそんなにいい感じはしなかった。
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||:グリフィンの指揮官、私のことはもうハーヴェルから聞いているだろう。だから余計な挨拶は必要ない、このまま本題に入ろう。+我々が情報を収集した際に、こちらのとあるエージェント――ここでは「アンジェ」と呼んでおこう――の端末から、グリフィンに向けて大量のデータを送った記録を発見した。//nそして調査によると、それらは全てアンジェ本人による行為だと判明した。+送られたデータの中には高度な機密情報が含まれていると我々は推測しているが、その意味は分かるかね？
NPC-Zielinski(0)<Speaker>指揮官</Speaker>;NPC-Havel(0)||:……<c>あの時はそうせざるを得なかっただけです。<c>分かりません。そしてあれの内容についてもまったく興味はありません。
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||:そんなことはどうでもいい。重要なのは、私は今ここで君を処刑する権限があるということだ。法律においても、手段においても、私にとって何の問題もない。
NPC-Zielinski(0);NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||:いやはや……ゼリンスキー局長、そうは言っても、あなたならそんな物騒なことはしないのでしょう？+安心したまえ、指揮官くん。彼はその役職に長く就きすぎて、些かユーモアに欠けているだけだ。しかも大げさなことを言いたがる性格でな。
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||:これは大げさなことではないぞ、指揮官。私は今までの仕事の中で何度もこのような場面に直面してきた、そして私はいつも何の躊躇もなく決断を下した。+君が未だに生きているのは、すべて君の実績のおかげだ。+君は先日の作戦で見事に生還し、しかも秘密を守ってくれた。私はそのすべてを知っている。+君は君の勇気と頭脳と意志を見せてくれた、君はそれだけの価値がある人間だ……だからこそ、君は我々の国家と、さらに偉大なる事業にその力を尽くすべきだと思うのだが。
NPC-Zielinski(0)<Speaker>指揮官</Speaker>;NPC-Havel(0)||:……<c>さらに偉大なる事業？<c>私に選ぶ余地などない、そうですよね？<c>別にいいさ。グリフィンに残れるのなら私はなんでもいい。
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||<分支>1</分支>:君もすぐ理解できる。そして君と私が、歴史の礎となるのだ。
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||<分支>2</分支>:無論断ることもできる。その場合、我々は全てを抹消し、全てをなかったことにするだけだ。+当然、君が生きているということも……
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||<分支>3</分支>:問題ない、君はグリフィンに残る、そして今まで通りのように仕事をする。ただ、そのクライアントが少し変わるだけだ。
NPC-Zielinski(0);NPC-Havel(0)<Speaker>ハーヴェル</Speaker>||:ゼリンスキー局長……そろそろ、一番肝心なことを話そうか？
NPC-Zielinski(0)<Speaker>ゼリンスキー</Speaker>;NPC-Havel(0)||<黑屏1>:国家保安局の名義で、君に新しい仕事を依頼する。//n当然、これは機密事項だ。それ相応な報酬と、必要な情報もこちらで提供する。+もし君が我々の期待に応えれるのなら、「テロリスト集団グリフィン」という肩書も消せなくはない。//nそれに、君たちを守るために今牢屋にいる誰かさんのことも心配だろう。+……ふむ、どうやらその目つきは、もう依頼を引き受けてくれるようだな。+では指揮官、君の仕事内容を伝える。
()||<BIN>9</BIN><黑屏2>:彼の言おうとしていることはなんとなく察している……
泽林斯基()<Speaker>ゼリンスキー</Speaker>||<黑屏1>:国家保安局二級エージェント、コードネーム「アンジェリア」は、我々を裏切った。//n彼女は命令に背い、重要な情報と保安局の人形を連れて、姿を消した。+これは警報レベル赤の国家安全事件だ。//nなので、君の仕事内容も明白だ。+調査しろ、彼女を見つけろ、そして自分が価値ある人間だと証明しろ。その結果次第で、我々は君の未来を決定する……+もし、例の機密情報を目にしたのであれば、君も分かっているはずだ、指揮官。+オーガス、エルダーブレイン、そして軍の企画……ことはまだ何一つ終わっていない。+君が直面するのは新たなる機会であり、そして……
()||:……更に深い地獄でもある。//nああ、分かっている。+……十分後、私は会議室を出た。
()||<BIN>97</BIN><黑屏1>:本来、会談はもう少し続くはずだが、私に休憩が必要だと言ってハーヴェルが見計らってくれた……+そう、私は本当に休憩が必要だ。+ただ、それで何かが消えてなくなるというわけではない……+私は作り話をたくさんしたが、一部の真相に関しては永遠に知ることができない……+……この手で、それを掘り出すまでは。
