()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BGM>BGM_Sunshine</BGM><黑屏2><SE1>Gunfight</SE1><SE2>MachineGunBurst</SE2>:とめどなく続く砲撃音を背景に、//nマーキュラスは舞台へ立ち、悠々と歌い始める。
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||<SE1>Explode</SE1>:「山越え、谷越え、絶壁の割れ目を縫って、//n夜露と雲と、嵐と夜とを貫いて！」+「洞穴を、沼地を、大地の裂け目を突き抜けて、//n火をくぐり、地にもぐり、海と大気の中を行く」――
AR15Mod(0)<Speaker>AR-15</Speaker>;NPC-Mercurows(0)||<SE1>Gunkill</SE1>:弾が尽きそうよ、AN-94！
AR15Mod(0);AN94(2)<Speaker>AN-94</Speaker>||:私はまだある、こっちへ！
AR15Mod(5)<Speaker>AR-15</Speaker>;AN94(2)||:ちょっと待って、どこにいるの！？+くっ……メモリがパンクしそう……+マーキュラスがジャミングしてる！+弄ばれてるんだわ……+次はどっちから……あぁもう、視覚だけじゃ……全然ダメ……
AR15Mod(5);AN94(2)<Speaker>AN-94</Speaker>||:危ない！AR-15、横だ！
AR15Mod(1)<Speaker>AR-15</Speaker>;AN94(2)||<SE1>Explode</SE1><SE2>Alarm</SE2>:……ぐっ！
AR15Mod(1);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:「門よ。おまえたちのかしらを上げよ。//n永遠の戸よ、上がれ。栄光の王が入ってこられる――」
AR15Mod(1)<Speaker>AR-15</Speaker>;NPC-Mercurows(0)||:ダメッ、避けきれない！
()<Speaker></Speaker>||<BIN>9</BIN><BGM>BGM_Empty</BGM>:パッ。+ふいに劇場が暗闇に包まれた。
？？？()<Speaker>？？？</Speaker>||<SE1>Heartbeat</SE1>:ただの複製品が、よくもベラベラと喋るものだ。
AR15Mod(1)<Speaker>AR-15</Speaker>||<黑屏1>:……+この声は……
()<Speaker></Speaker>||<BIN>96</BIN><黑屏2><火花>:照明が再び灯った。//n先ほどのスポットライトだけでなく、頭上の明かりという明かりが点灯し、柔らかな光が劇場内を満たした。+AR-15が声のする方向――2階の観客席へと目を向ける。
()<Speaker>AR-15</Speaker>||<SE1>Heartbeat</SE1>:……やっぱり……！
铁血人形()<Speaker>鉄血人形</Speaker>||<BIN>171</BIN><闪屏><duration>5</duration></闪屏>:あっれぇ～、グリフィンのゴミどもじゃん！+見ろよM16、あそこのピンク頭、あんたの元同僚だろ？+別の奴と組んでんだ、へぇ～、なかなか良い―――
M16()<Speaker>M16A1</Speaker>||<BGM>bossbattle_loop</BGM>:攻撃開始だ。
铁血人形()<Speaker>鉄血人形</Speaker>||<黑点1>:くー、相変わらず容赦ないねぇ……//nま、そーゆートコ、嫌いじゃないぜ！+ここにいる白い奴らを、一人残さずひねり潰しな！
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||<BIN>96</BIN><黑点2>:「破滅が私を捕まえるのか？私は偶然の手に委ねられてしまったのか？」+「だけど私は、暗い力に絡め取られて行く！//n絶望が私を捕らえる！さげすみが鞭打つ！」+わたくしを守りなさい！//nそして……この無粋なやつらを片付けなさい！
AN94(0)<Speaker>AN-94</Speaker>;NPC-Mercurows(0)||:M16A1か。+やつらのターゲットも白い勢力なら、これはチャンス。+AR-15、今あなたをチャンネルに入れた。+鉄血が白い勢力のジャミングを無効化してる今なら通信が可能だ。+私が応急処置をしている間に、あなたは封鎖領域を通じてアンジェに連絡を。
AN94(0);AR15Mod(3)<Speaker>AR-15</Speaker>||:ありがとう……つながったわ。+<color=#00CCFF>アンジェ！聞こえてる？</color>
NPC-AngeStreet(0)<Speaker>アンジェリア</Speaker><通讯框>;AR15Mod(3)||:<color=#00CCFF>こちらアンジェリア。どう、AR-15？任務は成功したかしら？</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>AR-15</Speaker>||:<color=#00CCFF>アンジェ、ごめんなさい。位置は特定できたけど、順調とは言えないわ！</color>+<color=#00CCFF>緊急事態よ、私たちの位置をそちらに送ったわ。鉄血を連れたM16が白い勢力とやりあってる。このままだと、どちらか勝った方と戦うことになりそうよ……</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>マーキュラス</Speaker>||:「奈落からあなたを救う法は全く無い、墜落からあなたを救う法は全く無い！」+あなた方も所詮、闇の中を彷徨う幽霊に過ぎませんわ……//n誰一人、わたくしを止めることはできませんわよ！+わたくしは必ず、やり遂げてみせますわ……//nそして、お父様からご褒美をもらいますの！
NPC-AngeStreet(0);AR15Mod(0)<Speaker>見知らぬ鉄血人形</Speaker>||:キャハハハハ！なに言ってんだ、あの人間！//nほら、あんたらも遊んでないで、とっととアイツをぶっ殺してきてよ！
NPC-AngeStreet(0)<Speaker>アンジェリア</Speaker>;AR15Mod(0)||:<color=#00CCFF>M16……？鉄血……？</color>+<color=#00CCFF>訳の分からない局面ね。わかったわ、こちらも緊迫した状況だけど、なんとか増援を送れるようにする。</color>+<color=#00CCFF>頑張って。</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>AR-15</Speaker>||:<color=#00CCFF>ここに来る理由が、素体の回収なんてことにならないよう頼むわよ！</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>;AR15Mod(0)||<黑屏1><关闭火花>:AR-15……AN-94。マーキュラス。M4はここにはいない。+さっさと片づけるぞ……+<color=#A9A9A9>「あれ」よりも先に、たどり着かなければ！</color>
