()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>7</BIN><黑屏2><Night>:……グリフィン基地近くの隠れた場所にて。
BOSS-6(0)<Speaker>デストロイヤー</Speaker>||:ふっふっふ、これであたしに勝ったつもり？+所詮は甘ちゃんのグリフィン人形ね。//nやっぱりあたしの考えた通り、ダイナーゲートの逃げ道を残してくれたわ。
BOSS-7(0)<Speaker>ゲーガー</Speaker><通讯框>||:<color=#00CCFF>どうやら順調そうだな。</color>
BOSS-6(0)<Speaker>デストロイヤー</Speaker>||<黑点1>:当り前よ、なんってたってあたしの考えた作戦だもん！+あとはコイツをプレゼントの中に突っ込ませれば、//nグリフィンのバカ人形どもには掴まえられっこないでしょ！+あたしのプレゼント宅急便もそろそろ届きそうね！アハハハ！
()<Speaker></Speaker>||<BIN>81</BIN><黑点2><BGM>BGM_Sneak</BGM>:……グリフィン基地の混戦真っただ中にて。+ダイナーゲートは息絶え絶えになりながらも人形たちの包囲から抜け出し、//n命令通り、プレゼントの山の中に最後の突撃を仕掛けようとしていた。
M1903(2)<Speaker>スプリングフィールド</Speaker>||:この方向……おそらくプレゼントの中に潜り込んで、//nどさくさに紛れて逃げるつもりなのでは……
WA2000(2)<Speaker>WA2000</Speaker>||:CZ75！そっち行ったわよ！
CZ75(2)<Speaker>CZ75</Speaker>||:任せな。あたしが真っ二つに――
()<Speaker></Speaker>||:CZ75はダイナーゲートの動きを予測し、力いっぱい斧を振り下ろした。//nが、空を切っただけだった。+OTs-44が軽くCZ75の袖を引っ張る。
OC44(2)<Speaker>OTs-44</Speaker><Position>0,-150</Position>||:見てください……ダイナーゲートが急に動かなくなりましたよ……
()<Speaker></Speaker>||<黑点1>:CZ75はOTs-44に言われて初めて、//n死に物狂いで走っていたダイナーゲートが動きを止め、//nプレゼントの山に飛び込む寸前の姿勢で固まっていることに気が付いた。
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:デストロイヤーはモニターを見つめながら、頭の上にはてなを浮かべていた。
BOSS-6(0)<Speaker>デストロイヤー</Speaker>||<黑点1>:どういうこと……どうしてあたしの命令に反応しなくなったの？+温度が急速に上がってる……？+あたし爆弾なんて仕込んでないのに……
()<Speaker></Speaker>||<BIN>81</BIN><黑点2>:グリフィンの人形たちが興味津々で集まってきた。
KP31(2)<Speaker>スオミ</Speaker>||:エネルギーを急激に消耗したから、//n温度が上がってショートしてしまったのでしょうか？
MG5(2)<Speaker>Gr MG5</Speaker>||:この程度でショートするものなのか？
()<Speaker></Speaker>||:スオミとMG5は警戒しつつ、動きを止めたダイナーゲートへ近づいた。
WA2000(2)<Speaker>WA2000</Speaker>||:ちょっと待って――！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:WA2000の叫びが届く前に、人形たちは爆発に飲み込まれてしまった。
()<Speaker></Speaker>||<SE1>Explode</SE1>:ドカン――
KP31(3)<Speaker>スオミ</Speaker><Shake>||<火花>:キャ――
MG5(3)<Speaker>Gr MG5</Speaker>||:クソッ――
()<Speaker></Speaker>||<BGM>BGM_Wake</BGM>:ダイナーゲートが爆発を起こし、瞬く間にプレゼントは火に包まれた……+人形たちからは、天井を突き抜けんばかりの悲痛な叫びが上がる。
RFB(2)<Speaker>Am RFB</Speaker>||:いやぁぁあ！！私が苦労して準備したプレゼントが……
M1873(2)<Speaker>コルトSAA</Speaker>||:ちょ！！！あたしのコーラで消火しないで！
SVD(2)<Speaker>SVD</Speaker>||:コーラを気にかけている場合じゃないだろう！
M1903(2)<Speaker>スプリングフィールド</Speaker>||:消防設備を起動してきます。//nあなたたちは掃除用具の倉庫から水を持ってきて消火活動を！
()<Speaker></Speaker>||:カリーナは悲しみに満ちた表情で頭を抱え込んだ。//n顔色は青を通り越して、焼き焦げた基地の壁さながらに黒くなっていた。
NPC-Kalin(7)<Speaker>カリーナ</Speaker>||<黑点1>:どうしてこんなことに……+基地の修理費用は……私が払うなんてことにはならないですよね？！
()<Speaker></Speaker>||<BIN>7</BIN><黑点2><Night><关闭火花>:……時を同じくして、グリフィン基地近くの隠れた場所にて。+デストロイヤーは怒りのあまり身を隠していた茂みから飛び出してきた。
BOSS-6(0)<Speaker>デストロイヤー</Speaker><Shake>||<黑点1>:バカな！！！あり得ない！！！！！+あ、でも待って、他にも動かせるダイナーゲートはいたはず……+チャンスはまだある……
()<Speaker></Speaker>||<BIN>81</BIN><黑点2>:グリフィンの人形たちはまたも大慌てで、//n消火しながら黒コゲになったプレゼントの救出活動にあたっていた……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:煙が消えると、縄で吊られた黒焦げの人形が姿を現した。
WA2000(2)<Speaker>WA2000</Speaker>||<BGM>m_avg_casual</BGM>:そんなところで何してんの、ART556？
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position>||:うーんと……これは……説明するとね……
()<Speaker></Speaker>||:ART556は少しの間考えこんだ。
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position>||:つまりはこういうこと！//nアタシは元々近くで偵察していたんだけど、//n煙突から煙が出てるのが見えて様子を見に来たの。+そしたら、あろうことか基地内でダイナーゲートが爆発して//n火事になっちゃってたから、縄で下まで降りて火を消すのを//n手伝おうと思って……
FAL(2)<Speaker>FAL</Speaker>||:天井を挟んでいるっていうのに、やけに詳しいのね。
MG5(2)<Speaker>Gr MG5</Speaker>||:消火の手伝いに来たのはいいが、その大きくて燃えやすそうな袋はどうしたんだ？
M21(2)<Speaker>M21</Speaker>||:この袋、ART556がすっぽり入っちゃうぐらい大きいね……
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position>||:これは……えーっと……
OC44(2)<Speaker>OTs-44</Speaker><Position>0,-150</Position>||:あれ？ART556さんが持ってるのって、//nグリフィンのダイナーゲートの外装じゃ……？
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position>||:……+ええ？！+<color=#A9A9A9>しまった、捨てとくの忘れてた！</color>
()<Speaker></Speaker>||:SVDは酒瓶を手に冷笑を浮かべ、ART556の方へと近づいて行った。
SVD(2)<Speaker>SVD</Speaker>||:本当のことを言わないのなら、//nこの瓶をお前の鼻に突っ込んでウォッカを注ぎ込んでやるぞ。
()<Speaker></Speaker>||:ART556はSVDの持つウォッカを見つめながら、ぶるぶると震え出した。+そしてみんなの尋問により、本当のことを語らざるを得なくなった。
WA2000(2)<Speaker>WA2000</Speaker>||:……
M1873(2)<Speaker>コルトSAA</Speaker>||:……
RFB(2)<Speaker>Am RFB</Speaker>||:……
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position>||:……+なんでみんな黙ってるの？+はやく降ろしてよ――
SVD(2)<Speaker>SVD</Speaker>||:……こいつはこのまま吊るしておこう。
ART556(1)<Speaker>ART556</Speaker><Position>0,200</Position><震屏>||:やだよー！！！悪かったって言ってるじゃん！！！
()<Speaker></Speaker>||<SE1>Rope</SE1><黑屏1>:グリフィンの人形たちはそれに賛成するだけでなく、//n次々にART556を縛る縄を追加し始めた。+そしてそれが終わると、ART556の響き渡る泣き声のもと、//n人形たちは自分たちのプレゼントを探し始めた……
