()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<SE2>RunStep</SE2><BGM>BGM_Room</BGM><黑屏2>:仄暗いトンネルに、いくつかの足音が響いている。
AR15Mod(0)<Speaker>AR-15</Speaker>||<SE2>RunStep</SE2>:こっちよ。出口までの距離、推定143……+87……50……+……着いたわ！
AN94(5)<Speaker>AN-94</Speaker>;AR15Mod(0)||:待って、AR-15……スキャンの結果がおかしい。+これは地上への道ではない？
AN94(5);AR15Mod(2)<Speaker>AR-15</Speaker>||:来た時のものとは違うわね……+この先は要塞じゃないはずよ、でも具体的な場所はわからない。+私のスキャン効率はあなたほど優秀じゃないから。外に何か異常が？
AN94(5)<Speaker>AN-94</Speaker>;AR15Mod(2)||:地上ではない、地上まで少し距離がある……//n同じように巨大な空間だけど、ソナーは通用する。+……私の考えすぎかもしれないが。
AN94(5);AR15Mod(3)<Speaker>AR-15</Speaker>||:……
AN94(5);AR15Mod(4)<Speaker>AR-15</Speaker>||:ここにいたって敵に捕まるだけよ、とにかく外に出ましょ。
AR15Mod(4)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:そう言いながら、AR-15は扉を押し開いた。
AR15Mod(4)<Speaker>AR-15</Speaker>||<SE1>Heartbeat</SE1>:……+無人よ。
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(4)||:さっきのトンネルより暗い、視覚ターゲットの捕捉に失敗……+赤外線スキャン完了、敵対信号は無し。
AN94(0);AR15Mod(2)<Speaker>AR-15</Speaker>||<SE1>Heartbeat</SE1>:よかった、これでやっと……
()<Speaker></Speaker>||<SE1>Alarm</SE1><黑屏1>:その瞬間、AN-94の背後の扉が、音を立てて閉じた。+バンッ！
()<Speaker></Speaker>||<BIN>96</BIN><白屏闪光><BGM>BGM_Boss</BGM>:舞台にスポットライトが灯り、照明下の黒い人影を照らし出す。
？？()<Speaker>？？</Speaker>||:「このように主の栄光があらわされると、生きとし生けるものは//n同時にこれを見る。主の口からそれが語られたからである。」
AN94(0)<Speaker>AN-94</Speaker>||:この声は……エコー音を排除し音源を特定中。
AN94(0)<Speaker>？？</Speaker>||:「間もなく再び、私は天と地と海と陸とを揺り動かす。//nまたすべての国々を揺り動かし、すべての国々の望むものをもたらす。」+「汝らが求める主、汝らが喜ぶ契約の使者が突然神殿にあらわれる。//n『見よ、彼は来る。』と、万軍の主は語られる。」
AN94(0)<Speaker></Speaker>||:スポットライトに立つ人形が、長い袖を打ちふり、//n優雅なステップを踏んでいる。+人形がこちらを向くと同時に、//nAR-15とAN-94は、彼女の顔を目の当たりにした。
AN94(2)<Speaker>AN-94</Speaker>||:……マーキュラス！
AN94(2);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:「しかし、誰が彼の来る日に耐えられようか。誰が彼が現れる時に//n立っていられようか。なぜなら彼は精錬する者の火のようだからである。」+おめでとうございます、反逆小隊のAR-15、そしてAN-94。+あなたたちは数々の困難を乗り越え、//n迷宮を潜りぬき、そしてこの舞台へとやってきました。+自らの退路を塞ぎ、我が舞台の一員になろうとするその心がけ、//nもはや感謝の念は伝えきれませんわ。
AN94(2);AR15Mod(0)<Speaker>AR-15</Speaker>||:<color=#00CCFF>何がしたいわけ、あいつは？</color>
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>わからない……私たちに気づいていないようだけど……</color>
AN94(0);AR15Mod(0)<Speaker>AR-15</Speaker>||:<color=#00CCFF>そうみたいね。</color>+<color=#00CCFF>他の部屋から迂回して、建物の出口を探しましょう。</color>
AN94(0)<Speaker>AN-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>了解。この距離を保っていれば問題ない。</color>
AN94(0);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:<color=#00CCFF>聞こえていますわよ？</color>
AR15Mod(5)<Speaker>AR-15</Speaker>;NPC-Mercurows(0)||:！？
AR15Mod(5);AN94(2)<Speaker>AN-94</Speaker>||:……またセカンダリレベルへの強制接続……
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>;AN94(2)||:諦めなさい、あなたたちにもう逃げる道はないの。+そして勇敢になりなさい、//nなぜなら今ここで、楽しい決闘が始まるのですから。+この劇場で、この試合に、今こそ万雷の喝采を！
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>;AN94(2)||<SE1>Gunkill</SE1>:……先ほどの軍人さんと同じように、//n面白みのない人形ですわね、AR-15。
NPC-Mercurows(0);AR15Mod(0)<Speaker>AR-15</Speaker>||:悪いけど、あなたと芝居をするつもりはないの。+<color=#A9A9A9>外した……どういうこと？まるで動きを予知されているような……</color>
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>;AR15Mod(0)||:疑問に思いなさい、困惑を続けなさい。//nあなたのような天邪鬼こそ、一番分かりやすい存在ですわ。+ついでに、あなたがたに奥義を告げましょう。+「私たちはみな眠るのではなく、変えられるのだ。終わりのラッパとともに、たちまち、一瞬のうちに。」
NPC-Mercurows(0);AR15Mod(0)<Speaker>AR-15</Speaker>||:何を言って……
NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>;AR15Mod(0)||:「ラッパが鳴ると、死者は朽ちないものによみがえり、//n私たちは変えられる。」+「この朽ちゆくものは、必ず朽ちないものを着、//n死にゆくものは必ず不死を着るであろう。」+さぁ、時は来たれり！戦いの幕は今、切って落とされましたわ！
AN94(2)<Speaker>AN-94</Speaker>;AR15Mod(0)||:……+AR-15！敵対信号を大量に捕捉！
AN94(2);AR15Mod(5)<Speaker>AR-15</Speaker><Shake>||:なに？こっちは何一つ検知していないわよ！
AN94(2)<Speaker>AN-94</Speaker>;AR15Mod(5)||:エリア全体がジャミングされている、目測でいくしかない！
AN94(2);NPC-Mercurows(0)<Speaker>マーキュラス</Speaker>||:ほら、「砕かれしものは、いま元へと戻り、//n命を奪われしものは、いま立ち上がる。」+ああ、わが友よ、彼らのかせを打ち砕き、彼らの綱を、解き捨てよう。+打ち砕きなさい、滅ぼしなさい。//n瓦礫のように、粉々にして差し上げなさい！
AR15Mod(4)<Speaker>AR-15</Speaker>;NPC-Mercurows(0)||<黑屏1>:システムダウン、弾薬もあとわずか。+これはかなり……ヤバいわね……
