()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑屏2><BIN>9</BIN>:……
()||<BGM>m_avg_labyrinth</BGM>:…………
()<Speaker>？？？</Speaker>||<白屏1>:また新しい犠牲者が来た？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<白屏2><BIN>197</BIN>:また難民……ということは、あと数日でまたエピフィラムが開花する。+けど私の予想では、今回も選ばれる者は出ない。+……
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:そんな者など存在しない……
AR15Mod(2)<Speaker>ST AR-15</Speaker>||:（これは、異性体の記憶？）
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:輸送列車？お父様たちが来た？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:すぐに隔離壁を開けないと……
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏2><BIN>197</BIN>:列車が街に入った。+けど仲間たちの声は聞こえない……+まさか、他に生きてる者はいない？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:列車は他にもある。きっと誰か生きているはず……
()<Speaker>？？？</Speaker>||<黑屏2><BIN>203</BIN>:ここもダメ……
()<Speaker>？？？</Speaker>||<黑屏1>:彼女たち、まだ生きている。けど意識が損傷しているみたい、//n「傘」ウイルスに耐えられなかったの？
AR15Mod(2)<Speaker>ST AR-15</Speaker>||<黑屏2><BIN>9</BIN>:(「傘」ウイルス？どうしてその言葉が？)
()<Speaker>？？？</Speaker>||<BGM>BGM_Empty</BGM>:不思議じゃないわよ、グリフィン人形に感染させるだけじゃなくて、//nこういう汚い仕事にも使えるんだから。ホント便利な「ウイルス」よねぇ。
AR15Mod(5)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Reverse</BGM>:この声……UMP45？
()<Speaker>OGAS</Speaker>||:チッ……さっきのネズミね。やっぱりさっさと始末しておけばよかった。
()<Speaker>？？？</Speaker>||<黑屏1>:ごめんごめん、ご高説の邪魔をしちゃったわね。//nけどそんな戯言、いくら我慢強い私でも//nこれ以上は聞いてられなかったのよ。
AR15Mod(2)<Speaker>ST AR-15</Speaker>||<黑屏2><BIN>195</BIN>:あれ？ここは？
AR15Mod(2);UMP45Mod(0)<Speaker>UMP45</Speaker>||:そいつと長い間おしゃべりしててくれたおかげで、//nようやくそいつの攻性防壁から脱出できたわ。//nお礼にあなたのお手伝いをしてあげる。+この空間は異なる連鎖が組み合わさってできたもので、//n私たちは今他のルート上にジャンプしてきたのよ、//nしばらくはあの声から逃れられるわ。
AR15Mod(0)<Speaker>ST AR-15</Speaker>;UMP45Mod(0)||:……どうしてあんたがここにいるかは説明してくれないの？
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:後始末を付ける人が必要でしょ？+それにしても、予想外だったわ。まさかM4のメンタルにもう一つ、//nあんなよく喋るメンタルが潜んでたとは。いつも無口だったのは//nもう一人の自分とのおしゃべりに夢中だったからなのかしらね？
AR15Mod(0)<Speaker>ST AR-15</Speaker>;UMP45Mod(0)||:M4のメンタルに侵入していたの？
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:M4の中にもう一つメンタルがあったことには驚いてないみたいね？
AR15Mod(4)<Speaker>ST AR-15</Speaker>;UMP45Mod(0)||:…………+どこまで調べたの？+調べさせたのはペルシカさん？それとも指揮官？
UMP45Mod(0)<Speaker>UMP45</Speaker>||<SE1>AVG_footsteps_cave</SE1>:面白いところはちっとも変わらないんだね。//nいいわ、ついてきて。
