()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AR15Mod(0)<Speaker>AR15</Speaker>||<BIN>207</BIN><黑屏2><BGM>BGM_Danger</BGM>:不觉得敌人好像在跟着我们跑么！+是发现我们了么？+但是却没朝我们开枪，是出了什么毛病？！
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:别想这些了，前面堵过来了！+左转左转，跟着我跑！
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:发生了什么？！
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:那个意识！它控制了那些敌人！它想活捉我们！
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:什么？！可是你不是说……
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:是的，我以为我甩掉它了，但是它又回来了！
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:真是够死缠烂打的……！
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:既然我们已经暴露了，那我就彻底扫描它们的位置了！+往这边，它们还来不及包围过来！
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:就这么一路往信号站跑么！？
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:有其他更好的主意请马上说！
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>这就是你的应对方式么？</color>+<color=#00CCFF>毫无考虑地到处乱跑？</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>是你控制了它们对吧！</color>+<color=#A9A9A9>我知道你不敢朝我开枪！</color>
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>谁知道呢，也许待在这个系统里也是个不错的选择，也许比你的这个忘恩负义的心智要舒适得多。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>那既然你那么喜欢这里，那祝你住得开心！</color>
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>不过在它们的系统中，已经找不到什么我感兴趣的东西了。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>我能猜到你下一句想说什么！</color>
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>既然如此，那就乖乖地停下来吧。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>你要以为那些愚蠢的白色单位能够拦住我那你可是太小看我了！</color>
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>也许它们不行，但是那些“涅托”也许可以。</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>涅托！？</color>
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>我要提前告诉你的是，我可控制不了那些人偶，似乎她们对你的敌对心比我想象得还要强。</color>
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:M4！快停下！那个黑色的敌人，就在前面冒出来了！
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:啧……它准备使用武器了，快跳进旁边的建筑里！
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:她开火了！M4快进来！
M4A1Mod(0)<Speaker>M4A1</Speaker><Shake>||<BIN>9</BIN><<黑屏1>:该死……它是动真格的……我们动作得更快才行！
()<Speaker>清澈的声音</Speaker>||:<color=#00CCFF>你可以逃跑，也可以躲藏，但最终你还是要面对我的，露尼西亚。</color>+<color=#00CCFF>在一切还可以挽回之前，我来陪你玩一会捉迷藏的游戏吧。</color>
