()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>||<黑屏2><BGM>BGM_Truth</BGM><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>エージェント？エージェント？</color>+<color=#00CCFF>位置を特定できない、信号が反射してマンハッタンで消えてるわ。</color>+<color=#00CCFF>応答を求む、繰り返す、応答を求む……</color>
HK416(0)<Speaker>416</Speaker>||<SE1>AVG_amb_wilderness</SE1><黑屏1><BIN>9</BIN>:……うるさいわね。
()||<BIN>299</BIN>:レキシントン通り。+灯りの照射のもと、416は通りに姿を現した。<下雪></下雪>
HK416(0)<Speaker>416</Speaker>||:命からがら逃げ出したところなの、耳元でうるさく言うのはやめてよね。
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>;HK416(0)||:<color=#00CCFF>エージェント、無事で良かった。</color>
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:そういうのはよして、さっき私が追い掛け回されて//n大変だった時はだんまりだったでしょ。+もし本当に役に立つ気があるんだったら、助けの一つでも出してくれない？
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>;HK416(0)||:<color=#00CCFF>私のいる場所からエージェントに支援を行うことは……</color>
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:……もういいわ。
HK416(0)<Speaker>416</Speaker>||:本気でNPCを当てにしたこともないわ。
()||:霧は徐々に散っていった……<火焰销毁></火焰销毁>+吹雪は止み、空には雪片がまばらに舞っていた。+暗闇の中で灯りは通りのあちこちに点在しており、//n冷たい空気のせいか地面には霧が張り、//nただでさえ死に覆われた街はより不気味な様相を呈していた。
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>||:<color=#00CCFF>かつてエージェントたちをダークゾーンに派遣したこともあったけど、結果は我々が望んだものじゃなかった――まさにあなたが目にしたローグエージェントのように。</color>+<color=#00CCFF>だから、かつてのエージェントよりも強力な力を持つあなたの協力があれば、今度こそ目的を果たし成功することができるはずよ。</color>
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:成功……
NPC-Dima(1)<通讯框>;HK416(0)<Speaker></Speaker>||:416は通りを歩きながら、口を少しゆがめた。
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:ゲームの中での成功に興味なんてない。+元々無理やり連れてこられたものだし。+賞金を一番欲しがってるのは45だしね。
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>;HK416(0)||:<color=#00CCFF>そ、それは……</color>
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:でもやめるつもりはないわ。
NPC-Dima(1)<Speaker>ディーマ</Speaker><通讯框>;HK416(0)||:<color=#00CCFF>え？</color>
NPC-Dima(1)<通讯框>;HK416(0)<Speaker>416</Speaker>||:NPCのあんたには分からないでしょうね。+こんな扱いを受けたら、誰でも腹を立てるわ。+それに、私はどうしても勝ちたいわけではないけど、//n無意味な負けだけはごめんよ。
NPC-Dima(1)<通讯框>;HK416(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM><SE1>AVG_tele_connect</SE1>:416の話が終わるや否や、突如、通信画面が久々に光った。
UMP45Mod(0)<Speaker>UMP45</Speaker><通讯框>;HK416(0)||<BGM>BGM_Room</BGM>:<color=#00CCFF>こんばんは、まだ生きてたのね？</color>+<color=#00CCFF>グリフィンからどんな凄い奴が出てくるかと期待したのに、結局どうってことなかったみたいね。</color>
UMP45Mod(0)<通讯框>;HK416(0)<Speaker>416</Speaker>||:がっかりって感じね。+そんなに私に消えてほしかった？
UMP45Mod(0)<Speaker>UMP45</Speaker><通讯框>;HK416(0)||:<color=#00CCFF>ゲーム内であれば、そんなところね。</color>+<color=#00CCFF>それもまた貴重な体験だと思わない？</color>
UMP45Mod(0)<通讯框>;HK416(0)<Speaker>416</Speaker>||:珍しく意見が一致したわね。+私も、せっかくゲームの中なんだから、//nチャンスを逃すのはもったいないと思うわ。+外ではできないようなことをしないとね。
