()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>55</BIN><黑屏2>:タリン郊外。+AR小隊は防衛線にて、攻撃の機会を窺っていた。
RO635(0)<Speaker>RO635</Speaker>||<BGM>BGM_Sneak</BGM>:分かりました、他の隊と連携します。強襲任務はわたしたちにお任せを。+はい、では命令をお待ちしてます。
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:任務の通達は終わったの？
RO635(0)<Speaker>RO635</Speaker>||:ええ、こちらは問題ありません。+AR-15、本当にM4を一人で行かせてよかったのでしょうか。
AR15Mod(3)<Speaker>ST AR-15</Speaker>||:それがあいつの判断よ、私たちの隊長を信じましょう。+それに、現状を考慮すると、そうするのが最適なのよ。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:心配だよ……+もし万が一さっき話してたような状況になったら……//nM4が危なくなるんじゃないの？
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:安心しなさい。あいつだって昔みたいに//nボサッとしてるわけじゃないんだから。
RO635(0)<Speaker>RO635</Speaker>||:そういえば、M4と接続したあと何があったんですか？
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:気になるの？
RO635(0)<Speaker>RO635</Speaker>||:ええ。帰ってきた後のあなたたちは……何というか、また変わったなと。
AR15Mod(3)<Speaker>ST AR-15</Speaker>||:別に何もないわよ。+ただ最悪の誘いを断ったら、胸糞悪いものを見させられたってだけ。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:AR-15……+何を言っているのかよく分かんないよ……
AR15Mod(4)<Speaker>ST AR-15</Speaker>||:……分からないに越したことはないわ。+大体の事は知ったところで、面白くとも何ともないんだから。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:わかった……でもそんなこと、ほんとはどうでもいいんだ。+みんなが一緒にいれるだけで十分だからね！
()<Speaker></Speaker>||<黑点1>:その時、遠方より銃声が響いた。+同時に、AR小隊の全員に通信リクエストが飛び込む。
RO635(4)<Speaker>RO635</Speaker>||<黑点2>:……始まるのが予想より早い、想定と違いますね。
AR15Mod(2)<Speaker>ST AR-15</Speaker>||:まさか指揮官が装甲列車を奪取するなんて計画を思いつくとはね……
