()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<BIN>9</BIN><黑屏2><SE1>Alarm</SE1>:……
Nyto(0)<Speaker>ネイト</Speaker>||<黑屏1><黑屏1>:確認、グリフィンの指揮官は、尋問室から脱走した。同時に、施設はグリフィンの襲撃を、受けている。直ちに、防御措置を、開始する。+全ネイト、注意。施設から離れるものは、すべて、殲滅。施設に近づくものは、すべて、殲滅。
UMP45Mod(0)<Speaker>UMP45</Speaker><通讯框>||<BIN>159</BIN><黑屏2>:<color=#00CCFF>カリーナさん、指揮官の救出に成功しましたが、施設全体が最高警戒状態に入っています。</color>+<color=#00CCFF>敵の増援も施設に向かってきていますので、私たちだけでは脱出することができません。</color>+<color=#00CCFF>そちらで敵を全滅して、脱出のチャンスを作ってください！</color>
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||<BGM>BGM_Frontline</BGM>:グリフィンの皆さん、敵ボスの姿を確認できました！作戦を開始します！
NPC-Kalin(9);Cx4Storm(0)<Speaker>Cx4 ストーム</Speaker>||:準備オッケー、いつでも行けます！
Mk12(0)<Speaker>Mk12</Speaker>;Cx4Storm(0)||:防衛戦の配置も完了した！あの施設には一匹たりとも近づけさせないぜ！
Mk12(0);Python(0)<Speaker>パイソン</Speaker>||:通信状況も確認済みだ、全員との連絡に問題なし。
A91(0)<Speaker>A91</Speaker>;Python(0)||:重装部隊はこちらで守るわ、安心しなさい！
M82A1(0)<Speaker>M82A1</Speaker>;Python(0)||:では、行きましょうか？初めての公開任務、指示には従います。
M82A1(0);M870P(0)||<黑屏1>:思いっきり暴れてやるわよ！地獄のハイウェイへようこそ！
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||<黑屏2><黑屏1>:さぁ！皆さん！指揮官さまを奪還する時が来ました！+目標の施設に敵を絶対に近づけさせてはいけません！UMP45さんたちが指揮官を護送してくるまで時間を稼ぐのです！+戦闘は長引くと思いますけど、勝つのはきっと私たちです！+皆さん、グリフィンのために、指揮官さまのために、一緒に頑張りましょう――！
()||<黑点2><BIN>10</BIN>:
