()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>159</BIN><BGM>BGM_Sneak</BGM><黑屏2>:……戦闘終了、遊撃小隊は侵入してきた正体不明の敵を殲滅した。+……妖精たちが防衛工事を修理している中、416は地面に散らかっている敵の残骸を見て、少し皺を寄せた。
HK416(0)<Speaker>416</Speaker>||:……白い敵、確かに見たことないわね。
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:でしょう？何が何だかさっぱり分からない。
AK74U(0);HK416(0)<Speaker>416</Speaker>||:……おかしいわね、この私でもなんの心当たりもないなんて。
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:はは、ずいぶんと言うじゃない。+でも、さっきの戦闘から見てあんたも結構すごいやつなんだな。
AK74U(0);HK416(0)<Speaker>416</Speaker>||:そう？なら私を信じてくれるのかしら？
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:悪かったよ、あんたは確かにエリート人形だ。+顔がお子様みたいだったから、どっかの倉庫から運ばれてきた観賞用人形かと思ったよ。
AK74U(0);HK416(0)<Speaker>416</Speaker>||:今ならただのお飾り人形になりたいけどね。でも結局なんでもかんでも自分でやらないといけないし。+しかし、思っていたよりも敵が弱いわね、これが主力部隊なの？
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:まさか、こんなのただの雑魚だよ。さっきアタシらを襲ったやつらとは全然違う。+本当の敵は……殺せないやつなんだ。
AK74U(0);HK416(0)<Speaker>416</Speaker>||:殺せない？
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:文字通りの意味さ。正直二度と会いたくないけど、そろそろ行かないと。
AK74U(0);HK416(0)<Speaker>416</Speaker>||:待って、ならなんでこんな雑魚を遣してきたのかしら？
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:それって大事なこと？たまたま雑魚が来ただけで、別に気にすることでもないでしょ？
AK74U(0);HK416(0)<Speaker>416</Speaker>||:今私たちが相手してるのは軍よりも未知数の敵よ。これだけのテクノロジーを持っているのなら、意味のないことは絶対しないはず。+今はここから離れるわけにはいかない、少なくとも基地の防衛工事が完了するまで――
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:はあ？なにバカなこと言ってるの！+それじゃ遅い！9A91は今もアタシらを待ってるんだぞ！
AK74U(0);HK416(0)<Speaker>416</Speaker>||:だからって危険を冒すわけにはいかないんでしょ！//nこの襲撃はきっとただの小手調べ、本番はまだまだこれからよ！
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:今は何をしても危険を冒してるようなもんでしょ！+聞いて416、今のアタシらに必要なのは時間よ！アタシの仲間たちはまだ最前線で敵と戦っている、だからアタシはこんなところでグズグズするわけにはいかないんだ！
AK74U(0);HK416(0)<Speaker>416</Speaker>||:こんなことで意気地にならないでよ！あんたは戦術人形でしょ！指揮に従いなさい！
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:ああそりゃ当然！指揮には従うよ！だったら指揮官に命令させてよ！ここに残れって命令を！
AK74U(0);HK416(0)<Speaker>416</Speaker>||:74U、あんた……仲間のことになったらすぐそうやって！今のグリフィンはあんたみたいなやつばっかりよ！
AK74U(0)<Speaker>AK74U</Speaker>;HK416(0)||:どうせアタシはあんたじゃないから、仲間を見捨てて一人で死のうだなんて思わないよ！
AK74U(0);HK416(0)<Speaker>416</Speaker>||:……あんた今なんて言った？
AK74U(0)<Speaker>AK74U</Speaker>||:どうせ仲間なんかじゃないんでしょ？+あんたらのことは知ってるよ、404小隊！
HK416(0)<Speaker>416</Speaker>||:……+だから何？+あんたに何が分かるっていうの、グリフィンの役立たずが！
()<Speaker></Speaker>||<SE1>Rope</SE1><SE2>Rope</SE2>:……！+……74Uは416の襟を思いっきりつかんだ！
AK74U(0)<Speaker>AK74U</Speaker>||:アタシは役立たずじゃない！あんたこそ何が――
HK416(3)<Speaker>416</Speaker>||<BGM>BGM_Empty</BGM>:気を付けて――！
()<Speaker></Speaker>||<SE2>MachineGunBurst</SE2><闪屏><duration>5</duration></闪屏>:……416は74Uを押し退けた。+……バンバン！//nそして二人が元いた位置に、数発の銃弾が撃ち込まれていた。
AK74U(0)<Speaker>AK74U</Speaker>||<SE2>Gunfight</SE2><BGM>BGM_Danger</BGM>:……！416――！
HK416(3)<Speaker>416</Speaker>||:私は平気よ！かすり傷だけ！+妖精たちを守って！防衛工事の中に戻るわよ！
()<Speaker></Speaker>||:……新しい敵の部隊が防衛工事の破損箇所からなだれ込み、416たちは何とか抵抗していた。
AK74U(0)<Speaker>AK74U</Speaker>||:あ、あいつらだ！あいつらの主力！+さっきと同じ、アタシらの弾が効かない！
AK74U(0);HK416(3)<Speaker>416</Speaker>||:こいつらの進行を阻止するだけでもいい！+こちらの部隊の状況は！それと基地にいてまだ動ける人形も全員こっちに回して！
AK74U(0)<Speaker>AK74U</Speaker>;HK416(3)||:分かった！+あと416、さっきは――
HK416(3)<Speaker>416</Speaker>||<黑屏1>:そんなことを言ってる場合じゃないでしょ！さっさと動きなさい！
()<Speaker>416</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:まったく、いつまで経っても……グリフィンは足を引っ張るやつばかりね。
