()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>72</BIN><黑屏2><Night><BGM>BGM_stage5</BGM>:UMP45は立ち上がった。辺りは漆黒に満ちていたが、//n霧の中に蠢いているモノがいるのを彼女は察知した。+濃紺色の海から出てきた海底生物のように、//nゆっくりだが着実に45の落ちた地点に向かって移動していた。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:防御プログラム？こいつらじゃ私をここまで連れて来るのは不可能のはず。
()<Speaker></Speaker>||<SE1>Gunfight</SE1>:記憶体へ向けてUMP45が引き金を引くと、砕けた記憶体は//n灰のように散っていった。しかし、大量の記憶体の波が、//n45を飲み込むかの如く次から次へと湧き出てきている。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:チッ、やっぱりそうだったか……逃げるしかないわね……
()<Speaker></Speaker>||<SE1>Explode</SE1>:（爆発音）
()<Speaker></Speaker>||:その爆発が本当に自分が聞こえた大きさ通りのものなのか、//nUMP45は耳を疑った。+記憶体の群れの中に、炎の道が一本敷かれている。//n聞こえていた音は全て、遥か彼方で広がる//n星空のような黒い空間によって消し去られたのだろうか。+やがて、何事も無かったかのように光が消失する。+UMP45は、すぐさま炎によって敷かれた道を駆けた。
UMP45Mod(0)<Speaker>UMP45</Speaker>||<黑点1>:9はまだ私を救い出す方法を考えてくれているみたいね。//nもっとたくさん情報を集めなくちゃ。
()<Speaker></Speaker>||<黑点2>:未知の空間をしばらく逃げ回っていると、//nUMP45の周りの景色がゆっくりと変化した。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:あの防御プログラムをうまく撒けたのかしら？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<BGM>BGM_Empty</BGM><SE1>AVG_Bell</SE1>:どうして来たの？
UMP45Mod(0)<Speaker>UMP45</Speaker>||<白屏1>:な……
()<Speaker></Speaker>||<BIN>183</BIN><白屏2><BGM>m_avg_labyrinth</BGM>:黒い空間には境界があった。45は隠し扉の前まで歩き、それを開けた。//nあまりの眩しさにUMP45は目を細める。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:……ッ！
()<Speaker></Speaker>||<白屏1>:目の前に広がっていた光景にUMP45は呆然とした。
AbandonedIsomer(0)<Speaker></Speaker>||<BIN>72</BIN><白屏2>:セカンダリレベルで見たのと同じ空間が、//nM4と瓜二つの無数の女の子によって埋め尽くされていたのだ。+その無数の双眸は45のことをジッと見つめていた。
()<Speaker></Speaker>||:45は思わず後ずさったが、後ろにあったはずの門は既に消えていた。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:アイツのそっくりさん見っけ……
AbandonedIsomer(0)<Speaker></Speaker>||:M4に似た女の子たちは、さっきの記憶体のように//nUMP45のもとへと押し寄せ、先頭にいた少女が彼女の前に歩み出た。
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:どうして、私たちの中にいるの。+ここはあなたの来るべきところじゃない。
()<Speaker></Speaker>||:UMP45は肩をすくめると、持っていた銃をより強く握りしめた
UMP45Mod(0)<Speaker>UMP45</Speaker>||<BGM>m_avg_tension</BGM>:私が来るべきかどうかは、あなたたちが決めることじゃないわよ。
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:あなたにここにいる資格はない。+出て行って。
()<Speaker></Speaker>||:少女が話を言い終えるよりも先に引き金を引こうとしたその時、//nUMP45は巨大な衝撃によって吹き飛ばされた。+彼女を取り囲んでいた少女たちも、UMP45への攻撃を始める。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:出ていけって……+まだ何も調べられて――
()<Speaker></Speaker>||:UMP45が口を開いたからといって攻撃の手が緩められることは//nなかった。ただ命令に従うだけの機械と同じように、//n少しずつ彼女を追い詰めてゆく。+そして彼女らはUMP45へ手を伸ばした。//nUMP45の触れられた箇所が徐々に消失し始める。
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:（銃声）
UMP45Mod(0)<Speaker>UMP45</Speaker>||:面倒なことになったわね……あの記憶体よりもたちが悪い……+おまけに私のメンタル演算パターンを直接書き換えてくるときた。//n私をここで完全に消すつもりね……
()<Speaker></Speaker>||<SE1>Explode</SE1>:（爆発音）
()<Speaker></Speaker>||:突如起きた爆発によって、謎の少女たちは攻撃を止めた。//n45がその隙にその場から退避する。
()<Speaker></Speaker>||:（ノイズ）
()<Speaker></Speaker>||<SE1>AVG_whitenoise</SE1>:45の通信機が反応した。+騒々しいノイズの中から、//n404の隊員たちの声が途切れ途切れに聞こえてくる。
()<Speaker>416</Speaker>||:<color=#00CCFF>このバカ！一人でどこほっつき回ってるの！あんたの素体が今どれだけ熱くなってるか分かってるわけ！？</color>+<color=#00CCFF>私たち全員のメンタルが、あんたとのこのクソ通信とクソ防御プログラムを解くのに使われてるのよ！</color>
UMP45Mod(0)<Speaker>UMP45</Speaker>||:……私を罵ってる暇があったら、//nこのワケの分からない防衛システムを片付けてくれないかしら？
UMP45Mod(0)<Speaker>416</Speaker>||:<color=#00CCFF>それは無理よ！M4の私たちに対する接続制限がどれだけ厳しいか分かってる？！</color>+<color=#00CCFF>早く撤退して……私たちにできるのはここまでよ！</color>
()<Speaker></Speaker>||:音声接続が切断される。防御プログラムによるものなのか、それとも//n416が自分から切ったのかを考えている暇はUMP45には無かった。+つかの間の休息が終わり、UMP45に向けられた攻撃が再開された。
()<Speaker>UMP9</Speaker>||:<color=#00CCFF>45姉！もう数秒だけ時間が稼げそうだから、強制脱出できないか試してみて！</color>
()<Speaker></Speaker>||:目の前の敵がよろめくと同時に、9の通信が届いた。
UMP45Mod(0)<Speaker>UMP45</Speaker>||:（でもまだ探したいものが見つけられてない……！）
UMP45Mod(0)<Speaker>UMP9</Speaker>||:<color=#00CCFF>45姉、聞こえてる？</color>+<color=#00CCFF>メンタルを――切って！</color>+<color=#00CCFF>向こうの攻撃はこっちでなんとかするから――</color>
UMP45Mod(0)<Speaker>UMP45</Speaker>||:（こんなところで諦めるわけにはいかない！）
UMP45Mod(0)<Speaker>UMP9</Speaker>||:<color=#00CCFF>45姉！聞こえてるの！？</color>
UMP45Mod(0)<Speaker>UMP45</Speaker>||:9、指揮官に早く連絡して。これはさっき拾った記憶の欠片よ……+今回は……本当にたくさんのものを見たわ。//nだから絶対に調べ上げて、指揮官に情報を届けないといけない！
UMP45Mod(0)<Speaker>UMP9</Speaker>||:<color=#00CCFF>それじゃあ45姉は？！</color>
UMP45Mod(0)<Speaker>UMP45</Speaker>||<黑屏1>0,5</黑屏1><SE1>AVG_tele_disconnect</SE1>:私はまだ離れる――わけにはいかない――
()<Speaker>UMP9</Speaker>||<BIN>157</BIN><黑屏2>0,5</黑屏2><BGM>BGM_Empty</BGM>:45姉！
()<Speaker></Speaker>||<BGM>BGM_Sneak</BGM>:ノイズ混じりの声が返ることはなかった。+ほの暗い空の光、死体の腐臭、ボロボロの汚い岩壁の中を、//n404小隊の面々はUMP45の素体を囲み、ただ彼女を見つめていた。
G11(2)<Speaker>Gr G11</Speaker>||:ど……どうしよう……全然動かないよ……
HK416Mod(0)<Speaker>416</Speaker>||:もうダメなの……45は？
UMP9Mod(6)<Speaker>UMP9</Speaker>||:あなたたち……
G11(0)<Speaker>Gr G11</Speaker>||:んん？
UMP9Mod(4)<Speaker>UMP9</Speaker>||<黑屏1>:勝手なこと言わないで！45姉は閉じ込められただけだから！+指揮官に送らなきゃ……45姉が命がけで送って来てくれた情報を！//nそれに指揮官ならきっと45姉を助けてくれるはずだよ！
