()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<回忆><BIN>82</BIN><黑屏2><BGM>BGM_Hello</BGM>:……清晨。+格里芬宿舍。
PSG1(2)<Speaker>PSG-1</Speaker>||:蝙蝠装饰的动作流畅程度，獠牙在不同角度下的反光，斗篷立领的角度……全部调整完毕。+那么，这次的试胆大会，我来了。
()<Speaker></Speaker>||:PSG-1露出了势在必得的笑容，尖锐的獠牙反射出了刺眼的光芒。
m45(2)<Speaker>m45</Speaker>||:PSG-1小姐，试胆大会的终极奖品——最新版的智能烤箱就靠你了！
PSG1(2)<Speaker>PSG-1</Speaker>||:放心吧，不过是10分就能换来的奖品，你在终点等我就好。+对了，这次的饼干多加点糖吧，吸血鬼也是很需要糖分的。
()<Speaker></Speaker>||<黑屏1>:PSG-1最后一次端详了下镜中神秘阴森的吸血鬼，就离开宿舍直奔试胆大会现场了。
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><回忆><黑屏2><BIN>88</BIN>:……昏暗的仓库。+一个娇小的身影鬼鬼祟祟地溜了进去。
FNFNC(2)<Speaker>FNC</Speaker>||<BGM>BGM_Sneak</BGM>:居然被MG3抓住了，辛苦收获的糖果全没了……+不过没关系，还有更美味的东西在等着我！+嘿嘿，大家都在忙着吓人，我悄悄拿两块巧克力也不会被发现的……
()<Speaker></Speaker>||:FNC熟门熟路地走向放置巧克力的物资陈列架，将罪恶的魔爪伸向了箱中……
FNFNC(2)<Speaker>FNC</Speaker>||:怎么是空的？
()<Speaker></Speaker>||<BIN>89</BIN>:仓库的灯突然亮起，PSG-1从门外走来。
PSG1(2)<Speaker>PSG-1</Speaker>||:你怎么又来偷吃巧克力了？+昨晚我不是告诉过你，我们物资里的巧克力全被你吃光了吗？
FNFNC(2)<Speaker>FNC</Speaker>||:什么？！我昨晚根本没来过这里，你认错人了吧？
()<Speaker></Speaker>||:面对FNC的回答，PSG-1却带着复杂的表情沉默了下来。
PSG1(2)<Speaker>PSG-1</Speaker>||:……+FNC，你有没有听说过基地最近发生的怪事……
FNFNC(2)<Speaker>FNC</Speaker>||:什、什么怪事？
()<Speaker></Speaker>||:PSG-1贴近FNC耳边放低了声音……+不知道PSG-1说了什么，只见FNC僵硬地低头，一滩红色的粘稠液体缓缓流过脚边……
FNFNC(2)<Speaker>FNC</Speaker><Shake>||:<size=50>呜啊啊啊啊啊——！</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:目送着FNC夺门而逃的PSG-1满意地在记事本上写下了什么。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>1</BIN><BGM>BGM_Room</BGM>:……小树林中。+F1坐在树枝上，面对着黑色夜空中格外明亮的月亮。
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:这样美好的月色，该用什么样的诗句才能够描绘下来呢？+唔嗯，一轮圆圆的月盘……
()<Speaker></Speaker>||:PSG-1从树下的阴影走到月色中来。
PSG1(2)<Speaker>PSG-1</Speaker>||:F1，我刚刚在那边看见了一处非常美丽的景观。+一束月光穿入高高的树冠……真想知道树冠里有什么东西啊……
()<Speaker></Speaker>||:F1的眼睛一亮，然后从树枝上跃下。
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:你快带我去看看吧。
()<Speaker></Speaker>||:两人肩并肩地走进树下的黑暗中……+很快，一声尖叫惊起了林中的飞鸟……
F1(2)<Speaker>F1</Speaker><Position>0,150</Position><Shake>||:<size=50>啊啊啊啊啊啊啊——</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:目送着F1飞快地跑出树林的PSG-1满意地在记事本上写下了什么。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>46</BIN><BGM>BGM_stage10</BGM>:……电梯门口。+G36C独自等待着给自己买热饮的G36归来。+这时，电梯的提示灯突然变红了。
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position>||<BIN>47</BIN>:诶……是姐姐回来了吗？
()<Speaker></Speaker>||:电梯门向两侧缓缓打开，PSG-1裹挟着一股阴森的气息走了出来。
PSG1(2)<Speaker>PSG-1</Speaker>||:G36C，这是G36让我带给你的热饮。
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position>||:谢谢！那……G36姐去哪了？
()<Speaker></Speaker>||:PSG-1沉重地叹了口气。
PSG1(2)<Speaker>PSG-1</Speaker>||:G36让我不要告诉你……不过……+我觉得你还是有必要知道……
()<Speaker></Speaker>||:PSG-1轻轻附在G36C的耳边，不知道说了什么。+G36C低头看着手里温热的暗红色的热饮，又抬头看了看PSG-1在黑暗中微微发光的獠牙……
G36C(4)<Speaker>G36C</Speaker><Position>-100,0</Position><Shake>||:<size=50>哇啊啊啊啊啊啊姐姐救我啊啊啊啊！</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:目送着G36C冲下楼梯的PSG-1满意地在记事本上写下了什么。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>9</BIN>:接下来，宿舍、训练场、维修间……接连爆发出惊人的尖叫声……
()<Speaker></Speaker>||<SE1>AVG_keyboardtype_sci</SE1><黑点1>:在匿名版上，MDR将PSG-1称为<color=#DC143C>“有史以来最具天赋的吓人专家”</color>……+然而，这份连胜的运气终于在小树林中被终结了。
()<Speaker>广播</Speaker>||<黑点2><BIN>1</BIN>:<color=#FFFF00>扮演组PSG-1，出局！战绩：8。</color>
()<Speaker></Speaker>||:PSG-1狼狈不堪地被手铐锁在十字架上。
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:……+我居然信了MDR的吸血鬼情报……+好了，既然你已经赢了，那可以放我下来了吧？
M870P(0)<Speaker>M870</Speaker>||:那怎么行呢？辛苦捕获来的猎物，当然要炫耀给大家啊！+你就乖乖呆在我的舞台上做我的战利品吧♪
()<Speaker></Speaker>||<黑屏1>:PSG-1面对着M870离去的背影咬牙切齿。
()<Speaker></Speaker>||<黑屏2><BGM>m_avg_labyrinth</BGM>:被困在十字架上的PSG-1不知道挣扎了多久，面前的灌木丛突然被拨开，KSVK从中走出。
KSVK(4)<Speaker>KSVK</Speaker>||:我听见远方传来命运的呼唤……
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:KSVK？救救我……
KSVK(4)<Speaker>KSVK</Speaker>||:原来是你在呼唤我啊，PSG-1。+被一副手铐桎梏在了十字架上？这对于吸血鬼而言可真够讽刺……
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:别说了……快帮我把手铐打开！
()<Speaker></Speaker>||:KSVK走近十字架仔细一看，PSG-1的手腕上赫然是几道挣扎的伤痕。
KSVK(4)<Speaker>KSVK</Speaker>||:你在这里被困了多久？
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:不记得了……根据广播的播报数量推算，应该快有一个小时了。
