()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>83</BIN><黑屏2><BGM>BGM_Room</BGM>:格里芬基地内，换班时间。
Spitfire(0)<Speaker>Spitfire</Speaker>||:可以的，75姐。
Spitfire(0);CZ75(0)<Speaker>CZ75</Speaker>||:诶，诶，真的可以吗？+总觉得有点不好意思啊。
Spitfire(0)<Speaker>Spitfire</Speaker>;CZ75(0)||:只是调班而已，不是什么大事。+毕竟我也没有为新年准备全新的衣服……+去参加拜年活动吧，记得要留影啊。
Spitfire(0);CZ75(0)<Speaker>CZ75</Speaker>||:那这边就拜托你了，Spitfire！+回来给你分享好玩的消息！
CZ75(0)<Speaker></Speaker>||<SE1>RunStep</SE1>:CZ75向Spitfire用力地挥挥手，快步跑掉了。
CZ75(0)<Speaker>CZ75</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:<color=#A9A9A9>还好有Spitfire可以拜托，不然这次精心准备的串门活动就要泡汤了……</color>+<color=#A9A9A9>回去休整一下，换好衣服，然后集合做好准备的所有人——</color>
()<Speaker></Speaker>||<BIN>82</BIN><黑点2>:格里芬人形宿舍内，CZ75的房间。
CZ75(0)<Speaker>CZ75</Speaker>||<震屏><BGM>BGM_Sneak</BGM>:<color=#00CCFF>……什么？！凭什么是你？！</color>
NZ75(0)<Speaker>NZ75</Speaker><通讯框>;CZ75(0)||:<color=#00CCFF>你在说什么啊，CZ75？你今天不是晚班吗，那当然是由我来带头。</color>+<color=#00CCFF>等等，你为什么现在在这里？</color>+<color=#00CCFF>难道说，你翘班了吗！</color>
NZ75(0);CZ75(0)<Speaker>CZ75</Speaker>||:<color=#00CCFF>我和人调班了而已！</color>+<color=#00CCFF>话说回来不是早就决定是我来做领班了吗？！</color>
NZ75(0)<Speaker>NZ75</Speaker>;CZ75(0)||:<color=#00CCFF>谁会像你这样不懂变通啊，你排到班当然就要改变计划了。</color>+<color=#00CCFF>现在都已经定下来了，老老实实接受安排吧！</color>
NZ75(0);CZ75(0)<Speaker>CZ75</Speaker>||:<color=#00CCFF>谁会轻易就服从自己的仿制品啊！</color>
NZ75(0)<Speaker>NZ75</Speaker>;CZ75(0)||:<color=#00CCFF>这种没营养的吵架就停一停吧，就算我是你的仿制品，现在也是真正的领导者了！</color>
NZ75(0);CZ75(0)<Speaker>CZ75</Speaker>||:……+<color=#00CCFF>你说得对，这种没营养的吵架没必要继续。</color>
NZ75(0)<Speaker>NZ75</Speaker>;CZ75(0)||:<color=#00CCFF>难得看到你服软呢。</color>+<color=#00CCFF>那就乖乖地……</color>
NZ75(0);CZ75(0)<Speaker>CZ75</Speaker>||:<color=#00CCFF>但我也没打算轻易放弃。</color>+<color=#00CCFF>来决斗吧，NZ75。用这种方式来决定谁才是真正的领班人。</color>
