()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2>:……
()<Speaker></Speaker>||:【距离美人鱼小队出发还剩72小时】
Type88(0)<Speaker>88式</Speaker>||:不要慌张，88式。+还有72小时，没有问题的。+不就是研发个反溺水配件吗？很简单的……
Type88(0)<Speaker>88式</Speaker>||<黑点1>:只要我有灵感……
()<Speaker></Speaker>||<黑点2><BIN>8</BIN>:2小时前。
()<Speaker>指挥官</Speaker>||<BGM>GF_Cafe</BGM>:……好了，以上就是本次任务的相关情报。+大家按照分组先互相熟悉下吧。+散会！
Type88(0)<Speaker>88式</Speaker>||:后勤救援组……+可是我不会游泳啊……
SPS(0)<Speaker>谢尔久科夫</Speaker>||:你好，88式。+我是谢尔久科夫。
Type88(0)<Speaker>88式</Speaker>||:你好……请多指教！
SPS(0)<Speaker>谢尔久科夫</Speaker>||:你的情况，我已经大概向指挥官了解过了。+这次任务难度较低，正式执行任务前，我会对你进行相关培训的。+还请你放心~
Type88(0)<Speaker>88式</Speaker>||<黑点1>:嗯！谢谢你……
Type88(0)<Speaker>88式</Speaker>||<黑点2><BIN>9</BIN><黑点1>:虽然说是这样说，可是一直麻烦谢尔久科夫也不太好……+还是要为自己准备些紧急装置的……
()<Speaker></Speaker>||<黑点2><BIN>22</BIN><BGM>BGM_Empty</BGM>:【距离美人鱼小队出发还剩48小时】
Type88(0)<Speaker>88式</Speaker>||<BGM>BGM_Hello</BGM>:不行了，我已经一整天没合眼了。+我需要休息一下清理缓存……
Type88(0)<Speaker>88式</Speaker>||:可是，我甚至还没想出设计图……
Type88(0)<Speaker>88式</Speaker>||:……+还是再忍忍吧。
()<Speaker></Speaker>||:【距离美人鱼小队出发还剩36小时】
Type88(0)<Speaker>88式</Speaker>||:ZzzZzzz……
()<Speaker></Speaker>||:88式用手撑着下巴迷迷糊糊睡着了，眼见着手肘一点点向外滑去……
Type88(0)<Speaker>88式</Speaker>||:啊！+我怎么睡着了……
Type88(0)<Speaker>88式</Speaker>||:完了完了，只剩36小时了！+这下时间更紧张了！
Type88(0)<Speaker>88式</Speaker>||:清醒点！快好好设计啊！
()<Speaker></Speaker>||:【距离美人鱼小队出发还剩18小时】
Type88(0)<Speaker>88式</Speaker>||:呼……+终于有点眉目了……+总之先照这个设计一版出来吧。
Type88(0)<Speaker>88式</Speaker>||:还剩18小时了，看来是来不及优化甚至验证了……+能多做一些算一些了。
()<Speaker></Speaker>||:【距离美人鱼小队出发还剩6小时】
Type88(0)<Speaker>88式</Speaker>||:初版反溺水配件已经做好了，先安装上试试好了。
()<Speaker></Speaker>||:疲惫的88式爬上桌子躺下，将初版反溺水配件拿到眼前认真查看。
Type88(0)<Speaker>88式</Speaker>||:唔，至少安装接口是完全匹配的……
()<Speaker></Speaker>||:88式的手软了一下，反溺水配件直接砸到了脸上。
Type88(0)<Speaker>88式</Speaker>||:呜呜……好痛……+不知道有没有摔坏……
()<Speaker></Speaker>||:【距离美人鱼小队出发还剩0小时】
()<Speaker>指挥官</Speaker>||:88式，你在这里吗？+我们要出发了！
Type88(0)<Speaker>88式</Speaker>||:ZzzzZz……
()<Speaker>指挥官</Speaker>||:8……88式？+醒醒啊88式！
Type88(0)<Speaker>88式</Speaker>||<黑屏1>:……唔嗯？+指挥官！出发了吗？+我这就来……
()<Speaker></Speaker>||<BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker>指挥官</Speaker>||<BGM>GF_Memorial</BGM>:……接下来大家先去换好本次的作战装备吧。+换好之后直接前往指定地点执行任务。+我稍后来确认任务进展。
Type88(4)<Speaker>88式</Speaker>||:没有我的话，谢尔久科夫一定也能完成任务吧。+不如说，会完成得更加轻松……
()<Speaker></Speaker>||<黑屏1>:88式看了眼正在进行准备的谢尔久科夫，小声地叹了口气，然后独自朝和大家相反的方向走去……+她寻了个偏僻的角落，钻进废弃的大箱子里躲了起来。
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN>:在箱子中，88式掏出了自己的反溺水配件。
Type88(4)<Speaker>88式</Speaker>||:……+也不知道你到底有没有用……+也不知道是该希望你能派上用场好还是不要派上用场好……
()<Speaker></Speaker>||:88式将反溺水配件安装在了自己身上。
()<Speaker></Speaker>||:【反溺水配件安装成功】+【系统正在同步……】+【……30%……50%……75%……】+【99%】+【……】+【…………】+【同步完成】
Type88(4)<Speaker>88式</Speaker>||:居然安装成功了！+说不定真的能运行！
()<Speaker></Speaker>||:88式的眼睛突然亮了，但是眼中的光芒很快熄灭。
Type88(4)<Speaker>88式</Speaker>||:我还是就这样呆在这里吧。+游泳好可怕，大海也很可怕……+就算我真的去执行后勤救援，不会游泳的我的唯一希望只有这个未完成的反溺水配件。+要是运行失败的话，一定会被嘲笑的……
Type88(4)<Speaker>88式</Speaker>||:呜呜……我不想被大家嘲笑……+我也想加入大家……
()<Speaker>指挥官</Speaker>||:88式？你在这里吗？
Type88(4)<Speaker>88式</Speaker>||:是指挥官……来找我了吗？+好感动，居然这么快就发现我不见了。+可是，还是不要找到我吧。+要是被找到的话，一定会被责骂的。
Type88(4)<Speaker>88式</Speaker>||:如果一直找不到我的话，指挥官会丢下我走吗……
()<Speaker>指挥官</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:原来你在这里啊。
Type88(4)<Speaker>88式</Speaker>||<黑点2><BIN>162</BIN>:指挥官，我……
