()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>82</BIN><BGM>GF_Memorial</BGM><黑屏2>:……+格里芬宿舍内。
()<Speaker></Speaker>||:<color=#00CCFF>【战术人形雷电，你收到了新的日程安排】</color>+<color=#00CCFF>【要求 在明天参加指定的酒会。坐标见附件】</color>+<color=#00CCFF>【附加要求 需要穿着礼服】</color>
Thunder50(0)<Speaker>雷电</Speaker>||:新的任务……+要好好完成才行。
()<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:……通讯接入。
Thunder50(0)<Speaker>雷电</Speaker>||:<color=#A9A9A9>（指挥官？为什么这个时候联络我……）</color>+指挥官，晚上好。+您应该下班了，难道拖延工作了吗？
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>如果担心你误解特意联系也是加班的话，那我可能算得上加班——没工资的那种。</color>
Thunder50(0)<Speaker>雷电</Speaker>||:误解？不是工作吗？
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>当然不是，这是放松的日程。</color>+<color=#00CCFF>和你一起去的还有其他几位人形，不过你们不用一起行动。</color>
Thunder50(0)<Speaker>雷电</Speaker>||:去玩？+不是工作，放松，去玩……+这个，是假期吗？
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>没错。</color>
Thunder50(0)<Speaker>雷电</Speaker>||:那，我可以带朋友一起去吗？
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>只要你的朋友不是有任务在身就可以。</color>+<color=#00CCFF>要带谁去？</color>
Thunder50(0)<Speaker>雷电</Speaker>||:M950A，她有时间吗？
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>我看看。</color>+<color=#00CCFF>格琳，酒会那天M950A有空吗？</color>
NPC-Kalin(0)<Speaker>格琳</Speaker><通讯框>;Thunder50(0)||:<color=#00CCFF>M950A吗？真不巧，她刚好在那天有外勤任务呢。</color>+<color=#00CCFF>等她回来，最早也是晚会要结束的时候了……。</color>
NPC-Kalin(0);Thunder50(0)<Speaker>雷电</Speaker>||:……没办法换吗？
NPC-Kalin(3)<Speaker>格琳</Speaker>;Thunder50(0)||:<color=#00CCFF>要换班得提前讲，现在她已经出发了哦。</color>
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>就是这样。很遗憾，雷电。有其他的人选吗？</color>
Thunder50(0)<Speaker>雷电</Speaker>||:没有了。
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>尽情地去玩吧——当然，由于是代表格里芬出席酒会，也需要注意一下个人形象。</color>
Thunder50(0)<Speaker>雷电</Speaker>||:……明白了。+酒会我会按时到的，礼服也会准备的。
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>不能带要好的朋友去酒会，你会觉得不开心吗？</color>
Thunder50(0)<Speaker>雷电</Speaker>||:这不重要。+日程安排已经定好，我会去的。
Thunder50(0)<Speaker>指挥官</Speaker>||:<color=#00CCFF>这样。</color>+<color=#00CCFF>还是祝你玩得开心，雷电。</color>
Thunder50(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM><黑屏1><SE1>AVG_tele_disconnect</SE1>:来自指挥官的通讯挂断了。+雷电躺上床铺，打开了一个只有两人的通讯频道。
Thunder50(0)<Speaker>雷电</Speaker>||<BGM>BGM_Wake</BGM><BIN>72</BIN><黑屏2>:<color=#00CCFF>指挥官给我安排了参加酒会的任务。</color>
Thunder50(0)<Speaker></Speaker>||:<color=#00CCFF>【您呼叫的用户——950正在任务中，无法接通，转为留言模式。】</color>
Thunder50(0)<Speaker>雷电</Speaker>||<黑屏1>:<color=#00CCFF>我想和你一起去酒会。</color>
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2><黑屏1>:雷电望着天花板，安静地等待着回应。+十分钟过去了，二十分钟过去了……+通讯频道仍然是静悄悄的。+一个小时过去了。+雷电闭上了眼睛。
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>【您有新的通讯请求。】</color>+<color=#00CCFF>【连接中。】</color>
M950A(0)<Speaker>M950A</Speaker><通讯框>||:<color=#00CCFF>周年酒会？真不错，可惜我没法提前回去呢。这边的事情有点棘手，不过按时回去还是没问题的！</color>+<color=#00CCFF>好好享受酒会吧，这样的机会可是很少有的。</color>
M950A(0)<Speaker>雷电</Speaker>||<黑屏1>:……
Thunder50(0)<Speaker>雷电</Speaker>||<BIN>72</BIN><黑屏2>:<color=#00CCFF>指挥官看上去很开心，并且也希望我能同样开心地参加酒会。</color>+<color=#00CCFF>可是，我不知道该做点什么。</color>
M950A(0)<Speaker>M950A</Speaker><通讯框>;Thunder50(0)||:<color=#00CCFF>很简单的。酒会上是可以随意表达自我的地方，想做什么就去做好了！</color>+<color=#00CCFF>我也是这么做的。</color>
M950A(0);Thunder50(0)<Speaker>雷电</Speaker>||:<color=#00CCFF>你之前也是这么做的？但我没有什么想做的事。</color>
M950A(0)<Speaker>M950A</Speaker>;Thunder50(0)||:<color=#00CCFF>这种事没办法啦。</color>+<color=#00CCFF>有什么喜欢做的事情，想做但是基地里没法想做就做的事情，到酒会上做就好了。</color>+<color=#00CCFF>反正这种场合也没人会在意那么多的，尽情释放自我吧！</color>
M950A(0);Thunder50(0)<Speaker>雷电</Speaker>||:<color=#00CCFF>我明白了。</color>
M950A(0)<Speaker>M950A</Speaker>;Thunder50(0)||:<color=#00CCFF>啊呀，敌人又出来了。</color>+<color=#00CCFF>我得专心战斗了，回见。</color>
M950A(0)<Speaker>雷电</Speaker>;Thunder50(0)||:<color=#00CCFF>好。</color>
