()||<BIN>9</BIN><BGM>BGM_Empty</BGM><黑屏1>0,10</黑屏1>:
()<Speaker>G36</Speaker>||<BIN>9</BIN><黑屏2>:呜……
()<Speaker>G36</Speaker>||<黑屏1>:这样下去可能会威胁到素体运作，得赶快确认状况。+好暗，看不清楚，谁把灯关了？+总之，得先推开维修槽的舱盖……
()||<BIN>7</BIN><黑屏2>:G36使尽全力一推，却发现这个舱盖远比自己想象中的要轻。
()||:事实上，就是个纸板子－－－用力过猛的G36于是整个人往前跑出了方才被困住的场所，往前扑倒在雪地里。
()<Speaker>G36</Speaker>||:咦？雪……这是……怎么回事？
()<Speaker>G36</Speaker>||:我应该……还在格里芬基地维修槽里的才对……为什么……
()||:回头一看，视线有点模糊。+等到捡起掉在雪里的眼镜戴上，再仔细一看。
()||:G36发现那也不是什么维修槽，而是个突兀地插在雪原上的半截礼物盒。
G36(4)<Speaker>G36</Speaker><Position>0,-100</Position>||<BGM>BGM_Moon</BGM>:呃呃头好疼……+只是思考一下就头痛得要命……总觉得……我好像变笨了……
()||:G36站在原地望着包装盒子，苦思了许久后状况并没有任何改善。
G36(4)<Speaker>G36</Speaker><Position>0,-100</Position>||:继续待在这里是不行的，得赶快找到联络的方式吧……
()<Speaker></Speaker>||<黑屏1>:G36握紧拳头，给自己打气下定决心后，开始迈出脚步一路前行。
()<Speaker></Speaker>||<黑屏2><BIN>6</BIN><Night>:短短的双腿吃力地在雪中挣扎向前，天色逐渐昏暗，风雪声呼呼作响。+不知为何，G36开始感到自己意识跟思维都逐渐变得有些茫然。
G36(4)<Speaker>G36</Speaker><Position>0,-100</Position>||:啊啊……不但很冷……而且好饿……嗯？
G36(4)<Speaker></Speaker><Position>0,-100</Position>||:忽然间，手边的菜篮里发出了光芒与震动。
G36(4)<Speaker></Speaker><Position>0,-100</Position>||<黑屏1>:G36小心翼翼地揭开了菜篮上覆盖的布巾，看到了一根发光的拐杖糖和御寒的服装。
G36(10)<Speaker>G36</Speaker>||<黑屏2>:……硬糖棍的话，应该能补充点能量呢。+但如果能吃上什么真正的大餐就更好－－－
G36(10)<Speaker></Speaker>||<闪屏><duration>5</duration></闪屏>:如同在回应着她一般，G36手中的拐杖糖发出了一阵强光。
G36(10)<Speaker></Speaker>||:等到G36的视线恢复清晰，眼前已经出现了一大盘热腾腾冒着烟的多汁烤鸡。
G36(10)<Speaker>G36</Speaker>||<BGM>BGM_Empty</BGM>:这、这是怎么回事？不过有食物真是帮了大忙……+啊，菜篮里也有刀叉！太好了，赶快先吃一餐补充点能源……
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||<BGM>BGM_Hello</BGM>:那个那个，好心的小姐姐，能不能……分我些吃的？
G36(10)<Speaker>G36</Speaker>||:欸？是妖精？为什么会在这种地方……
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:我什么都不知道，人家只知道今天真是冷得乱七八糟啊。+再没有东西吃，感觉就要翘辫子啦。
G36(10)<Speaker>G36</Speaker>||:既然这样的话，那边那盘烤鸡分你一点也可以呀。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:哇啊！真是太好了！
()||:妖精以迅雷不及掩耳的速度，三两下就将一大盘的烤鸡给收拾了。
G36(10)<Speaker>G36</Speaker>||:诶？这么快！
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>（我没有来得及说……也留给我一点啊……）</color>
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>（妖精不是无人机投影而已吗？而且那个食量是怎么回事！）</color>
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:嗝～多谢招待！好心的小姐姐！
G36(10)<Speaker>G36</Speaker>||:呃……说好的一点……
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:嗯？
G36(10)<Speaker>G36</Speaker>||:没事……你吃饱了就好。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:小姐姐，前方那座森林里还有更多遭遇困难的妖精！+如果还有余力的话，能不能也帮帮他们呢？
G36(10)<Speaker>G36</Speaker>||:什么，还有其他妖精也遇难了？
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>（如果能找到更多幸存者，说不定就能知道回基地的路）</color>
G36(10)<Speaker>G36</Speaker>||<黑屏1>:拜托了，快带我过去！
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position><Shake>||<黑屏2><BIN>7</BIN><Night>:唔唔唔好冷好冷啊！感觉就快要变成冰棍啦！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:请往这边走，G36小姐！我们的大姐头应该就在这附近。
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:嗯？有人在说话？是谁？有人在吗？
G36(10)<Speaker>G36</Speaker>||:啊，看到了，果然还有其他的妖精。
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:呜哇～请帮帮我！给我钱，不然实在没有东西可以烧来取暖了！+最后一捆钞票昨天就烧完了，剩下来的金条实在没法当柴烧啊！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:大姐头，这种情况下应该不是要钱来烧的时候……
G36(10)<Speaker>G36</Speaker>||:如果觉得冷的话，是不是多穿点保暖的衣物，比如毛线袜子会比较好呢？
()||<闪屏><duration>5</duration></闪屏>:话才刚说完，G36手里的拐杖糖又发出了光芒。
()||:很快，一条尺寸有点大，但恰好可以将妖精装进去的圣诞袜从半空中掉落下来。
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:哦哦哦哦……！尺寸刚刚好可以把我装进去！好暖和！就象是被窝一样令人安心！+太厉害了，那是心想事成的魔法棒吗？你一定就是传说中的圣诞老人对吧！
G36(10)<Speaker>G36</Speaker>||:不，那个……其实我也是一头雾水啦。+我想问的是，你知道格里芬的基地在什么方向吗？
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:基地？格里芬的？问这个干什么？
G36(10)<Speaker>G36</Speaker>||:我还有没完成的任务呢，得尽快回到基地才行……
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:真不敢相信，今天是平安夜吧？怎么还会有你这种满脑子挂念着任务的人形……+去问其他妖精吧，我可没关心过这种事呢。
G36(10)<Speaker>G36</Speaker>||:是这样啊……我知道了，那我再去找其他人问问吧。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:请跟我往这边走！我还知道一些其他有困扰的妖精！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||<黑屏1>:那家伙跟你一样热衷于完成任务，若是知道些什么的话一定很乐意跟你分享的！
()||<黑屏2><BIN>6</BIN>:护盾妖精带着G36继续在森林里前进，走了很久很久，连天都亮了起来。+最终，她们来到一处积雪的小山丘前。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:喂，快出来呀！勇士！+……再不出来圣诞节就要结束了！
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position><Shake>||:不！还没结束！查理在哪里？！游击队呢！我的喷火枪呢！
FairyWarrior(0)<Speaker></Speaker>||:小雪丘突然钻开了一个口子，一架被埋在雪地里的无人机腾飞而起，妖精也跟着发出充满斗志的吶喊声。
G36(10)<Speaker>G36</Speaker>||:那个，我听说你似乎有问题需要解决？请跟我说说你需要什么吧。
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position>||:我需要的只有查理！但是地底下太暗了，什么都看不清楚。
G36(10)<Speaker>G36</Speaker>||:查理……？虽然我不太明白你在说什么……+所以你是需要照明器材对吧？既然那样的话……
()||<闪屏><duration>5</duration></闪屏>:G36挥舞了拐杖糖，很快的半空中掉下来一个发着光的灯泡吊饰－－－
()||:对于妖精而言，那是恰好可以套在脖子上当作项链的尺寸。
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position>||:哇喔，太棒了，这个正是我需要的！+有了这个就算是在地下隧道里也可以把查理找出来干掉了！+谢谢你，战友！我要回去执行我的任务了！
G36(10)<Speaker>G36</Speaker>||:那个，等一下，我还有问题想要请教……
()||:G36没能拦住妖精，眼睁睁看着无人机带着妖精投影，又一头撞进了雪丘里没了声音。
G36(10)<Speaker>G36</Speaker>||:结果没来得及问……说起来到底查理是什么啊？
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:那家伙很热衷于抓兔子，对勇士妖精而言，地底下的兔子就是查理哦。
G36(10)<Speaker>G36</Speaker>||:……我不是很懂你们这些妖精的思考模式呢。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:老实说在这点上，我与你有同感哦。+小姐姐想知道回格里芬基地的方法是吧？那么请跟我来，还有个妖精可能知道答案。
G36(10)<Speaker>G36</Speaker>||<黑屏1>:唉，我已经不抱任何期待啦。+不过……有人或人形需要帮助时，就得提供协助，这可是身为民用人形的自觉呢！
()||<黑屏2><BIN>161</BIN>:于是，G36又跟随着妖精的引领前进了一会儿。
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:哈哈哈！这种天气怎么还会有人穿得像麋鹿似的出来散步！+真的是太好笑了，啊哈哈哈哈哈！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:你如果老是用这种口气跟每一个路过的人说话，迟早有一天会被丢去拆解场哦。
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:这也是没办法的事，我天生设定如此，改不掉的！啊哈哈！+而且，明明是圣诞节却没有礼物，也没有人陪我玩！发明这个节日的人应该丢进焚化炉里呢！
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:这么无聊的节日，除了嘲笑别人之外还有什么可做的吗？
G36(10)<Speaker>G36</Speaker>||:那个……我可以给你礼物哦。+想要可以消解无聊的玩具……比如说这样的吗？
()||<闪屏><duration>5</duration></闪屏>:G36挥舞拐杖糖之后，一个用包装纸与缎带包裹的礼物盒子伴随着光芒落了下来。
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:这个又是什么玩意儿？我瞧瞧……+哇啊！突然跳了一下！好厉害，是惊奇箱吗？里头装的究竟是啥？
G36(10)<Speaker>G36</Speaker>||:啊哈哈……我也不知道里面到底是装什么啊……
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:哈哈哈，不知道是什么也无所谓，我要把这东西拿去送给其他妖精。+已经等不及看大家被这个礼物箱吓得屁滚尿流的模样啦！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:喂，先别急着走啊！
()||:嘲讽妖精很快在G36来得及追上以前就消失在森林里。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:真是的，不只是没问到回家的路，连声道谢都没有了！
G36(10)<Speaker>G36</Speaker>||:没关系，我本来就不是为了听到他人的赞美或得到回报才走这一趟。+我是女仆人形，服务他人是我的天职！
G36(10)<Speaker>G36</Speaker>||:不过……感觉真的累到快走不动了……+一直都是给别人用，这次还是给自己用一次吧！
G36(10)<Speaker>G36</Speaker>||:嗯！决定了，用拐杖糖变出些吃的东西吧！
()||:G36拿出拐杖糖在空中比划着，变出了一道道美食佳肴。
G36(10)<Speaker>G36</Speaker>||<BGM>BGM_Empty</BGM>:那么，我就开动了——欸？
()||:但是，当G36想要伸手端起美食，却发现直接透了过去，无法触及。
G36(10)<Speaker>G36</Speaker>||:咦？咦？+这些都是……投影吗？+原来拐杖糖变出来的礼物跟食物……都只是……幻象？+原来我刚刚都是……白忙一场？
()||:视线开始变得模糊起来，感觉最后一丝能量也耗尽了。
()||:步履蹒跚的G36跌坐在雪地上，无法控制地低声啜泣。+然后……
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:小姐姐怎么回事？是谁欺负你了，怎么哭成这样？
G36(10)<Speaker>G36</Speaker>||<BGM>BGM_Moon</BGM>:咦，你们是……刚才的妖精们？
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position>||:战友，告诉我是谁欺负了你，我要把他的皮亲手剥下来！
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:刚才收了你的礼物却没有回礼，实在是很不好意思吶。+所以我们就想着把大家珍藏的……
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:虽然说是回礼，但其实都是我们妖精用不上的垃圾大清仓。啊哈哈哈哈哈！
()||:妖精们的无人机合力吊运了几口木箱子，送到G36眼前。+在箱子里弹药、电池、粮食补给应有尽有。
G36(10)<Speaker>G36</Speaker>||:这些是……！太好了，这正是我所需要的。谢谢你们！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:这都是因为小姐姐肯帮助我们的回礼啊。+送出去的礼物能被开心收下，那就是翻倍的快乐呢。
G36(10)<Speaker>G36</Speaker>||:但是，我还需要你们帮忙……我不知道回家的路在哪个方向呢。
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:回家的路？你在说什么呢，所有的道路都通往这座森林中的广场哦。
G36(10)<Speaker>G36</Speaker>||:咦？这是……什么意思？+如果真如你所说，所有道路都通往这里的话，我为什么没有看到其他人形？
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:就是字面上的意思啊。+不管你从哪里出发、做出什么选择，最后都会抵达这里的。
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:毕竟嘛，“一切”都是这么安排的……+今天是平安夜，G36。而且是为了你一人安排的，专属于你的平安夜。
G36(10)<Speaker>G36</Speaker>||:……是这样啊。原来，是这样呢。
()||:G36擦干了眼泪，站起身子。
G36(10)<Speaker>G36</Speaker>||:各位妖精，虽然很感谢你们的招待，但我还是得回去了。
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:欸欸别走啊！我还没看到你被惊奇箱吓到的模样！
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position>||:不来狩猎敌军残党吗，战友？一定会很好玩的！
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:你确定吗，G36？为什么这么急着回去呢？+不留下来和我们一起度过今晚的派对吗？
G36(10)<Speaker>G36</Speaker>||:这是因为……+……我是为格里芬服务的女仆人形啊。
()||:G36小小的身形走近妖精们送来的礼物箱子，但眼神中却散发着自信而坚定的光彩。
G36(10)<Speaker>G36</Speaker>||:人形诞生的使命，就是为了服务他人，这么多礼物只有我独享是不对的！+只有在这些礼物被分发给所有人时，对我来说才是真正度过了平安夜。+拜托了各位，让我回到格里芬基地吧！
FairyGold(1)<Speaker>黄金妖精</Speaker><Position>0,250</Position>||:哼哼，看样子，已经没办法改变你的决心了呢。+好吧，这就送你回去。
FairyWarrior(0)<Speaker>勇士妖精</Speaker><Position>0,250</Position>||:我不会忘记你的，战友！也别忘记我们！
FairyTaunt(1)<Speaker>嘲讽妖精</Speaker><Position>0,250</Position>||:怎么有你这种中途离席搞乱气氛的客人，真是的！不过今晚也算玩得尽兴啦。
FairyShield(0)<Speaker>护盾妖精</Speaker><Position>0,250</Position>||:大家，准备好了吗？预备，唱！+O Tannenbaum，O Tannenbaum～
G36(10)<Speaker>G36</Speaker>||:<color=#A9A9A9>（谢谢大家……谢谢你们啦……）</color>
()||:妖精们围绕着G36与礼物箱子开始唱起了圣诞歌。
()||<黑屏1>:在悠扬的乐声中，G36缓缓闭上了双眼……
FN57(0)<Speaker>FN57</Speaker>||<BIN>8</BIN><黑屏2>:醒来了吗，G36？
FN57(0);G36(0)<Speaker>G36</Speaker>||:嗯……老实说，我不是很确定。+为什么我是从维修槽里醒来的？
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:你没查到记忆吗？也难怪，这几天事情很多呢。+总之……还是老样子，准备圣诞节工作搬运物资时手臂被压坏了。+我刚听说你又送修了的消息时，就想说这果然是G36会遭遇的不幸呢！
FN57(0);G36(0)<Speaker>G36</Speaker>||:那么，我得快点回去准备工作才行。
FN57(0)<Speaker>FN57</Speaker>;G36(0)||:啊哈！我早就料到你会有这种反应。+所以我已经抢先一步把圣诞节的工作都分配处理好了，再也没有你的活可干啦！
